time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,2.01,18.31,5.26,0.05,0.54,1.91,1.42,21.5,1.89,2.13
Food Cooking & Clean-up,2.63,18.40,6.92,0.09,0.95,2.54,1.59,46.7,2.51,2.76
"Pets, Home & Vehicles",6.23,20.06,17.86,0.10,1.19,5.68,4.90,39.7,5.92,6.55
Household Management,1.19,24.72,4.21,0.02,0.35,0.94,0.76,22.0,1.11,1.28
Shopping,2.10,18.13,5.44,0.05,0.89,0.10,1.07,36.2,1.93,2.26
Obtaining Services,0.19,21.87,0.60,0.00,0.03,0.09,0.10,3.2,0.15,0.23
Travel for Household Activity,2.11,24.75,7.45,0.04,0.78,0.03,1.22,40.4,1.97,2.24
Household Production,16.46,20.29,47.73,0.35,4.74,11.29,11.05,80.4,16.12,16.81
Household Children,0.37,18.05,0.95,,0.33,0.27,0.02,4.2,0.31,0.42
Household Adults,0.30,17.91,0.76,0.01,0.23,0.17,0.05,5.7,0.24,0.36
Non-Household Members,1.11,18.09,2.86,0.01,0.74,0.38,0.16,10.4,1.00,1.22
Travel for Household Members,0.24,24.75,0.85,0.01,0.15,0.00,0.08,5.1,0.20,0.28
Travel for Non-Household Members,0.39,24.75,1.40,0.00,0.18,0.01,0.16,8.0,0.35,0.44
Caring and Helping,2.41,19.82,6.81,0.02,1.64,0.83,0.47,18.8,2.25,2.56
Eating & Drinking,8.37,18.25,21.82,0.20,4.34,5.54,2.99,96.1,8.14,8.60
Personal Health Care,1.14,17.95,2.91,0.00,0.27,0.68,0.72,10.8,1.00,1.27
Grooming,3.83,18.17,9.95,0.06,,,,73.0,3.76,3.90
Sleeping,59.14,18.58,156.98,,,,,99.8,58.74,59.54
"Private, Personal, or N/A",1.85,20.56,5.44,0.04,0.41,0.74,0.86,22.0,1.74,1.96
Personal Time,74.33,18.56,197.09,0.30,5.02,6.95,4.57,100.0,73.97,74.69
Socializing,4.11,20.35,11.96,0.11,2.87,1.85,0.29,34.5,3.89,4.33
Passive Leisure,32.79,17.40,81.49,0.70,12.86,31.26,18.73,94.1,31.96,33.61
Active Leisure,2.45,17.40,6.08,0.03,0.58,0.53,1.26,19.6,2.28,2.62
Attendance Leisure,0.68,17.40,1.70,0.02,0.42,0.03,0.13,3.6,0.57,0.80
Religious Activities,0.90,23.41,3.00,0.03,0.48,0.26,0.27,7.8,0.79,1.00
Volunteering,0.91,23.41,3.03,0.01,0.20,0.19,0.29,5.7,0.80,1.01
Travel Related to Leisure,2.72,24.75,9.62,0.05,1.24,0.04,1.27,45.3,2.42,3.03
Leisure,44.55,18.36,116.87,0.94,18.65,34.16,22.25,97.9,43.99,45.11
Working at Job,27.75,35.24,139.71,0.09,0.70,3.93,7.81,49.8,27.13,28.37
Educational Activities,0.11,23.41,0.36,0.00,0.01,0.09,0.09,0.4,0.06,0.15
Commuting to Work or School,2.39,24.75,8.43,0.01,0.11,0.03,2.17,39.9,2.22,2.55
Work and Education,30.25,34.37,148.51,0.10,0.82,4.05,10.07,51.0,29.59,30.91
Total,168.00,21.54,517.02,1.70,30.88,57.27,48.42,,,
