time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,5.87,18.31,15.36,4.38,3.37,5.75,2.45,49.0,5.49,6.26
Food Cooking & Clean-up,5.90,18.40,15.51,4.65,3.43,5.76,2.38,77.5,5.68,6.13
"Pets, Home & Vehicles",1.30,20.06,3.73,0.95,0.93,1.16,0.35,16.4,1.11,1.49
Household Management,0.98,24.72,3.45,0.63,0.67,0.73,0.28,23.8,0.81,1.14
Shopping,2.79,18.13,7.24,1.73,2.01,0.10,0.68,43.6,2.57,3.01
Obtaining Services,0.08,21.87,0.25,0.05,0.06,0.04,0.02,2.6,0.04,0.11
Travel for Household Activity,1.91,24.75,6.75,1.08,1.28,0.02,0.56,46.0,1.76,2.06
Household Production,18.83,19.43,52.29,13.47,11.73,13.56,6.73,93.1,18.27,19.40
Household Children,11.13,18.05,28.71,,10.71,9.09,0.25,84.6,10.75,11.52
Household Adults,0.13,17.91,0.33,0.08,0.11,0.08,0.02,5.6,0.10,0.16
Non-Household Members,0.40,18.09,1.03,0.25,0.35,0.06,0.02,7.6,0.23,0.57
Travel for Household Members,2.06,24.75,7.29,0.06,1.43,0.03,0.58,47.5,1.88,2.24
Travel for Non-Household Members,0.30,24.75,1.06,0.12,0.19,0.00,0.07,6.6,0.24,0.36
Caring and Helping,14.02,19.18,38.42,0.51,12.79,9.27,0.93,86.4,13.58,14.46
Eating & Drinking,7.37,18.25,19.21,4.86,5.60,4.41,0.90,96.5,7.11,7.63
Personal Health Care,0.72,17.95,1.85,0.27,0.31,0.29,0.32,7.1,0.50,0.94
Grooming,5.08,18.17,13.18,2.12,,,,85.2,4.78,5.37
Sleeping,59.50,18.58,157.93,,,,,100.0,58.36,60.65
"Private, Personal, or N/A",1.90,20.56,5.58,1.06,0.95,0.86,0.50,26.0,1.61,2.19
Personal Time,74.57,18.56,197.75,8.31,6.86,5.57,1.72,100.0,73.38,75.75
Socializing,4.66,20.35,13.55,3.21,4.06,1.97,0.17,39.6,4.29,5.04
Passive Leisure,13.84,17.40,34.39,7.92,10.61,12.92,3.02,83.4,13.27,14.40
Active Leisure,1.53,17.40,3.80,0.79,0.90,0.37,0.41,16.7,1.37,1.69
Attendance Leisure,0.80,17.40,2.00,0.55,0.75,0.02,0.02,4.5,0.64,0.96
Religious Activities,0.66,23.41,2.22,0.42,0.52,0.11,0.07,7.2,0.55,0.77
Volunteering,0.58,23.41,1.95,0.30,0.34,0.08,0.08,4.8,0.46,0.71
Travel Related to Leisure,2.24,24.75,7.92,1.37,1.75,0.01,0.42,46.1,2.06,2.42
Leisure,24.32,18.95,65.84,14.56,18.92,15.49,4.20,94.3,23.72,24.92
Working at Job,33.44,29.60,141.41,2.70,1.58,4.42,5.95,64.2,32.06,34.82
Educational Activities,0.53,23.41,1.76,0.12,0.14,0.36,0.33,2.6,0.39,0.66
Commuting to Work or School,2.29,24.75,8.10,0.13,0.21,0.02,1.97,51.3,2.10,2.48
Work and Education,36.26,29.21,151.27,2.96,1.93,4.80,8.25,65.5,34.72,37.79
Total,168.00,21.07,505.57,39.80,52.23,48.68,21.83,,,
