time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,9.51,18.31,24.87,0.54,1.88,9.34,7.54,63.4,8.49,10.53
Food Cooking & Clean-up,8.35,18.40,21.95,0.57,2.72,8.22,5.57,79.6,7.59,9.12
"Pets, Home & Vehicles",4.79,20.06,13.72,0.11,1.45,4.08,3.25,39.5,4.01,5.56
Household Management,1.41,24.72,4.99,0.06,0.49,1.18,0.91,26.6,1.12,1.71
Shopping,3.97,18.13,10.27,0.26,2.06,0.13,1.66,44.6,3.27,4.66
Obtaining Services,0.25,21.87,0.77,0.00,0.05,0.13,0.11,4.9,0.14,0.35
Travel for Household Activity,2.64,24.75,9.33,0.24,1.60,0.02,0.92,46.9,2.14,3.14
Household Production,30.91,19.45,85.90,1.78,10.24,23.10,19.97,95.4,29.32,32.50
Household Children,2.01,18.05,5.19,,1.99,1.84,0.02,8.1,1.32,2.71
Household Adults,0.23,17.91,0.59,0.00,0.15,0.11,0.07,8.1,0.13,0.33
Non-Household Members,3.12,18.09,8.07,0.06,2.52,1.57,0.42,19.0,2.22,4.03
Travel for Household Members,0.30,24.75,1.06,0.01,0.24,0.01,0.06,6.1,0.16,0.44
Travel for Non-Household Members,0.64,24.75,2.26,0.01,0.35,0.00,0.19,12.6,0.45,0.83
Caring and Helping,6.30,19.06,17.16,0.09,5.24,3.52,0.76,31.9,5.25,7.36
Eating & Drinking,7.80,18.25,20.33,0.44,5.64,5.72,1.88,96.4,7.27,8.33
Personal Health Care,1.48,17.95,3.80,0.03,0.41,0.66,0.81,12.3,0.86,2.10
Grooming,4.99,18.17,12.94,0.20,,,,78.7,4.66,5.31
Sleeping,63.11,18.58,167.52,,,,,100.0,61.80,64.42
"Private, Personal, or N/A",2.29,20.56,6.73,0.17,0.58,0.86,1.00,26.2,1.79,2.80
Personal Time,79.67,18.57,211.32,0.84,6.62,7.25,3.69,100.0,78.12,81.22
Socializing,7.64,20.35,22.20,0.42,5.20,4.52,1.23,52.7,6.75,8.52
Passive Leisure,30.09,17.40,74.78,1.33,15.42,29.08,14.42,94.6,28.48,31.69
Active Leisure,2.21,17.40,5.49,0.08,1.01,0.56,0.85,21.8,1.81,2.61
Attendance Leisure,0.74,17.40,1.85,0.00,0.40,0.22,0.20,4.7,0.38,1.10
Religious Activities,1.18,23.41,3.94,0.03,0.63,0.41,0.42,12.2,0.83,1.53
Volunteering,1.20,23.41,4.02,0.02,0.32,0.51,0.42,7.2,0.76,1.65
Travel Related to Leisure,2.68,24.75,9.48,0.17,1.85,0.02,0.69,44.4,2.19,3.17
Leisure,45.74,18.63,121.76,2.04,24.84,35.32,18.24,99.1,44.06,47.42
Working at Job,4.36,19.97,12.43,0.10,0.29,1.38,1.12,11.1,2.61,6.10
Educational Activities,0.59,23.41,1.96,0.02,0.11,0.53,0.47,2.0,0.20,0.97
Commuting to Work or School,0.43,24.75,1.53,0.00,0.12,0.01,0.29,8.8,0.27,0.59
Work and Education,5.37,20.73,15.91,0.13,0.51,1.92,1.88,14.0,3.57,7.18
Total,168.00,18.84,452.07,4.88,47.46,71.11,44.54,,,
