time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,9.17,18.31,23.98,0.00,2.32,8.96,6.81,63.1,8.37,9.97
Food Cooking & Clean-up,7.49,18.40,19.67,0.00,2.72,7.22,4.72,78.8,6.99,7.98
"Pets, Home & Vehicles",5.05,20.06,14.48,0.00,2.04,4.53,2.98,41.5,4.34,5.76
Household Management,2.54,24.72,8.96,0.00,1.10,2.05,1.35,38.4,2.16,2.92
Shopping,4.03,18.13,10.45,0.00,2.09,0.13,1.74,47.9,3.65,4.42
Obtaining Services,0.24,21.87,0.76,0.00,0.11,0.14,0.10,5.2,0.13,0.35
Travel for Household Activity,2.74,24.75,9.70,0.00,1.58,0.02,1.11,50.7,2.40,3.09
Household Production,31.26,19.70,88.01,0.00,11.95,23.06,18.80,94.6,29.94,32.59
Household Children,0.00,18.05,0.00,,0.00,0.00,0.00,0.0,,
Household Adults,1.32,17.91,3.37,0.00,1.17,1.05,0.12,9.4,0.56,2.07
Non-Household Members,4.31,18.09,11.14,0.00,3.75,2.25,0.38,26.3,3.60,5.02
Travel for Household Members,0.18,24.75,0.62,0.00,0.12,0.00,0.06,3.3,0.11,0.25
Travel for Non-Household Members,0.96,24.75,3.41,0.00,0.54,0.00,0.34,17.5,0.79,1.14
Caring and Helping,6.77,19.18,18.53,0.00,5.57,3.30,0.91,33.4,5.72,7.81
Eating & Drinking,8.85,18.25,23.07,0.00,6.82,6.31,1.55,97.9,8.42,9.28
Personal Health Care,1.53,17.95,3.93,0.00,0.52,0.79,0.81,16.4,1.09,1.98
Grooming,5.34,18.17,13.85,0.00,,,,79.8,4.90,5.77
Sleeping,61.04,18.58,162.03,,,,,99.9,60.00,62.09
"Private, Personal, or N/A",2.58,20.56,7.58,0.00,0.96,1.09,0.84,29.6,2.15,3.01
Personal Time,79.34,18.57,210.45,0.00,8.30,8.19,3.19,100.0,78.18,80.51
Socializing,6.57,20.35,19.10,0.00,4.86,3.33,0.80,54.4,5.88,7.26
Passive Leisure,32.45,17.40,80.66,0.00,18.58,31.31,13.70,95.8,31.00,33.90
Active Leisure,2.23,17.40,5.54,0.00,0.94,0.63,0.86,22.4,1.64,2.82
Attendance Leisure,1.00,17.40,2.48,0.00,0.73,0.07,0.14,6.2,0.66,1.33
Religious Activities,1.31,23.41,4.39,0.00,0.75,0.34,0.31,12.7,1.03,1.59
Volunteering,1.77,23.41,5.93,0.00,0.56,0.61,0.49,10.2,1.23,2.32
Travel Related to Leisure,3.24,24.75,11.47,0.00,2.25,0.05,0.86,52.1,2.87,3.62
Leisure,48.57,18.67,129.56,0.00,28.68,36.33,17.15,98.9,47.07,50.08
Working at Job,1.77,21.12,5.36,0.00,0.16,0.37,0.25,4.7,1.10,2.45
Educational Activities,0.05,23.41,0.16,0.00,0.01,0.02,0.01,0.3,,0.12
Commuting to Work or School,0.23,24.75,0.82,0.00,0.04,0.00,0.18,4.4,0.12,0.34
Work and Education,2.05,21.59,6.33,0.00,0.21,0.39,0.44,6.1,1.30,2.80
Total,168.00,18.87,452.88,0.00,54.71,71.27,40.50,,,
