time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,9.66,18.31,25.26,0.03,1.80,9.48,7.77,67.7,8.20,11.12
Food Cooking & Clean-up,7.89,18.40,20.73,0.08,2.61,7.64,5.24,78.8,7.06,8.72
"Pets, Home & Vehicles",5.66,20.06,16.22,0.00,1.60,4.98,4.03,47.0,4.47,6.85
Household Management,2.98,24.72,10.53,0.00,1.07,2.30,1.74,46.3,2.17,3.80
Shopping,4.08,18.13,10.56,0.00,1.80,0.09,2.10,49.7,3.42,4.73
Obtaining Services,0.22,21.87,0.68,0.00,0.08,0.11,0.09,5.0,0.08,0.36
Travel for Household Activity,2.70,24.75,9.56,0.00,1.30,0.01,1.36,54.0,2.25,3.16
Household Production,33.19,19.73,93.55,0.11,10.25,24.62,22.33,96.2,31.01,35.37
Household Children,0.09,18.05,0.24,,0.09,0.09,0.00,0.7,,0.40
Household Adults,0.22,17.91,0.55,0.00,0.15,0.12,0.07,5.8,0.05,0.38
Non-Household Members,4.62,18.09,11.93,0.00,4.06,2.50,0.38,26.4,3.22,6.02
Travel for Household Members,0.18,24.75,0.64,0.00,0.13,0.00,0.05,2.7,0.05,0.32
Travel for Non-Household Members,0.87,24.75,3.07,0.00,0.44,0.00,0.35,18.1,0.64,1.10
Caring and Helping,5.97,19.25,16.43,0.00,4.87,2.71,0.85,31.3,4.55,7.39
Eating & Drinking,8.39,18.25,21.86,0.03,5.96,5.86,1.81,98.1,7.55,9.22
Personal Health Care,1.65,17.95,4.23,0.00,0.24,0.55,1.11,17.9,0.93,2.37
Grooming,5.83,18.17,15.15,0.01,,,,83.5,5.33,6.34
Sleeping,60.01,18.58,159.28,,,,,99.8,58.61,61.41
"Private, Personal, or N/A",2.65,20.56,7.77,0.00,0.56,0.95,1.19,32.5,2.09,3.20
Personal Time,78.53,18.57,208.28,0.03,6.76,7.35,4.11,100.0,76.92,80.13
Socializing,6.72,20.35,19.54,0.01,4.58,3.83,1.07,55.6,5.50,7.95
Passive Leisure,31.22,17.40,77.60,0.12,15.86,29.85,15.10,96.8,29.06,33.38
Active Leisure,2.00,17.40,4.97,0.01,0.64,0.57,0.87,21.3,1.55,2.45
Attendance Leisure,0.84,17.40,2.10,0.00,0.58,0.08,0.18,5.2,0.41,1.27
Religious Activities,1.60,23.41,5.35,0.00,0.86,0.47,0.44,14.3,1.14,2.05
Volunteering,2.00,23.41,6.69,0.00,0.67,0.75,0.53,10.9,1.10,2.90
Travel Related to Leisure,3.17,24.75,11.22,0.01,2.04,0.02,1.02,52.6,2.66,3.69
Leisure,47.56,18.76,127.46,0.15,25.23,35.59,19.22,99.1,45.02,50.10
Working at Job,2.36,25.39,8.57,0.00,0.04,0.23,0.17,6.2,1.04,3.69
Educational Activities,0.11,23.41,0.38,0.00,0.02,0.04,0.02,0.4,,0.30
Commuting to Work or School,0.28,24.75,0.99,0.00,0.08,0.00,0.20,5.8,0.11,0.45
Work and Education,2.75,25.25,9.93,0.00,0.13,0.27,0.39,7.5,1.28,4.23
Total,168.00,18.99,455.67,0.29,47.24,70.53,46.90,,,
