time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,1.46,18.31,3.83,0.00,0.62,1.44,0.84,17.7,1.25,1.68
Food Cooking & Clean-up,2.24,18.40,5.89,0.00,1.18,2.19,1.03,42.1,2.04,2.44
"Pets, Home & Vehicles",6.32,20.06,18.12,0.00,1.86,5.76,4.37,43.6,5.68,6.97
Household Management,1.01,24.72,3.57,0.00,0.47,0.79,0.52,22.1,0.81,1.21
Shopping,2.14,18.13,5.54,0.00,1.32,0.08,0.75,36.2,1.92,2.35
Obtaining Services,0.17,21.87,0.54,0.00,0.06,0.06,0.07,3.1,0.10,0.24
Travel for Household Activity,2.09,24.75,7.41,0.00,1.04,0.02,1.01,40.5,1.90,2.29
Household Production,15.44,20.35,44.89,0.00,6.55,10.33,8.60,80.6,14.58,16.30
Household Children,0.00,18.05,0.00,,0.00,0.00,0.00,0.0,,
Household Adults,0.23,17.91,0.58,0.00,0.18,0.11,0.04,6.3,0.16,0.30
Non-Household Members,0.83,18.09,2.13,0.00,0.65,0.24,0.09,8.0,0.62,1.03
Travel for Household Members,0.22,24.75,0.76,0.00,0.14,0.00,0.07,3.9,0.15,0.28
Travel for Non-Household Members,0.26,24.75,0.92,0.00,0.13,0.00,0.11,6.4,0.21,0.31
Caring and Helping,1.53,20.13,4.39,0.00,1.10,0.35,0.30,13.7,1.23,1.83
Eating & Drinking,8.37,18.25,21.83,0.00,5.03,4.78,2.22,96.5,8.04,8.70
Personal Health Care,0.55,17.95,1.42,0.00,0.14,0.22,0.29,5.7,0.35,0.76
Grooming,4.13,18.17,10.72,0.00,,,,81.5,3.96,4.30
Sleeping,56.15,18.58,149.02,,,,,99.9,55.28,57.01
"Private, Personal, or N/A",1.31,20.56,3.85,0.00,0.28,0.44,0.54,18.8,1.12,1.50
Personal Time,70.51,18.55,186.84,0.00,5.45,5.44,3.05,100.0,69.84,71.18
Socializing,3.94,20.35,11.45,0.00,3.26,1.84,0.13,34.3,3.57,4.31
Passive Leisure,23.61,17.40,58.69,0.00,13.70,22.29,9.46,92.2,22.52,24.71
Active Leisure,2.40,17.40,5.96,0.00,0.75,0.44,1.01,19.9,2.11,2.69
Attendance Leisure,0.72,17.40,1.79,0.01,0.59,0.02,0.05,3.7,0.54,0.90
Religious Activities,0.60,23.41,2.02,0.00,0.35,0.12,0.18,5.6,0.48,0.73
Volunteering,0.78,23.41,2.59,0.00,0.21,0.13,0.16,5.4,0.56,0.99
Travel Related to Leisure,2.66,24.75,9.40,0.00,1.42,0.03,1.07,48.1,2.37,2.95
Leisure,34.71,18.54,91.92,0.01,20.29,24.86,12.05,97.5,33.65,35.78
Working at Job,41.90,37.80,226.29,0.00,1.09,4.30,7.83,71.2,40.40,43.40
Educational Activities,0.28,23.41,0.92,0.00,0.04,0.17,0.15,0.8,0.08,0.47
Commuting to Work or School,3.63,24.75,12.82,0.00,0.22,0.03,3.22,59.8,3.35,3.90
Work and Education,45.80,36.68,240.03,0.00,1.35,4.50,11.20,72.2,44.17,47.44
Total,168.00,23.67,568.07,0.01,34.73,45.48,35.20,,,
