time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,1.41,18.31,3.70,0.00,0.17,1.24,0.96,16.0,1.05,1.78
Food Cooking & Clean-up,1.35,18.40,3.56,0.01,0.29,1.25,0.74,33.8,1.12,1.59
"Pets, Home & Vehicles",2.14,20.06,6.13,0.00,0.45,1.76,1.43,17.5,1.60,2.67
Household Management,0.70,24.72,2.46,0.00,0.15,0.49,0.43,17.9,0.50,0.90
Shopping,1.56,18.13,4.05,0.01,0.26,0.06,0.65,33.0,1.31,1.82
Obtaining Services,0.13,21.87,0.40,0.00,0.01,0.01,0.07,2.1,0.02,0.23
Travel for Household Activity,1.58,24.75,5.59,0.00,0.23,0.01,0.87,36.7,1.33,1.83
Household Production,8.87,20.42,25.88,0.03,1.57,4.84,5.15,68.5,8.06,9.69
Household Children,0.00,18.05,0.00,,0.00,0.00,0.00,0.0,,
Household Adults,0.12,17.91,0.30,0.00,0.08,0.06,0.02,2.6,0.01,0.23
Non-Household Members,0.77,18.09,2.00,0.00,0.37,0.21,0.07,14.8,0.52,1.03
Travel for Household Members,0.09,24.75,0.31,0.00,0.02,0.00,0.03,2.0,0.03,0.14
Travel for Non-Household Members,0.67,24.75,2.38,0.00,0.12,0.00,0.32,13.4,0.48,0.87
Caring and Helping,1.66,21.15,5.00,0.00,0.59,0.27,0.44,16.7,1.26,2.05
Eating & Drinking,6.60,18.25,17.19,0.03,1.64,3.43,2.42,92.8,6.19,7.00
Personal Health Care,0.20,17.95,0.52,0.03,0.04,0.08,0.12,3.3,0.09,0.32
Grooming,4.17,18.17,10.82,0.00,,,,79.0,3.89,4.45
Sleeping,63.81,18.58,169.35,,,,,99.9,62.58,65.03
"Private, Personal, or N/A",2.16,20.56,6.35,0.01,0.18,0.92,1.01,22.8,1.60,2.73
Personal Time,76.93,18.58,204.24,0.07,1.86,4.42,3.54,100.0,75.58,78.29
Socializing,6.08,20.35,17.68,0.01,1.67,2.22,0.53,40.7,5.15,7.01
Passive Leisure,29.91,17.40,74.35,0.10,3.10,25.50,20.16,91.5,27.89,31.93
Active Leisure,3.40,17.40,8.46,0.00,0.34,0.52,1.42,23.3,2.70,4.11
Attendance Leisure,1.18,17.40,2.93,0.00,0.22,0.01,0.13,6.1,0.85,1.51
Religious Activities,0.55,23.41,1.83,0.00,0.16,0.06,0.15,4.7,0.37,0.73
Volunteering,0.36,23.41,1.21,0.00,0.03,0.05,0.06,2.2,0.18,0.54
Travel Related to Leisure,3.51,24.75,12.41,0.00,0.42,0.05,1.94,60.1,2.97,4.05
Leisure,45.00,18.49,118.87,0.12,5.95,28.41,24.40,97.6,43.13,46.86
Working at Job,23.76,14.62,49.63,0.00,0.45,1.27,3.33,54.6,21.77,25.75
Educational Activities,8.86,23.41,29.63,0.00,0.25,3.79,5.39,25.8,7.42,10.31
Commuting to Work or School,2.92,24.75,10.32,0.00,0.15,0.03,2.55,57.8,2.59,3.25
Work and Education,35.54,17.65,89.58,0.00,0.85,5.10,11.27,68.8,33.20,37.88
Total,168.00,18.48,443.57,0.23,10.83,43.04,44.80,,,
