time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,1.47,18.31,3.84,0.00,0.59,1.43,0.86,17.2,1.22,1.71
Food Cooking & Clean-up,2.27,18.40,5.95,0.01,1.23,2.19,1.03,43.6,2.05,2.48
"Pets, Home & Vehicles",6.31,20.06,18.07,0.01,1.50,5.72,4.60,44.6,5.79,6.82
Household Management,1.04,24.72,3.67,0.00,0.42,0.82,0.58,22.7,0.91,1.17
Shopping,1.77,18.13,4.57,0.00,0.91,0.05,0.78,33.3,1.56,1.97
Obtaining Services,0.13,21.87,0.39,0.00,0.04,0.05,0.05,2.8,0.07,0.18
Travel for Household Activity,1.92,24.75,6.78,0.01,0.79,0.03,1.07,37.7,1.71,2.12
Household Production,14.89,20.35,43.28,0.02,5.49,10.29,8.97,80.1,14.19,15.59
Household Children,0.04,18.05,0.10,,0.04,0.03,0.00,0.4,,0.07
Household Adults,0.12,17.91,0.31,0.00,0.09,0.06,0.03,5.0,0.08,0.17
Non-Household Members,0.94,18.09,2.42,0.00,0.71,0.35,0.13,9.4,0.74,1.13
Travel for Household Members,0.13,24.75,0.46,0.00,0.09,0.00,0.04,3.1,0.08,0.17
Travel for Non-Household Members,0.33,24.75,1.16,0.00,0.17,0.00,0.14,6.8,0.26,0.40
Caring and Helping,1.55,20.03,4.45,0.00,1.09,0.44,0.35,14.0,1.30,1.81
Eating & Drinking,8.92,18.25,23.27,0.01,5.36,5.54,2.49,97.0,8.55,9.30
Personal Health Care,0.71,17.95,1.81,0.00,0.21,0.42,0.41,8.4,0.48,0.93
Grooming,4.14,18.17,10.75,0.00,,,,79.4,3.99,4.29
Sleeping,56.40,18.58,149.70,,,,,99.9,55.54,57.27
"Private, Personal, or N/A",1.46,20.56,4.29,0.00,0.36,0.53,0.62,20.1,1.26,1.66
Personal Time,71.63,18.55,189.81,0.02,5.92,6.50,3.52,100.0,70.87,72.40
Socializing,3.73,20.35,10.86,0.02,3.00,1.81,0.17,34.7,3.36,4.11
Passive Leisure,24.25,17.40,60.28,0.05,13.48,22.92,10.47,93.5,23.50,25.00
Active Leisure,2.09,17.40,5.19,0.00,0.64,0.41,0.96,18.6,1.83,2.35
Attendance Leisure,0.68,17.40,1.68,0.00,0.50,0.03,0.07,3.5,0.51,0.84
Religious Activities,0.74,23.41,2.48,0.00,0.45,0.17,0.21,7.3,0.62,0.87
Volunteering,0.93,23.41,3.11,0.00,0.29,0.26,0.25,6.9,0.73,1.13
Travel Related to Leisure,2.61,24.75,9.23,0.00,1.48,0.03,1.02,46.7,2.27,2.96
Leisure,35.03,18.55,92.83,0.06,19.84,25.64,13.15,97.4,33.96,36.11
Working at Job,41.53,37.82,224.39,0.02,1.56,6.72,11.52,74.0,40.32,42.74
Educational Activities,0.04,23.41,0.12,0.00,0.02,0.03,0.02,0.2,,0.08
Commuting to Work or School,3.33,24.75,11.77,0.00,0.23,0.05,3.00,57.3,3.15,3.51
Work and Education,44.89,36.84,236.27,0.02,1.81,6.80,14.53,74.4,43.63,46.16
Total,168.00,23.61,566.65,0.13,34.15,49.66,40.53,,,
