time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,2.52,18.31,6.59,0.00,0.07,2.48,2.43,31.4,2.25,2.78
Food Cooking & Clean-up,3.70,18.40,9.73,0.00,0.16,3.62,3.37,60.1,3.42,3.98
"Pets, Home & Vehicles",4.88,20.06,13.97,0.00,0.26,4.40,4.39,34.0,4.31,5.45
Household Management,2.04,24.72,7.20,0.00,0.06,1.80,1.87,31.0,1.68,2.40
Shopping,2.20,18.13,5.69,0.00,0.27,0.11,1.61,36.4,1.98,2.42
Obtaining Services,0.27,21.87,0.85,0.00,0.01,0.17,0.11,4.5,0.16,0.38
Travel for Household Activity,1.85,24.75,6.53,0.00,0.19,0.03,1.46,40.5,1.67,2.02
Household Production,17.45,20.28,50.56,0.00,1.02,12.62,15.23,84.1,16.66,18.25
Household Children,0.00,18.05,0.00,,0.00,0.00,0.00,0.0,,
Household Adults,0.02,17.91,0.06,0.00,0.01,0.01,0.01,0.8,0.01,0.04
Non-Household Members,0.82,18.09,2.12,0.00,0.35,0.17,0.16,9.8,0.59,1.05
Travel for Household Members,0.02,24.75,0.07,0.00,0.01,0.00,0.00,0.4,,0.04
Travel for Non-Household Members,0.39,24.75,1.39,0.00,0.08,0.01,0.22,8.0,0.32,0.47
Caring and Helping,1.26,20.27,3.64,0.00,0.45,0.19,0.39,10.5,0.99,1.52
Eating & Drinking,9.02,18.25,23.52,0.00,1.31,6.44,5.88,97.1,8.67,9.37
Personal Health Care,1.50,17.95,3.86,0.00,0.13,0.92,1.08,21.1,1.18,1.83
Grooming,3.49,18.17,9.05,0.00,,,,64.7,3.30,3.67
Sleeping,64.46,18.58,171.10,,,,,99.8,63.77,65.16
"Private, Personal, or N/A",2.28,20.56,6.70,0.00,0.08,0.75,0.93,25.7,2.01,2.56
Personal Time,80.76,18.57,214.23,0.00,1.52,8.11,7.90,100.0,79.83,81.69
Socializing,4.90,20.35,14.25,0.00,2.07,2.09,0.68,37.5,4.41,5.39
Passive Leisure,55.40,17.40,137.69,0.00,3.06,53.38,49.21,98.9,53.99,56.80
Active Leisure,2.01,17.40,5.00,0.00,0.08,0.52,1.39,20.9,1.73,2.30
Attendance Leisure,0.63,17.40,1.56,0.00,0.14,0.03,0.20,3.0,0.40,0.85
Religious Activities,1.26,23.41,4.21,0.00,0.16,0.47,0.76,11.7,1.00,1.52
Volunteering,1.06,23.41,3.53,0.00,0.06,0.26,0.53,5.6,0.69,1.42
Travel Related to Leisure,2.80,24.75,9.89,0.00,0.49,0.06,1.82,48.9,2.33,3.26
Leisure,68.05,18.12,176.12,0.00,6.07,56.80,54.59,99.8,67.02,69.07
Working at Job,0.43,21.65,1.32,0.00,0.04,0.12,0.13,1.5,0.23,0.62
Educational Activities,0.01,23.41,0.03,0.00,0.00,0.01,0.00,0.1,,0.02
Commuting to Work or School,0.05,24.75,0.18,0.00,0.00,0.00,0.05,1.2,0.01,0.09
Work and Education,0.49,22.01,1.53,0.00,0.05,0.12,0.18,1.9,0.26,0.71
Total,168.00,18.59,446.08,0.00,9.11,77.84,78.29,,,
