time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,1.13,18.31,2.95,0.02,0.39,1.11,0.74,12.2,0.54,1.72
Food Cooking & Clean-up,1.50,18.40,3.94,0.07,0.79,1.46,0.70,34.9,1.20,1.80
"Pets, Home & Vehicles",6.20,20.06,17.75,0.01,1.74,5.78,4.33,38.8,5.01,7.38
Household Management,1.13,24.72,3.99,0.04,0.60,0.80,0.44,20.0,0.77,1.49
Shopping,1.90,18.13,4.92,0.01,1.19,0.10,0.66,33.8,1.54,2.26
Obtaining Services,0.07,21.87,0.21,0.00,0.01,0.03,0.05,1.7,0.01,0.12
Travel for Household Activity,2.25,24.75,7.96,0.02,1.29,0.01,0.89,39.2,1.69,2.81
Household Production,14.17,20.61,41.73,0.17,6.02,9.29,7.80,75.0,12.71,15.64
Household Children,0.08,18.05,0.22,,0.08,0.07,0.01,1.2,0.01,0.16
Household Adults,0.22,17.91,0.57,0.00,0.16,0.14,0.06,5.1,0.11,0.34
Non-Household Members,0.69,18.09,1.79,0.00,0.54,0.15,0.01,7.9,0.34,1.05
Travel for Household Members,0.09,24.75,0.33,0.00,0.07,0.00,0.02,2.6,0.02,0.17
Travel for Non-Household Members,0.29,24.75,1.03,0.00,0.10,0.00,0.09,6.2,0.14,0.44
Caring and Helping,1.38,19.90,3.93,0.00,0.95,0.37,0.19,13.3,0.93,1.84
Eating & Drinking,8.13,18.25,21.18,0.08,4.95,4.85,1.86,96.5,7.62,8.63
Personal Health Care,0.28,17.95,0.72,0.00,0.12,0.09,0.09,4.1,0.06,0.50
Grooming,4.09,18.17,10.61,0.05,,,,79.6,3.75,4.42
Sleeping,57.13,18.58,151.64,,,,,100.0,55.84,58.42
"Private, Personal, or N/A",1.41,20.56,4.13,0.02,0.56,0.70,0.60,13.7,0.90,1.91
Personal Time,71.03,18.55,188.28,0.15,5.63,5.63,2.55,100.0,69.61,72.45
Socializing,3.69,20.35,10.73,0.08,3.04,2.01,0.17,33.6,2.98,4.40
Passive Leisure,24.72,17.40,61.44,0.30,16.48,23.55,7.80,94.6,22.65,26.79
Active Leisure,2.13,17.40,5.30,0.02,0.61,0.41,0.90,16.8,1.44,2.83
Attendance Leisure,0.98,17.40,2.44,0.00,0.67,0.03,0.07,3.8,0.37,1.60
Religious Activities,1.03,23.41,3.46,0.00,0.89,0.27,0.09,7.2,0.55,1.52
Volunteering,1.15,23.41,3.85,0.00,0.36,0.33,0.16,6.6,0.62,1.69
Travel Related to Leisure,2.32,24.75,8.19,0.00,1.22,0.04,0.96,47.3,1.78,2.85
Leisure,36.03,18.54,95.41,0.41,23.27,26.63,10.15,98.3,33.87,38.19
Working at Job,41.45,37.48,221.92,0.02,0.33,2.91,7.11,70.4,38.61,44.29
Educational Activities,0.20,23.41,0.67,0.00,0.03,0.20,0.17,1.3,,0.45
Commuting to Work or School,3.73,24.75,13.20,0.00,0.25,0.05,3.31,60.2,3.24,4.23
Work and Education,45.38,36.37,235.79,0.02,0.61,3.16,10.59,71.3,42.30,48.47
Total,168.00,23.55,565.15,0.75,36.48,45.07,31.27,,,
