time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,7.10,18.31,18.57,0.00,0.35,6.95,6.58,58.1,6.88,7.32
Food Cooking & Clean-up,5.44,18.40,14.29,0.00,0.59,5.27,4.64,72.7,5.25,5.63
"Pets, Home & Vehicles",3.48,20.06,9.96,0.00,0.20,3.17,3.15,35.0,3.31,3.65
Household Management,2.37,24.72,8.37,0.00,0.16,2.12,2.08,35.5,2.26,2.48
Shopping,2.82,18.13,7.31,0.00,0.62,0.12,1.76,36.9,2.65,3.00
Obtaining Services,0.23,21.87,0.72,0.00,0.02,0.16,0.11,4.6,0.20,0.26
Travel for Household Activity,1.85,24.75,6.54,0.00,0.38,0.04,1.23,40.5,1.76,1.94
Household Production,23.29,19.77,65.77,0.00,2.32,17.82,19.55,91.7,22.90,23.67
Household Children,0.00,18.05,0.00,,0.00,0.00,0.00,0.0,,
Household Adults,0.24,17.91,0.61,0.00,0.15,0.17,0.02,2.3,0.16,0.31
Non-Household Members,1.49,18.09,3.86,0.00,1.03,0.62,0.22,14.2,1.36,1.62
Travel for Household Members,0.04,24.75,0.16,0.00,0.03,0.00,0.01,0.9,0.03,0.06
Travel for Non-Household Members,0.45,24.75,1.57,0.00,0.15,0.00,0.20,10.3,0.39,0.50
Caring and Helping,2.22,19.54,6.19,0.00,1.35,0.79,0.46,16.3,2.05,2.38
Eating & Drinking,8.30,18.25,21.63,0.00,1.67,6.50,5.13,97.4,8.14,8.45
Personal Health Care,2.35,17.95,6.02,0.00,0.27,1.38,1.61,27.1,2.17,2.53
Grooming,5.20,18.17,13.50,0.00,,,,77.7,5.05,5.35
Sleeping,63.58,18.58,168.76,,,,,99.9,63.25,63.91
"Private, Personal, or N/A",2.78,20.56,8.16,0.00,0.23,0.99,1.21,32.3,2.65,2.91
Personal Time,82.21,18.57,218.08,0.00,2.17,8.87,7.96,100.0,81.82,82.60
Socializing,6.46,20.35,18.80,0.00,2.91,3.68,1.52,51.1,6.18,6.75
Passive Leisure,45.59,17.40,113.30,0.00,3.54,44.06,39.62,97.4,44.60,46.58
Active Leisure,1.31,17.40,3.27,0.00,0.12,0.42,0.77,16.6,1.22,1.41
Attendance Leisure,0.58,17.40,1.43,0.00,0.14,0.05,0.13,3.5,0.49,0.67
Religious Activities,2.02,23.41,6.75,0.00,0.29,0.87,1.17,18.5,1.88,2.16
Volunteering,1.48,23.41,4.95,0.00,0.07,0.60,0.72,8.5,1.33,1.64
Travel Related to Leisure,2.28,24.75,8.08,0.00,0.59,0.04,1.15,41.9,2.02,2.54
Leisure,59.73,18.35,156.58,0.00,7.66,49.72,45.08,99.2,59.24,60.22
Working at Job,0.48,16.53,1.13,0.00,0.01,0.13,0.15,1.5,0.38,0.58
Educational Activities,0.03,23.41,0.09,0.00,0.00,0.02,0.02,0.2,0.01,0.04
Commuting to Work or School,0.05,24.75,0.19,0.00,0.00,0.00,0.04,1.5,0.04,0.07
Work and Education,0.56,17.66,1.41,0.00,0.01,0.16,0.22,2.3,0.44,0.67
Total,168.00,18.67,448.03,0.00,13.52,77.36,73.26,,,
