time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,2.79,18.31,7.29,0.00,0.10,2.63,2.50,28.7,2.41,3.16
Food Cooking & Clean-up,3.10,18.40,8.16,0.00,0.13,2.98,2.80,55.7,2.85,3.35
"Pets, Home & Vehicles",2.29,20.06,6.57,0.01,0.11,1.91,2.08,19.9,1.94,2.65
Household Management,0.81,24.72,2.88,0.00,0.04,0.62,0.65,17.9,0.65,0.98
Shopping,1.63,18.13,4.22,0.00,0.23,0.12,1.10,31.4,1.42,1.84
Obtaining Services,0.17,21.87,0.54,0.00,0.04,0.11,0.07,3.0,0.08,0.26
Travel for Household Activity,1.67,24.75,5.92,0.00,0.24,0.03,1.21,33.8,1.48,1.87
Household Production,12.47,19.96,35.57,0.02,0.90,8.39,10.41,78.1,11.73,13.21
Household Children,0.03,18.05,0.07,,0.03,0.03,0.00,0.2,,0.07
Household Adults,0.00,17.91,0.00,0.00,0.00,0.00,0.00,0.0,,
Non-Household Members,1.03,18.09,2.66,0.00,0.59,0.26,0.16,10.5,0.76,1.30
Travel for Household Members,0.00,24.75,0.00,0.00,0.00,0.00,0.00,0.0,,
Travel for Non-Household Members,0.39,24.75,1.39,0.00,0.11,0.01,0.21,7.6,0.29,0.49
Caring and Helping,1.45,19.90,4.13,0.00,0.73,0.30,0.36,10.7,1.16,1.74
Eating & Drinking,6.22,18.25,16.23,0.01,0.64,4.89,4.65,93.5,5.85,6.60
Personal Health Care,3.65,17.95,9.37,0.00,0.14,1.98,2.88,31.2,2.64,4.66
Grooming,3.07,18.17,7.98,0.00,,,,57.2,2.88,3.27
Sleeping,68.33,18.58,181.37,,,,,99.3,67.01,69.66
"Private, Personal, or N/A",2.30,20.56,6.75,0.00,0.13,0.61,1.21,22.3,1.86,2.74
Personal Time,83.58,18.57,221.70,0.01,0.91,7.48,8.74,100.0,82.24,84.92
Socializing,5.61,20.35,16.31,0.01,2.07,1.91,0.72,35.8,5.00,6.22
Passive Leisure,57.81,17.40,143.69,0.04,2.04,54.84,52.40,97.2,56.23,59.40
Active Leisure,1.82,17.40,4.53,0.01,0.28,0.39,1.24,15.3,1.47,2.17
Attendance Leisure,0.41,17.40,1.03,0.02,0.07,0.02,0.22,1.9,0.24,0.59
Religious Activities,0.84,23.41,2.82,0.00,0.05,0.35,0.47,7.2,0.59,1.10
Volunteering,0.41,23.41,1.37,0.00,0.01,0.10,0.18,2.4,0.21,0.61
Travel Related to Leisure,2.08,24.75,7.34,0.00,0.29,0.03,1.37,38.7,1.82,2.34
Leisure,68.99,17.97,177.09,0.09,4.81,57.64,56.60,98.8,67.58,70.40
Working at Job,0.97,16.61,2.30,0.00,0.09,0.11,0.18,2.0,0.60,1.34
Educational Activities,0.25,23.41,0.85,0.00,0.01,0.14,0.17,0.8,0.11,0.39
Commuting to Work or School,0.28,24.75,0.98,0.00,0.03,0.00,0.22,3.3,0.15,0.40
Work and Education,1.50,19.26,4.13,0.00,0.13,0.26,0.58,4.0,1.03,1.98
Total,168.00,18.44,442.62,0.12,7.47,74.06,76.69,,,
