time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,2.33,18.31,6.10,0.00,0.10,2.03,2.18,22.8,1.66,3.00
Food Cooking & Clean-up,2.34,18.40,6.16,0.01,0.11,2.29,2.09,41.5,1.76,2.93
"Pets, Home & Vehicles",4.39,20.06,12.59,0.00,0.25,3.69,3.96,33.5,2.99,5.80
Household Management,0.78,24.72,2.74,0.00,0.00,0.52,0.59,17.2,0.33,1.22
Shopping,1.53,18.13,3.95,0.00,0.05,0.11,1.16,36.8,0.95,2.10
Obtaining Services,0.07,21.87,0.23,0.00,0.02,0.01,0.03,2.1,0.01,0.14
Travel for Household Activity,1.97,24.75,6.98,0.00,0.12,0.04,1.64,41.7,1.37,2.58
Household Production,13.42,20.22,38.75,0.01,0.67,8.68,11.65,81.9,10.91,15.93
Household Children,0.00,18.05,0.00,,0.00,0.00,0.00,0.0,,
Household Adults,0.04,17.91,0.11,0.00,0.04,0.03,0.00,3.0,,0.09
Non-Household Members,1.53,18.09,3.94,0.00,0.46,0.18,0.61,15.5,0.62,2.43
Travel for Household Members,0.10,24.75,0.34,0.00,0.03,0.00,0.02,1.8,,0.20
Travel for Non-Household Members,0.48,24.75,1.71,0.01,0.11,0.01,0.18,10.2,0.20,0.76
Caring and Helping,2.15,19.89,6.11,0.01,0.64,0.22,0.80,18.5,1.08,3.21
Eating & Drinking,6.75,18.25,17.59,0.00,0.91,4.00,4.03,94.8,5.82,7.67
Personal Health Care,0.69,17.95,1.78,0.00,0.00,0.25,0.62,10.7,0.27,1.12
Grooming,3.71,18.17,9.63,0.00,,,,76.2,3.25,4.17
Sleeping,63.98,18.58,169.81,,,,,100.0,61.04,66.92
"Private, Personal, or N/A",2.45,20.56,7.19,0.00,0.08,0.88,1.36,22.2,1.54,3.35
Personal Time,77.58,18.59,206.00,0.00,0.99,5.13,6.01,100.0,74.20,80.95
Socializing,4.98,20.35,14.48,0.00,1.26,1.23,0.59,37.9,3.42,6.54
Passive Leisure,34.11,17.40,84.77,0.02,3.13,31.97,27.42,94.8,30.84,37.38
Active Leisure,1.65,17.40,4.09,0.00,0.09,0.21,1.02,14.4,0.99,2.30
Attendance Leisure,0.64,17.40,1.59,0.00,0.06,0.13,0.25,3.0,0.23,1.05
Religious Activities,0.91,23.41,3.03,0.00,0.03,0.28,0.52,8.2,0.26,1.55
Volunteering,1.15,23.41,3.83,0.00,0.04,0.08,0.19,6.2,0.29,2.00
Travel Related to Leisure,2.54,24.75,8.97,0.00,0.25,0.00,1.94,49.1,1.63,3.44
Leisure,45.96,18.39,120.75,0.02,4.85,33.89,31.94,98.5,41.99,49.93
Working at Job,25.91,17.32,64.12,0.00,0.05,3.11,5.73,59.1,20.26,31.56
Educational Activities,0.35,23.41,1.16,0.00,0.00,0.34,0.34,1.5,,0.81
Commuting to Work or School,2.64,24.75,9.34,0.00,0.03,0.28,2.05,49.7,1.55,3.73
Work and Education,28.90,18.08,74.62,0.00,0.08,3.73,8.12,62.4,22.40,35.39
Total,168.00,18.59,446.23,0.04,7.22,51.65,58.52,,,
