time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,2.71,18.31,7.09,0.00,1.21,2.66,1.51,26.2,1.76,3.66
Food Cooking & Clean-up,2.70,18.40,7.08,0.00,1.28,2.66,1.41,44.9,2.16,3.23
"Pets, Home & Vehicles",9.39,20.06,26.91,0.00,2.90,8.84,6.22,51.0,7.72,11.06
Household Management,2.01,24.72,7.10,0.00,0.60,1.58,1.31,29.1,1.21,2.81
Shopping,3.15,18.13,8.17,0.00,2.03,0.29,1.00,42.4,2.40,3.90
Obtaining Services,0.17,21.87,0.54,0.00,0.01,0.04,0.05,2.7,,0.36
Travel for Household Activity,2.72,24.75,9.62,0.00,1.64,0.03,0.97,48.6,2.09,3.35
Household Production,22.86,20.37,66.52,0.00,9.68,16.09,12.47,84.9,20.53,25.18
Household Children,0.00,18.05,0.00,,0.00,0.00,0.00,0.0,,
Household Adults,1.34,17.91,3.43,0.00,1.25,0.84,0.09,9.8,0.32,2.37
Non-Household Members,2.73,18.09,7.06,0.00,2.11,1.27,0.21,17.0,1.73,3.74
Travel for Household Members,0.21,24.75,0.76,0.00,0.16,0.00,0.05,3.4,0.06,0.37
Travel for Non-Household Members,0.61,24.75,2.16,0.00,0.29,0.01,0.17,12.4,0.38,0.84
Caring and Helping,4.90,19.16,13.41,0.00,3.82,2.11,0.53,25.7,3.49,6.31
Eating & Drinking,9.74,18.25,25.39,0.00,7.41,7.20,1.94,97.4,8.99,10.48
Personal Health Care,2.33,17.95,5.97,0.00,0.81,1.59,1.28,20.1,1.32,3.34
Grooming,3.29,18.17,8.55,0.00,,,,65.2,2.93,3.66
Sleeping,62.35,18.58,165.48,,,,,100.0,60.81,63.88
"Private, Personal, or N/A",2.26,20.56,6.63,0.00,0.46,0.68,0.81,25.5,1.62,2.90
Personal Time,79.97,18.56,212.02,0.00,8.68,9.46,4.03,100.0,77.82,82.12
Socializing,5.06,20.35,14.70,0.00,4.38,2.36,0.08,37.2,3.92,6.19
Passive Leisure,41.75,17.40,103.77,0.00,24.74,40.56,16.65,97.6,39.11,44.39
Active Leisure,4.46,17.40,11.08,0.00,1.12,0.76,2.07,28.8,3.49,5.42
Attendance Leisure,0.74,17.40,1.85,0.00,0.72,0.04,0.03,4.1,0.38,1.11
Religious Activities,0.89,23.41,2.97,0.00,0.49,0.31,0.23,7.9,0.59,1.19
Volunteering,1.45,23.41,4.83,0.00,0.38,0.36,0.65,9.5,0.90,1.99
Travel Related to Leisure,3.20,24.75,11.31,0.00,1.88,0.02,1.19,50.1,2.56,3.84
Leisure,57.55,18.31,150.52,0.00,33.71,44.42,20.89,99.5,54.99,60.10
Working at Job,2.49,0.00,0.00,0.00,0.00,0.50,0.15,6.6,1.31,3.67
Educational Activities,0.02,23.41,0.08,0.00,0.00,0.02,0.02,0.3,,0.06
Commuting to Work or School,0.22,24.75,0.78,0.00,0.01,0.00,0.20,5.1,0.08,0.35
Work and Education,2.73,2.20,0.86,0.00,0.01,0.52,0.38,8.0,1.45,4.01
Total,168.00,18.47,443.33,0.00,55.90,72.60,38.29,,,
