time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,8.34,18.31,21.81,0.00,2.43,8.21,5.87,63.2,7.89,8.79
Food Cooking & Clean-up,7.74,18.40,20.34,0.02,3.08,7.50,4.61,80.6,7.44,8.04
"Pets, Home & Vehicles",3.92,20.06,11.25,0.00,1.72,3.58,2.15,35.0,3.60,4.25
Household Management,2.10,24.72,7.42,0.00,0.91,1.82,1.16,32.4,1.90,2.30
Shopping,3.79,18.13,9.81,0.00,2.02,0.14,1.52,45.0,3.52,4.06
Obtaining Services,0.22,21.87,0.70,0.00,0.12,0.12,0.06,4.0,0.16,0.28
Travel for Household Activity,2.55,24.75,9.02,0.00,1.60,0.02,0.89,47.8,2.39,2.71
Household Production,28.66,19.62,80.35,0.03,11.88,21.40,16.26,95.1,27.94,29.39
Household Children,0.04,18.05,0.11,,0.04,0.04,0.00,0.2,,0.08
Household Adults,0.67,17.91,1.73,0.00,0.59,0.44,0.07,8.4,0.52,0.83
Non-Household Members,2.28,18.09,5.90,0.00,2.00,1.08,0.14,17.7,1.97,2.60
Travel for Household Members,0.13,24.75,0.45,0.00,0.12,0.00,0.01,3.1,0.09,0.17
Travel for Non-Household Members,0.57,24.75,2.01,0.00,0.36,0.01,0.15,12.4,0.48,0.66
Caring and Helping,3.69,19.31,10.19,0.00,3.11,1.57,0.37,24.6,3.28,4.11
Eating & Drinking,9.29,18.25,24.22,0.01,7.68,6.94,1.23,98.1,8.89,9.69
Personal Health Care,1.80,17.95,4.63,0.00,0.68,0.96,0.85,19.2,1.56,2.05
Grooming,5.05,18.17,13.12,0.00,,,,77.6,4.89,5.22
Sleeping,61.90,18.58,164.30,,,,,99.9,61.30,62.50
"Private, Personal, or N/A",2.58,20.56,7.57,0.00,0.82,0.92,0.72,31.1,2.36,2.80
Personal Time,80.63,18.56,213.84,0.01,9.18,8.82,2.80,100.0,80.08,81.18
Socializing,6.20,20.35,18.03,0.00,4.71,3.39,0.69,48.7,5.78,6.62
Passive Leisure,38.75,17.40,96.32,0.02,23.62,37.34,14.80,97.5,37.45,40.06
Active Leisure,1.99,17.40,4.96,0.00,0.90,0.47,0.68,21.8,1.69,2.30
Attendance Leisure,0.99,17.40,2.46,0.00,0.73,0.06,0.06,5.5,0.71,1.27
Religious Activities,1.63,23.41,5.45,0.00,0.93,0.52,0.46,16.4,1.45,1.80
Volunteering,1.72,23.41,5.76,0.00,0.48,0.59,0.58,10.4,1.39,2.05
Travel Related to Leisure,3.13,24.75,11.07,0.00,2.30,0.03,0.65,50.6,2.75,3.51
Leisure,54.42,18.53,144.03,0.02,33.66,42.40,17.92,99.4,53.60,55.23
Working at Job,0.50,18.02,1.28,0.00,0.04,0.19,0.17,1.5,0.31,0.69
Educational Activities,0.04,23.41,0.13,0.00,0.01,0.03,0.02,0.2,,0.09
Commuting to Work or School,0.06,24.75,0.20,0.00,0.02,0.00,0.03,1.9,0.04,0.07
Work and Education,0.59,19.02,1.61,0.00,0.06,0.22,0.23,2.7,0.39,0.79
Total,168.00,18.75,450.02,0.06,57.90,74.42,37.58,,,
