time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,3.82,18.31,9.98,1.11,1.37,3.62,2.11,33.3,3.57,4.06
Food Cooking & Clean-up,3.06,18.40,8.04,1.14,1.33,2.83,1.28,47.2,2.91,3.21
"Pets, Home & Vehicles",1.19,20.06,3.41,0.15,0.42,0.84,0.53,16.5,1.05,1.33
Household Management,0.85,24.72,3.01,0.12,0.30,0.56,0.41,19.4,0.70,1.00
Shopping,3.01,18.13,7.79,0.47,1.49,0.07,0.71,43.3,2.77,3.25
Obtaining Services,0.10,21.87,0.31,0.01,0.04,0.03,0.03,2.0,0.07,0.13
Travel for Household Activity,2.15,24.75,7.60,0.28,0.95,0.01,0.69,46.6,1.99,2.30
Household Production,14.17,19.83,40.13,3.27,5.89,7.96,5.76,80.9,13.58,14.76
Household Children,3.48,18.05,8.98,,3.08,2.98,0.08,21.1,3.15,3.81
Household Adults,0.18,17.91,0.45,0.03,0.13,0.09,0.02,5.5,0.12,0.23
Non-Household Members,0.80,18.09,2.07,0.09,0.48,0.20,0.06,13.4,0.68,0.92
Travel for Household Members,0.47,24.75,1.65,0.03,0.29,0.01,0.11,11.3,0.40,0.53
Travel for Non-Household Members,0.43,24.75,1.53,0.03,0.13,0.00,0.14,10.9,0.38,0.49
Caring and Helping,5.35,19.18,14.67,0.19,4.11,3.28,0.41,35.5,4.89,5.82
Eating & Drinking,6.89,18.25,17.96,1.03,3.32,3.70,1.47,94.3,6.72,7.06
Personal Health Care,0.56,17.95,1.44,0.06,0.15,0.20,0.28,5.7,0.42,0.70
Grooming,6.01,18.17,15.60,0.61,,,,83.5,5.85,6.17
Sleeping,65.76,18.58,174.53,,,,,100.0,65.02,66.49
"Private, Personal, or N/A",2.52,20.56,7.39,0.32,0.43,0.95,1.09,26.7,2.26,2.78
Personal Time,81.73,18.58,216.93,2.02,3.91,4.86,2.84,100.0,81.12,82.35
Socializing,6.85,20.35,19.92,1.05,3.27,2.76,0.72,45.6,6.31,7.39
Passive Leisure,21.69,17.40,53.92,3.16,8.01,18.47,9.35,86.8,20.84,22.55
Active Leisure,2.00,17.40,4.97,0.17,0.57,0.35,0.61,17.3,1.81,2.19
Attendance Leisure,1.11,17.40,2.75,0.09,0.40,0.05,0.09,5.9,0.91,1.30
Religious Activities,0.56,23.41,1.89,0.10,0.34,0.07,0.08,4.9,0.50,0.63
Volunteering,0.51,23.41,1.71,0.02,0.10,0.05,0.07,3.3,0.40,0.62
Travel Related to Leisure,3.09,24.75,10.91,0.29,1.10,0.03,0.98,55.2,2.76,3.41
Leisure,35.81,18.78,96.07,4.88,13.79,21.78,11.90,96.0,34.99,36.64
Working at Job,19.89,15.95,45.32,0.14,0.35,0.97,1.64,40.9,19.01,20.77
Educational Activities,8.71,23.41,29.14,0.19,0.45,3.74,4.52,24.7,7.98,9.45
Commuting to Work or School,2.32,24.75,8.21,0.03,0.16,0.02,1.93,47.8,2.19,2.45
Work and Education,30.93,18.71,82.67,0.35,0.96,4.73,8.09,59.7,29.67,32.18
Total,168.00,18.77,450.46,10.72,28.65,42.61,29.00,,,
