time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,2.51,18.31,6.56,0.01,0.09,2.35,2.36,27.1,2.27,2.75
Food Cooking & Clean-up,2.52,18.40,6.63,0.04,0.14,2.36,2.17,50.7,2.20,2.84
"Pets, Home & Vehicles",3.43,20.06,9.83,0.02,0.11,2.96,3.15,28.0,3.07,3.79
Household Management,0.95,24.72,3.34,0.00,0.02,0.72,0.82,20.6,0.78,1.11
Shopping,1.88,18.13,4.87,0.01,0.22,0.10,1.40,39.7,1.62,2.14
Obtaining Services,0.11,21.87,0.36,0.00,0.00,0.02,0.08,2.7,0.06,0.17
Travel for Household Activity,2.02,24.75,7.16,0.01,0.13,0.04,1.73,43.3,1.72,2.33
Household Production,13.43,20.20,38.75,0.10,0.71,8.55,11.72,81.6,12.67,14.19
Household Children,0.07,18.05,0.19,,0.05,0.05,0.01,0.6,0.01,0.14
Household Adults,0.00,17.91,0.00,0.00,0.00,0.00,0.00,0.1,,
Non-Household Members,1.23,18.09,3.18,0.01,0.50,0.18,0.19,13.0,0.99,1.48
Travel for Household Members,0.03,24.75,0.09,0.00,0.01,0.00,0.01,0.5,,0.06
Travel for Non-Household Members,0.57,24.75,2.02,0.00,0.12,0.00,0.31,11.5,0.46,0.68
Caring and Helping,1.90,20.18,5.49,0.01,0.69,0.22,0.52,13.8,1.59,2.22
Eating & Drinking,7.43,18.25,19.36,0.05,0.64,3.60,4.57,94.9,7.04,7.82
Personal Health Care,0.37,17.95,0.95,0.00,0.01,0.20,0.28,5.2,0.23,0.51
Grooming,4.19,18.17,10.88,0.02,,,,78.9,4.03,4.35
Sleeping,57.79,18.58,153.39,,,,,99.9,57.19,58.40
"Private, Personal, or N/A",1.91,20.56,5.62,0.02,0.07,0.77,1.15,21.7,1.64,2.19
Personal Time,71.69,18.57,190.21,0.08,0.71,4.57,6.00,100.0,71.05,72.34
Socializing,3.51,20.35,10.22,0.03,1.09,1.06,0.58,29.4,3.15,3.88
Passive Leisure,25.77,17.40,64.05,0.13,0.91,23.50,22.98,91.0,24.20,27.33
Active Leisure,2.32,17.40,5.76,0.01,0.20,0.38,1.31,20.0,2.04,2.59
Attendance Leisure,0.84,17.40,2.09,0.03,0.22,0.04,0.25,4.0,0.65,1.03
Religious Activities,0.45,23.41,1.51,0.00,0.05,0.09,0.23,4.4,0.34,0.56
Volunteering,0.58,23.41,1.95,0.01,0.02,0.14,0.26,3.3,0.36,0.80
Travel Related to Leisure,2.88,24.75,10.18,0.02,0.28,0.02,2.15,50.7,2.45,3.31
Leisure,36.36,18.44,95.75,0.23,2.77,25.23,27.75,96.6,35.34,37.37
Working at Job,41.16,33.61,197.60,0.01,0.14,4.62,11.92,70.0,39.92,42.39
Educational Activities,0.22,23.41,0.74,0.00,0.00,0.15,0.19,0.8,0.12,0.32
Commuting to Work or School,3.24,24.75,11.46,0.00,0.03,0.03,3.02,57.9,3.00,3.48
Work and Education,44.62,32.91,209.79,0.01,0.17,4.80,15.12,71.1,43.33,45.90
Total,168.00,22.50,539.99,0.43,5.05,43.38,61.12,,,
