time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,8.45,18.31,22.12,0.00,2.11,8.39,6.33,66.4,7.43,9.48
Food Cooking & Clean-up,7.93,18.40,20.83,0.00,3.45,7.80,4.33,81.9,7.24,8.61
"Pets, Home & Vehicles",2.76,20.06,7.91,0.00,1.10,2.38,1.61,34.4,2.22,3.30
Household Management,1.60,24.72,5.63,0.00,0.67,1.32,0.88,33.6,1.25,1.94
Shopping,4.34,18.13,11.24,0.00,2.46,0.09,1.71,55.4,3.84,4.84
Obtaining Services,0.17,21.87,0.54,0.00,0.05,0.10,0.08,5.8,0.08,0.27
Travel for Household Activity,3.01,24.75,10.64,0.00,1.59,0.02,1.34,58.7,2.69,3.32
Household Production,28.26,19.55,78.91,0.00,11.44,20.09,16.29,96.3,26.62,29.89
Household Children,3.46,18.05,8.92,,3.06,1.87,0.31,50.9,2.93,3.98
Household Adults,0.16,17.91,0.40,0.00,0.11,0.11,0.03,8.8,0.09,0.23
Non-Household Members,0.92,18.09,2.39,0.00,0.65,0.30,0.19,14.9,0.50,1.35
Travel for Household Members,1.72,24.75,6.10,0.00,1.10,0.02,0.60,34.3,1.44,2.01
Travel for Non-Household Members,0.37,24.75,1.32,0.00,0.25,0.00,0.10,12.0,0.25,0.49
Caring and Helping,6.64,20.17,19.12,0.00,5.18,2.31,1.23,59.7,5.95,7.32
Eating & Drinking,7.39,18.25,19.27,0.00,5.21,4.78,1.39,97.1,6.97,7.81
Personal Health Care,0.86,17.95,2.21,0.00,0.18,0.39,0.46,8.4,0.53,1.20
Grooming,5.37,18.17,13.94,0.00,,,,85.4,5.04,5.70
Sleeping,58.65,18.58,155.66,,,,,99.6,57.61,59.68
"Private, Personal, or N/A",2.11,20.56,6.21,0.00,0.49,0.66,0.73,30.0,1.71,2.52
Personal Time,74.39,18.57,197.30,0.00,5.89,5.83,2.58,100.0,73.07,75.70
Socializing,5.79,20.35,16.84,0.00,4.36,3.01,0.38,50.4,4.99,6.59
Passive Leisure,19.88,17.40,49.40,0.00,12.57,18.96,6.91,91.2,18.37,21.38
Active Leisure,1.85,17.40,4.60,0.00,0.80,0.51,0.69,21.9,1.41,2.29
Attendance Leisure,1.13,17.40,2.82,0.00,0.91,0.06,0.08,7.0,0.79,1.48
Religious Activities,1.23,23.41,4.10,0.00,0.78,0.29,0.26,10.8,0.88,1.57
Volunteering,1.90,23.41,6.36,0.00,0.88,0.70,0.64,13.9,1.40,2.40
Travel Related to Leisure,3.08,24.75,10.88,0.00,2.23,0.01,0.73,53.6,2.51,3.64
Leisure,34.86,19.08,95.00,0.00,22.53,23.54,9.68,99.5,33.13,36.59
Working at Job,21.32,20.10,61.20,0.00,0.58,2.72,2.69,54.8,18.96,23.67
Educational Activities,0.80,23.41,2.68,0.00,0.13,0.30,0.21,1.8,,1.65
Commuting to Work or School,1.75,24.75,6.17,0.00,0.11,0.02,1.58,44.4,1.46,2.03
Work and Education,23.86,20.55,70.05,0.00,0.82,3.04,4.48,56.9,21.26,26.47
Total,168.00,19.18,460.38,0.00,45.86,54.81,34.25,,,
