time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,9.29,18.31,24.31,1.71,2.85,9.12,6.38,63.8,7.97,10.62
Food Cooking & Clean-up,9.98,18.40,26.21,2.42,4.57,9.86,5.24,84.7,8.61,11.34
"Pets, Home & Vehicles",2.63,20.06,7.54,0.37,0.84,2.35,1.77,28.5,1.89,3.37
Household Management,1.25,24.72,4.41,0.14,0.62,0.87,0.60,24.3,0.85,1.64
Shopping,3.57,18.13,9.25,0.65,2.30,0.14,1.00,41.8,2.91,4.23
Obtaining Services,0.22,21.87,0.69,0.02,0.12,0.16,0.03,5.3,,0.48
Travel for Household Activity,2.47,24.75,8.74,0.48,1.56,0.01,0.78,44.1,1.98,2.96
Household Production,29.41,19.32,81.15,5.79,12.87,22.50,15.79,94.6,27.07,31.74
Household Children,5.87,18.05,15.13,,5.46,4.80,0.18,45.3,4.31,7.42
Household Adults,0.84,17.91,2.14,0.21,0.64,0.60,0.10,10.8,0.48,1.20
Non-Household Members,1.47,18.09,3.81,0.27,1.35,0.54,0.05,15.0,0.82,2.13
Travel for Household Members,1.03,24.75,3.66,0.02,0.76,0.01,0.26,22.4,0.73,1.34
Travel for Non-Household Members,0.36,24.75,1.28,0.08,0.26,0.00,0.08,10.0,0.15,0.58
Caring and Helping,9.58,19.02,26.03,0.59,8.47,5.95,0.68,55.1,7.77,11.38
Eating & Drinking,8.13,18.25,21.19,1.84,6.57,6.57,1.29,96.6,7.38,8.88
Personal Health Care,3.37,17.95,8.65,0.23,1.98,1.76,1.05,23.7,1.61,5.14
Grooming,4.68,18.17,12.15,0.61,,,,77.9,3.93,5.43
Sleeping,62.81,18.58,166.71,,,,,100.0,60.92,64.70
"Private, Personal, or N/A",2.08,20.56,6.10,0.29,0.58,0.66,0.54,27.6,1.53,2.63
Personal Time,81.07,18.55,214.80,2.96,9.13,8.99,2.88,100.0,78.43,83.70
Socializing,5.61,20.35,16.30,1.01,4.80,3.46,0.42,47.8,4.61,6.60
Passive Leisure,31.84,17.40,79.15,5.58,18.44,31.05,13.06,94.0,29.27,34.42
Active Leisure,1.97,17.40,4.90,0.42,0.93,0.76,0.69,20.0,1.19,2.75
Attendance Leisure,0.47,17.40,1.16,0.09,0.39,0.06,0.06,3.5,0.20,0.73
Religious Activities,2.32,23.41,7.75,0.47,1.27,1.35,0.87,17.2,1.48,3.16
Volunteering,1.59,23.41,5.32,0.08,0.56,0.52,0.48,9.1,0.62,2.56
Travel Related to Leisure,2.89,24.75,10.23,0.29,2.16,0.05,0.53,43.1,1.49,4.29
Leisure,46.69,18.71,124.80,7.93,28.56,37.25,16.12,98.6,44.08,49.30
Working at Job,1.07,0.00,0.00,0.05,0.00,0.23,0.23,3.4,0.34,1.81
Educational Activities,0.04,23.41,0.13,0.00,0.00,0.04,0.04,0.4,,0.11
Commuting to Work or School,0.15,24.75,0.52,0.01,0.01,0.00,0.12,4.1,0.04,0.25
Work and Education,1.26,3.62,0.65,0.07,0.02,0.27,0.38,5.4,0.44,2.08
Total,168.00,18.64,447.42,17.34,59.04,74.96,35.85,,,
