time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,2.82,18.31,7.39,0.00,0.09,2.77,2.68,31.6,2.62,3.03
Food Cooking & Clean-up,3.66,18.40,9.62,0.00,0.18,3.58,3.30,59.7,3.50,3.83
"Pets, Home & Vehicles",5.74,20.06,16.45,0.00,0.22,5.22,5.25,36.7,5.20,6.28
Household Management,1.74,24.72,6.15,0.00,0.09,1.47,1.52,28.2,1.54,1.94
Shopping,2.31,18.13,5.99,0.00,0.22,0.16,1.73,38.4,2.16,2.47
Obtaining Services,0.26,21.87,0.82,0.00,0.01,0.15,0.12,4.0,0.19,0.34
Travel for Household Activity,2.05,24.75,7.26,0.00,0.17,0.04,1.66,43.1,1.92,2.19
Household Production,18.60,20.21,53.68,0.00,0.98,13.38,16.26,85.4,18.01,19.19
Household Children,0.00,18.05,0.00,,0.00,0.00,0.00,0.0,,
Household Adults,0.14,17.91,0.35,0.00,0.05,0.10,0.01,1.7,0.05,0.23
Non-Household Members,1.00,18.09,2.57,0.00,0.42,0.16,0.21,10.5,0.82,1.18
Travel for Household Members,0.03,24.75,0.10,0.00,0.01,0.00,0.01,0.6,0.02,0.04
Travel for Non-Household Members,0.46,24.75,1.62,0.00,0.10,0.01,0.24,8.7,0.39,0.53
Caring and Helping,1.62,20.08,4.65,0.00,0.59,0.26,0.47,12.0,1.37,1.87
Eating & Drinking,8.36,18.25,21.80,0.00,1.06,6.00,5.53,96.0,8.06,8.66
Personal Health Care,1.55,17.95,3.97,0.00,0.10,0.91,1.14,18.9,1.34,1.76
Grooming,3.18,18.17,8.26,0.00,,,,61.7,3.06,3.30
Sleeping,63.44,18.58,168.38,,,,,99.7,62.98,63.90
"Private, Personal, or N/A",2.30,20.56,6.75,0.00,0.19,0.78,1.02,24.8,2.00,2.60
Personal Time,78.82,18.57,209.14,0.00,1.35,7.68,7.70,100.0,78.20,79.44
Socializing,4.93,20.35,14.35,0.00,1.83,1.90,0.73,35.9,4.54,5.33
Passive Leisure,54.43,17.40,135.28,0.00,2.78,52.32,48.24,98.1,53.28,55.58
Active Leisure,2.60,17.40,6.46,0.00,0.19,0.61,1.73,21.7,2.37,2.83
Attendance Leisure,0.64,17.40,1.59,0.00,0.11,0.04,0.24,3.3,0.51,0.77
Religious Activities,1.08,23.41,3.62,0.00,0.12,0.43,0.68,9.4,0.90,1.26
Volunteering,1.05,23.41,3.50,0.00,0.04,0.27,0.51,5.4,0.85,1.24
Travel Related to Leisure,2.85,24.75,10.09,0.00,0.40,0.06,1.98,47.3,2.51,3.20
Leisure,67.58,18.11,174.88,0.00,5.47,55.63,54.11,99.4,66.82,68.35
Working at Job,1.15,22.00,3.60,0.00,0.02,0.24,0.44,2.8,0.85,1.44
Educational Activities,0.11,23.41,0.36,0.00,0.00,0.07,0.07,0.4,,0.25
Commuting to Work or School,0.12,24.75,0.43,0.00,0.00,0.01,0.11,2.5,0.08,0.16
Work and Education,1.37,22.35,4.39,0.00,0.03,0.31,0.62,3.7,1.04,1.71
Total,168.00,18.61,446.74,0.01,8.42,77.27,79.16,,,
