time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,1.77,18.31,4.64,0.00,0.76,1.73,1.01,18.5,1.34,2.20
Food Cooking & Clean-up,2.40,18.40,6.30,0.00,1.26,2.29,1.09,43.1,2.08,2.72
"Pets, Home & Vehicles",7.75,20.06,22.21,0.00,1.71,7.04,5.94,46.7,6.79,8.71
Household Management,1.71,24.72,6.04,0.00,0.62,1.49,1.05,29.2,1.44,1.98
Shopping,2.25,18.13,5.82,0.00,0.99,0.12,1.12,38.8,1.98,2.51
Obtaining Services,0.24,21.87,0.76,0.00,0.06,0.13,0.07,4.6,0.14,0.35
Travel for Household Activity,2.34,24.75,8.28,0.00,1.06,0.03,1.21,44.7,2.00,2.69
Household Production,18.46,20.49,54.04,0.00,6.45,12.83,11.49,84.6,17.21,19.71
Household Children,0.00,18.05,0.00,,0.00,0.00,0.00,0.0,,
Household Adults,0.34,17.91,0.87,0.00,0.24,0.18,0.10,6.9,0.17,0.50
Non-Household Members,1.65,18.09,4.25,0.00,1.24,0.60,0.19,12.9,1.19,2.10
Travel for Household Members,0.21,24.75,0.74,0.00,0.14,0.00,0.06,4.6,0.13,0.29
Travel for Non-Household Members,0.45,24.75,1.59,0.00,0.24,0.01,0.16,10.6,0.28,0.62
Caring and Helping,2.64,19.73,7.45,0.00,1.86,0.79,0.51,19.3,2.11,3.18
Eating & Drinking,9.95,18.25,25.95,0.00,7.12,6.97,2.15,97.8,9.57,10.34
Personal Health Care,0.89,17.95,2.28,0.00,0.36,0.44,0.43,10.0,0.56,1.22
Grooming,3.70,18.17,9.59,0.00,,,,70.3,3.44,3.95
Sleeping,60.05,18.58,159.38,,,,,100.0,59.16,60.94
"Private, Personal, or N/A",1.95,20.56,5.74,0.00,0.47,0.62,0.66,24.3,1.68,2.23
Personal Time,76.54,18.56,202.95,0.00,7.96,8.03,3.23,100.0,75.57,77.52
Socializing,4.26,20.35,12.38,0.00,3.20,1.93,0.23,35.1,3.76,4.76
Passive Leisure,35.37,17.40,87.90,0.00,20.45,34.27,14.64,96.2,34.04,36.70
Active Leisure,2.73,17.40,6.78,0.00,0.69,0.74,1.19,21.1,2.27,3.19
Attendance Leisure,0.82,17.40,2.04,0.00,0.65,0.01,0.12,4.3,0.53,1.11
Religious Activities,1.18,23.41,3.96,0.00,0.69,0.28,0.33,10.4,0.98,1.38
Volunteering,1.80,23.41,6.03,0.00,0.43,0.52,0.63,11.2,1.36,2.24
Travel Related to Leisure,3.23,24.75,11.41,0.00,1.93,0.04,1.20,52.5,2.74,3.71
Leisure,49.39,18.50,130.50,0.00,28.04,37.80,18.34,99.0,48.09,50.69
Working at Job,19.15,21.11,57.77,0.00,0.93,4.35,6.17,51.9,17.69,20.62
Educational Activities,0.03,23.41,0.10,0.00,0.01,0.02,0.02,0.2,,0.07
Commuting to Work or School,1.78,24.75,6.29,0.00,0.11,0.02,1.63,36.7,1.50,2.06
Work and Education,20.96,21.43,64.16,0.00,1.05,4.39,7.82,52.4,19.38,22.54
Total,168.00,19.13,459.10,0.00,45.37,63.84,41.40,,,
