time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,3.30,18.31,8.63,0.80,1.24,3.25,2.00,27.4,2.28,4.31
Food Cooking & Clean-up,4.51,18.40,11.86,1.31,1.96,4.48,2.49,51.6,3.79,5.23
"Pets, Home & Vehicles",8.21,20.06,23.52,1.37,1.97,7.68,6.17,46.5,6.69,9.73
Household Management,1.28,24.72,4.51,0.16,0.58,0.89,0.67,19.4,0.79,1.76
Shopping,2.46,18.13,6.37,0.32,1.25,0.10,1.12,36.6,1.98,2.94
Obtaining Services,0.06,21.87,0.20,0.00,0.03,0.03,0.03,2.0,0.02,0.11
Travel for Household Activity,2.28,24.75,8.06,0.29,1.12,0.01,1.12,39.5,1.80,2.76
Household Production,22.10,20.00,63.14,4.25,8.15,16.44,13.59,82.8,20.00,24.19
Household Children,3.87,18.05,9.97,,3.52,2.86,0.17,36.7,2.96,4.77
Household Adults,0.42,17.91,1.07,0.01,0.33,0.27,0.07,8.7,0.15,0.69
Non-Household Members,1.35,18.09,3.49,0.12,0.85,0.26,0.30,10.3,0.70,2.00
Travel for Household Members,1.17,24.75,4.15,0.04,0.80,0.02,0.36,24.4,0.87,1.48
Travel for Non-Household Members,0.36,24.75,1.28,0.03,0.11,0.00,0.21,8.7,0.23,0.49
Caring and Helping,7.17,19.49,19.96,0.20,5.61,3.42,1.12,48.4,6.04,8.30
Eating & Drinking,8.01,18.25,20.88,1.72,5.63,6.81,2.14,95.3,7.37,8.65
Personal Health Care,1.51,17.95,3.88,0.07,0.57,0.92,0.82,17.2,0.83,2.20
Grooming,2.91,18.17,7.56,0.42,,,,63.7,2.57,3.26
Sleeping,63.53,18.58,168.62,,,,,100.0,62.00,65.06
"Private, Personal, or N/A",1.76,20.56,5.16,0.36,0.51,0.75,0.70,23.9,1.26,2.26
Personal Time,77.72,18.56,206.10,2.57,6.72,8.48,3.66,100.0,75.87,79.57
Socializing,4.16,20.35,12.11,0.72,3.33,2.23,0.13,36.1,3.50,4.83
Passive Leisure,46.37,17.40,115.26,7.95,22.68,45.38,23.23,96.2,43.30,49.45
Active Leisure,2.30,17.40,5.72,0.32,0.72,0.49,1.33,23.7,1.83,2.77
Attendance Leisure,0.51,17.40,1.27,0.11,0.30,0.05,0.19,2.5,0.20,0.83
Religious Activities,1.48,23.41,4.95,0.25,0.92,0.79,0.47,11.6,1.03,1.93
Volunteering,1.34,23.41,4.50,0.12,0.17,0.41,0.65,8.2,0.84,1.85
Travel Related to Leisure,2.45,24.75,8.66,0.61,1.52,0.01,0.85,39.0,1.68,3.22
Leisure,58.63,18.20,152.46,10.09,29.65,49.37,26.85,98.3,56.02,61.24
Working at Job,2.07,20.53,6.08,0.11,0.21,0.38,0.20,4.6,1.21,2.94
Educational Activities,0.08,23.41,0.27,0.01,0.01,0.08,0.08,0.1,,0.21
Commuting to Work or School,0.23,24.75,0.82,0.00,0.02,0.00,0.21,4.2,0.09,0.37
Work and Education,2.39,21.03,7.17,0.12,0.24,0.46,0.48,5.3,1.43,3.34
Total,168.00,18.70,448.83,17.22,50.37,78.17,45.70,,,
