time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,1.69,18.31,4.42,0.00,0.94,1.35,0.75,18.4,0.81,2.57
Food Cooking & Clean-up,1.91,18.40,5.03,0.00,1.08,1.90,0.83,33.2,1.29,2.54
"Pets, Home & Vehicles",4.66,20.06,13.36,0.00,1.59,4.33,3.03,33.2,3.44,5.89
Household Management,1.03,24.72,3.62,0.00,0.31,0.86,0.41,13.5,0.28,1.77
Shopping,1.75,18.13,4.53,0.00,1.20,0.14,0.51,25.0,1.18,2.31
Obtaining Services,0.09,21.87,0.27,0.00,0.02,0.02,0.06,2.2,,0.19
Travel for Household Activity,1.45,24.75,5.14,0.00,0.93,0.03,0.50,29.9,1.02,1.89
Household Production,12.58,20.24,36.38,0.00,6.07,8.63,6.09,66.8,10.44,14.73
Household Children,0.00,18.05,0.00,,0.00,0.00,0.00,0.0,,
Household Adults,0.78,17.91,2.00,0.00,0.47,0.24,0.30,10.0,0.34,1.23
Non-Household Members,1.12,18.09,2.89,0.00,0.86,0.82,0.15,10.4,0.50,1.74
Travel for Household Members,0.28,24.75,0.98,0.00,0.25,0.02,0.03,5.9,0.07,0.49
Travel for Non-Household Members,0.20,24.75,0.71,0.00,0.13,0.01,0.07,5.9,0.10,0.30
Caring and Helping,2.38,19.37,6.57,0.00,1.71,1.10,0.55,18.1,1.38,3.37
Eating & Drinking,8.31,18.25,21.67,0.01,6.27,7.09,1.93,96.6,7.32,9.30
Personal Health Care,2.26,17.95,5.80,0.00,0.64,1.44,1.40,25.7,1.24,3.28
Grooming,2.79,18.17,7.23,0.00,,,,52.0,2.36,3.21
Sleeping,66.57,18.58,176.68,,,,,100.0,64.39,68.75
"Private, Personal, or N/A",1.58,20.56,4.64,0.00,0.52,0.30,0.41,21.3,0.97,2.19
Personal Time,81.51,18.55,216.02,0.01,7.43,8.83,3.74,100.0,78.95,84.06
Socializing,4.87,20.35,14.15,0.00,4.09,3.17,0.21,34.9,3.55,6.18
Passive Leisure,57.97,17.40,144.07,0.09,33.86,57.48,23.46,96.3,54.36,61.57
Active Leisure,1.34,17.40,3.34,0.00,0.61,0.35,0.73,13.8,0.61,2.07
Attendance Leisure,0.18,17.40,0.45,0.00,0.18,0.00,0.00,1.7,,0.39
Religious Activities,1.56,23.41,5.20,0.06,1.02,0.49,0.28,10.8,1.04,2.07
Volunteering,0.54,23.41,1.80,0.00,0.05,0.14,0.32,2.9,0.11,0.97
Travel Related to Leisure,2.64,24.75,9.34,0.01,1.46,0.01,1.16,30.2,1.05,4.24
Leisure,69.09,18.07,178.35,0.16,41.28,61.63,26.16,98.4,65.73,72.45
Working at Job,2.25,0.00,0.00,0.00,0.03,0.67,1.01,4.0,0.51,4.00
Educational Activities,0.03,23.41,0.11,0.00,0.01,0.03,0.02,0.3,,0.09
Commuting to Work or School,0.16,24.75,0.56,0.00,0.02,0.00,0.12,3.1,,0.36
Work and Education,2.44,1.92,0.67,0.00,0.06,0.71,1.15,4.4,0.57,4.32
Total,168.00,18.25,437.99,0.17,56.56,80.89,37.69,,,
