time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,8.56,18.31,22.40,3.97,3.68,8.46,4.80,61.4,7.13,10.00
Food Cooking & Clean-up,8.71,18.40,22.90,5.00,4.23,8.58,4.43,82.9,7.65,9.77
"Pets, Home & Vehicles",1.36,20.06,3.91,0.58,0.70,1.23,0.61,18.9,0.88,1.85
Household Management,1.05,24.72,3.72,0.50,0.70,0.72,0.32,18.2,0.65,1.45
Shopping,2.83,18.13,7.33,1.39,2.12,0.06,0.66,40.5,2.26,3.39
Obtaining Services,0.08,21.87,0.24,0.02,0.03,0.04,0.04,2.4,0.01,0.15
Travel for Household Activity,1.92,24.75,6.79,0.85,1.41,0.01,0.49,43.0,1.55,2.29
Household Production,24.52,19.21,67.28,12.32,12.88,19.09,11.36,92.0,21.94,27.09
Household Children,14.23,18.05,36.69,,13.52,12.50,0.39,74.1,11.86,16.59
Household Adults,0.26,17.91,0.68,0.05,0.26,0.18,0.01,11.7,0.11,0.42
Non-Household Members,0.85,18.09,2.20,0.18,0.75,0.37,0.05,13.9,0.39,1.31
Travel for Household Members,1.59,24.75,5.62,0.05,1.15,0.04,0.39,32.8,1.16,2.02
Travel for Non-Household Members,0.33,24.75,1.18,0.07,0.24,0.00,0.08,9.7,0.16,0.51
Caring and Helping,17.27,18.80,46.37,0.34,15.92,13.09,0.93,78.5,14.71,19.82
Eating & Drinking,6.52,18.25,16.99,3.87,5.68,5.32,0.77,94.5,5.65,7.38
Personal Health Care,3.20,17.95,8.20,0.78,1.85,1.89,1.30,19.7,1.42,4.98
Grooming,4.01,18.17,10.42,1.45,,,,69.9,3.51,4.52
Sleeping,65.87,18.58,174.83,,,,,99.7,63.07,68.67
"Private, Personal, or N/A",2.25,20.56,6.60,1.30,0.86,0.90,0.49,29.0,1.34,3.16
Personal Time,81.85,18.56,217.04,7.40,8.38,8.11,2.56,100.0,78.34,85.35
Socializing,6.95,20.35,20.20,3.86,6.04,3.48,0.55,43.8,3.70,10.20
Passive Leisure,30.18,17.40,75.01,13.07,22.88,29.30,6.90,92.0,26.78,33.58
Active Leisure,0.71,17.40,1.76,0.29,0.39,0.36,0.29,7.6,0.37,1.04
Attendance Leisure,0.33,17.40,0.83,0.15,0.33,0.00,0.00,2.5,0.11,0.56
Religious Activities,1.07,23.41,3.58,0.63,0.80,0.17,0.07,8.1,0.63,1.51
Volunteering,0.67,23.41,2.25,0.24,0.38,0.13,0.12,4.2,0.26,1.08
Travel Related to Leisure,1.94,24.75,6.87,1.04,1.66,0.01,0.25,39.0,1.44,2.44
Leisure,41.85,18.48,110.49,19.27,32.48,33.46,8.19,96.6,37.89,45.81
Working at Job,1.94,20.48,5.66,0.10,0.54,0.08,0.30,5.2,0.74,3.13
Educational Activities,0.30,23.41,1.00,0.17,0.05,0.27,0.22,0.7,,0.97
Commuting to Work or School,0.28,24.75,1.00,0.08,0.06,0.00,0.22,5.0,0.10,0.47
Work and Education,2.52,21.31,7.67,0.35,0.66,0.34,0.73,6.2,0.98,4.06
Total,168.00,18.70,448.85,39.68,70.32,74.09,23.76,,,
