time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,1.07,18.31,2.79,0.00,0.60,1.03,0.44,12.8,0.89,1.25
Food Cooking & Clean-up,1.60,18.40,4.20,0.00,0.79,1.53,0.80,35.5,1.43,1.77
"Pets, Home & Vehicles",5.82,20.06,16.66,0.01,1.47,5.30,4.20,37.1,5.15,6.48
Household Management,1.13,24.72,3.99,0.00,0.51,0.84,0.58,20.1,0.95,1.31
Shopping,1.85,18.13,4.80,0.00,1.01,0.06,0.78,32.9,1.57,2.14
Obtaining Services,0.13,21.87,0.39,0.00,0.05,0.05,0.02,2.6,0.06,0.19
Travel for Household Activity,1.95,24.75,6.89,0.00,0.98,0.01,0.94,36.7,1.68,2.21
Household Production,13.54,20.54,39.73,0.01,5.41,8.82,7.75,73.2,12.77,14.30
Household Children,0.00,18.05,0.00,,0.00,0.00,0.00,0.0,,
Household Adults,0.34,17.91,0.88,0.00,0.26,0.18,0.06,5.6,0.17,0.52
Non-Household Members,0.97,18.09,2.50,0.00,0.76,0.40,0.10,9.6,0.76,1.18
Travel for Household Members,0.08,24.75,0.27,0.00,0.06,0.00,0.02,1.9,0.04,0.12
Travel for Non-Household Members,0.36,24.75,1.28,0.00,0.24,0.00,0.08,7.0,0.26,0.46
Caring and Helping,1.75,19.73,4.93,0.00,1.33,0.59,0.26,14.3,1.40,2.10
Eating & Drinking,9.00,18.25,23.47,0.00,5.66,5.54,2.42,96.7,8.75,9.25
Personal Health Care,0.90,17.95,2.30,0.00,0.49,0.50,0.35,7.9,0.58,1.21
Grooming,4.07,18.17,10.56,0.00,,,,77.3,3.91,4.22
Sleeping,57.03,18.58,151.38,,,,,99.9,56.25,57.81
"Private, Personal, or N/A",1.72,20.56,5.04,0.00,0.50,0.64,0.68,21.5,1.38,2.05
Personal Time,72.71,18.55,192.74,0.00,6.65,6.68,3.44,100.0,71.97,73.46
Socializing,3.36,20.35,9.77,0.00,2.75,1.54,0.09,30.8,3.00,3.72
Passive Leisure,26.76,17.40,66.50,0.00,16.93,25.38,9.57,93.5,25.85,27.66
Active Leisure,2.13,17.40,5.30,0.00,0.71,0.42,0.93,19.2,1.83,2.43
Attendance Leisure,0.59,17.40,1.46,0.00,0.37,0.02,0.14,3.2,0.41,0.76
Religious Activities,1.17,23.41,3.91,0.00,0.78,0.33,0.22,9.1,0.87,1.47
Volunteering,0.70,23.41,2.34,0.00,0.17,0.17,0.22,5.3,0.53,0.87
Travel Related to Leisure,2.88,24.75,10.18,0.00,1.52,0.07,1.25,46.2,2.46,3.30
Leisure,37.58,18.52,99.45,0.00,23.22,27.93,12.41,97.8,36.32,38.84
Working at Job,38.80,37.86,209.88,0.00,1.15,5.12,11.08,68.0,37.07,40.53
Educational Activities,0.07,23.41,0.24,0.00,0.00,0.03,0.07,0.2,,0.15
Commuting to Work or School,3.55,24.75,12.54,0.00,0.11,0.03,3.22,54.3,3.11,3.98
Work and Education,42.42,36.74,222.66,0.00,1.25,5.18,14.37,68.9,40.70,44.14
Total,168.00,23.31,559.50,0.01,37.87,49.20,38.24,,,
