time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,8.48,18.31,22.19,0.00,2.18,8.41,6.30,65.7,7.55,9.42
Food Cooking & Clean-up,7.82,18.40,20.56,0.00,3.41,7.70,4.27,81.7,7.21,8.44
"Pets, Home & Vehicles",2.81,20.06,8.05,0.00,1.20,2.42,1.57,34.5,2.27,3.35
Household Management,1.56,24.72,5.52,0.00,0.63,1.31,0.90,32.6,1.24,1.89
Shopping,4.30,18.13,11.14,0.00,2.40,0.10,1.73,55.0,3.82,4.78
Obtaining Services,0.16,21.87,0.49,0.00,0.05,0.09,0.07,5.3,0.07,0.24
Travel for Household Activity,2.91,24.75,10.29,0.00,1.52,0.02,1.31,58.0,2.63,3.19
Household Production,28.05,19.53,78.24,0.00,11.39,20.05,16.14,96.2,26.52,29.57
Household Children,3.48,18.05,8.96,,3.10,1.86,0.30,49.5,2.98,3.98
Household Adults,0.15,17.91,0.40,0.00,0.11,0.12,0.03,8.2,0.09,0.22
Non-Household Members,0.90,18.09,2.33,0.00,0.63,0.29,0.18,14.9,0.52,1.29
Travel for Household Members,1.68,24.75,5.92,0.00,1.08,0.02,0.58,32.8,1.41,1.94
Travel for Non-Household Members,0.39,24.75,1.38,0.00,0.26,0.00,0.11,12.2,0.28,0.50
Caring and Helping,6.60,20.15,18.99,0.00,5.18,2.29,1.19,58.5,5.92,7.28
Eating & Drinking,7.40,18.25,19.29,0.00,5.30,4.86,1.34,97.2,7.01,7.79
Personal Health Care,0.83,17.95,2.12,0.00,0.20,0.39,0.42,8.2,0.52,1.13
Grooming,5.31,18.17,13.78,0.00,,,,84.4,5.00,5.61
Sleeping,58.90,18.58,156.33,,,,,99.6,57.87,59.93
"Private, Personal, or N/A",2.04,20.56,5.98,0.00,0.50,0.65,0.68,29.6,1.67,2.41
Personal Time,74.47,18.56,197.50,0.00,6.00,5.90,2.44,100.0,73.25,75.68
Socializing,5.91,20.35,17.18,0.00,4.53,3.15,0.38,50.5,5.16,6.65
Passive Leisure,20.47,17.40,50.87,0.00,12.89,19.59,7.22,91.5,19.03,21.90
Active Leisure,1.85,17.40,4.59,0.00,0.86,0.54,0.64,20.5,1.42,2.27
Attendance Leisure,1.08,17.40,2.69,0.00,0.87,0.07,0.08,6.8,0.77,1.40
Religious Activities,1.18,23.41,3.96,0.00,0.77,0.28,0.25,11.0,0.86,1.51
Volunteering,1.76,23.41,5.87,0.00,0.80,0.64,0.61,12.9,1.31,2.20
Travel Related to Leisure,2.96,24.75,10.45,0.00,2.13,0.01,0.69,52.7,2.44,3.47
Leisure,35.20,19.01,95.62,0.00,22.85,24.28,9.88,99.4,33.60,36.81
Working at Job,21.21,20.00,60.61,0.00,0.52,2.54,2.67,54.3,19.12,23.30
Educational Activities,0.73,23.41,2.43,0.00,0.12,0.28,0.20,1.8,,1.49
Commuting to Work or School,1.75,24.75,6.18,0.00,0.17,0.02,1.53,44.7,1.48,2.01
Work and Education,23.68,20.46,69.22,0.00,0.81,2.83,4.40,56.5,21.36,26.01
Total,168.00,19.15,459.57,0.00,46.23,55.35,34.05,,,
