time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,4.44,18.31,11.61,0.01,1.37,4.39,3.06,42.2,3.69,5.19
Food Cooking & Clean-up,4.90,18.40,12.88,0.00,2.21,4.85,2.67,67.5,4.20,5.60
"Pets, Home & Vehicles",2.48,20.06,7.12,0.00,0.78,2.26,1.71,33.5,1.97,3.00
Household Management,1.17,24.72,4.13,0.00,0.50,1.02,0.62,25.1,0.53,1.81
Shopping,2.32,18.13,6.00,0.00,1.04,0.09,1.13,40.9,1.86,2.77
Obtaining Services,0.09,21.87,0.29,0.00,0.01,0.06,0.03,1.2,,0.29
Travel for Household Activity,1.88,24.75,6.64,0.00,0.78,0.01,1.02,43.8,1.53,2.23
Household Production,17.28,19.72,48.66,0.01,6.69,12.66,10.24,89.5,15.70,18.85
Household Children,0.00,18.05,0.00,,0.00,0.00,0.00,0.0,,
Household Adults,0.30,17.91,0.78,0.00,0.24,0.18,0.02,7.1,0.13,0.47
Non-Household Members,1.29,18.09,3.34,0.00,1.05,0.65,0.09,14.4,0.67,1.92
Travel for Household Members,0.14,24.75,0.51,0.00,0.12,0.00,0.03,3.5,,0.32
Travel for Non-Household Members,0.48,24.75,1.71,0.00,0.22,0.00,0.20,11.2,0.31,0.65
Caring and Helping,2.22,19.94,6.33,0.00,1.63,0.84,0.34,20.4,1.58,2.87
Eating & Drinking,7.48,18.25,19.51,0.00,4.75,4.65,1.70,95.4,6.82,8.15
Personal Health Care,1.34,17.95,3.45,0.00,0.24,0.69,0.91,12.6,0.60,2.09
Grooming,5.78,18.17,15.00,0.00,,,,87.5,5.44,6.12
Sleeping,58.52,18.58,155.33,,,,,100.0,57.01,60.04
"Private, Personal, or N/A",2.24,20.56,6.59,0.00,1.06,1.17,0.66,22.6,1.25,3.24
Personal Time,75.37,18.56,199.88,0.00,6.05,6.52,3.27,100.0,73.58,77.16
Socializing,4.71,20.35,13.69,0.00,3.64,2.17,0.35,40.8,3.75,5.66
Passive Leisure,21.29,17.40,52.91,0.00,14.00,20.24,6.77,90.9,19.30,23.28
Active Leisure,1.09,17.40,2.70,0.00,0.48,0.22,0.49,14.1,0.60,1.57
Attendance Leisure,0.78,17.40,1.94,0.00,0.66,0.03,0.07,3.1,0.29,1.27
Religious Activities,0.93,23.41,3.12,0.00,0.51,0.22,0.23,7.9,0.60,1.26
Volunteering,0.82,23.41,2.75,0.00,0.29,0.27,0.20,5.0,0.36,1.28
Travel Related to Leisure,2.42,24.75,8.56,0.00,1.54,0.01,0.72,42.7,1.79,3.05
Leisure,32.04,18.72,85.66,0.00,21.12,23.15,8.83,97.0,29.93,34.15
Working at Job,37.76,28.52,153.85,0.00,0.84,4.95,7.04,67.2,35.06,40.47
Educational Activities,0.40,23.41,1.33,0.00,0.00,0.40,0.40,2.0,0.03,0.77
Commuting to Work or School,2.93,24.75,10.37,0.00,0.44,0.01,2.36,56.3,2.34,3.52
Work and Education,41.09,28.20,165.55,0.00,1.28,5.36,9.79,68.3,38.08,44.10
Total,168.00,21.09,506.07,0.01,36.78,48.52,32.47,,,
