time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,7.83,18.31,20.49,0.00,2.00,7.62,5.72,60.0,6.25,9.41
Food Cooking & Clean-up,6.13,18.40,16.12,0.00,2.39,6.00,3.62,74.3,5.51,6.75
"Pets, Home & Vehicles",3.52,20.06,10.08,0.00,1.16,3.07,2.34,39.0,2.88,4.16
Household Management,2.21,24.72,7.80,0.00,1.02,1.84,1.16,34.5,1.55,2.87
Shopping,3.40,18.13,8.80,0.00,1.39,0.09,1.78,47.5,2.94,3.85
Obtaining Services,0.32,21.87,1.00,0.00,0.11,0.12,0.08,6.2,0.16,0.48
Travel for Household Activity,2.41,24.75,8.52,0.00,1.09,0.01,1.25,52.7,2.00,2.82
Household Production,25.82,19.74,72.81,0.00,9.16,18.74,15.95,95.5,23.36,28.28
Household Children,0.00,18.05,0.00,,0.00,0.00,0.00,0.0,,
Household Adults,0.57,17.91,1.47,0.00,0.53,0.45,0.03,9.6,0.17,0.98
Non-Household Members,2.03,18.09,5.25,0.00,1.74,0.67,0.10,19.2,1.31,2.76
Travel for Household Members,0.18,24.75,0.65,0.00,0.11,0.01,0.07,4.0,0.08,0.29
Travel for Non-Household Members,0.61,24.75,2.15,0.00,0.29,0.02,0.24,14.9,0.40,0.81
Caring and Helping,3.40,19.61,9.52,0.00,2.67,1.15,0.43,26.4,2.34,4.46
Eating & Drinking,7.89,18.25,20.58,0.00,5.73,4.88,1.39,97.8,7.42,8.37
Personal Health Care,1.35,17.95,3.47,0.00,0.57,0.87,0.57,11.8,0.58,2.13
Grooming,5.71,18.17,14.83,0.00,,,,86.4,5.35,6.07
Sleeping,60.20,18.58,159.79,,,,,100.0,58.99,61.42
"Private, Personal, or N/A",2.04,20.56,5.99,0.00,0.52,0.73,0.58,28.9,1.60,2.48
Personal Time,77.20,18.56,204.66,0.00,6.82,6.49,2.53,100.0,75.79,78.61
Socializing,6.08,20.35,17.67,0.00,4.59,2.95,0.52,52.2,5.29,6.86
Passive Leisure,23.12,17.40,57.47,0.00,14.02,22.19,8.93,91.4,21.49,24.76
Active Leisure,2.08,17.40,5.16,0.00,0.94,0.68,0.72,21.4,1.59,2.56
Attendance Leisure,0.90,17.40,2.23,0.00,0.79,0.08,0.06,5.5,0.60,1.19
Religious Activities,1.00,23.41,3.35,0.00,0.55,0.24,0.30,9.1,0.77,1.23
Volunteering,1.24,23.41,4.13,0.00,0.42,0.43,0.32,8.7,0.81,1.66
Travel Related to Leisure,3.23,24.75,11.44,0.00,2.27,0.03,0.77,52.6,2.68,3.79
Leisure,37.64,18.86,101.45,0.00,23.57,26.60,11.63,98.3,35.92,39.37
Working at Job,21.92,19.93,62.41,0.00,0.67,3.60,3.17,52.8,19.54,24.30
Educational Activities,0.34,23.41,1.13,0.00,0.00,0.16,0.29,1.1,,0.70
Commuting to Work or School,1.68,24.75,5.93,0.00,0.17,0.01,1.43,41.7,1.31,2.04
Work and Education,23.94,20.32,69.46,0.00,0.85,3.77,4.89,54.2,21.34,26.53
Total,168.00,19.08,457.90,0.00,43.07,56.75,35.44,,,
