time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,6.99,18.31,18.29,0.05,1.35,6.81,5.56,57.5,5.83,8.16
Food Cooking & Clean-up,5.12,18.40,13.44,0.03,2.06,4.98,2.93,71.0,4.44,5.79
"Pets, Home & Vehicles",3.92,20.06,11.24,0.00,1.28,3.34,2.62,43.0,3.07,4.78
Household Management,2.07,24.72,7.31,0.00,0.73,1.65,1.33,37.3,1.50,2.64
Shopping,3.83,18.13,9.93,0.00,1.47,0.12,2.09,49.0,3.17,4.50
Obtaining Services,0.43,21.87,1.36,0.00,0.18,0.14,0.14,7.2,0.10,0.77
Travel for Household Activity,2.38,24.75,8.40,0.00,0.89,0.02,1.39,53.2,1.97,2.79
Household Production,24.74,19.80,69.98,0.08,7.96,17.05,16.06,95.7,22.27,27.22
Household Children,0.11,18.05,0.30,,0.10,0.10,0.01,0.7,,0.25
Household Adults,0.45,17.91,1.16,0.01,0.42,0.38,0.03,6.7,,1.05
Non-Household Members,2.56,18.09,6.61,0.00,2.12,0.79,0.14,19.4,1.55,3.57
Travel for Household Members,0.17,24.75,0.62,0.00,0.11,0.00,0.07,4.0,0.03,0.32
Travel for Non-Household Members,0.56,24.75,1.99,0.00,0.28,0.01,0.20,15.4,0.37,0.75
Caring and Helping,3.87,19.34,10.68,0.01,3.02,1.27,0.45,25.0,2.52,5.21
Eating & Drinking,7.74,18.25,20.17,0.02,5.30,4.55,1.52,97.5,7.11,8.36
Personal Health Care,1.76,17.95,4.51,0.00,0.92,1.26,0.66,13.5,0.32,3.20
Grooming,5.81,18.17,15.08,0.00,,,,86.5,5.31,6.30
Sleeping,60.02,18.58,159.31,,,,,100.0,58.11,61.93
"Private, Personal, or N/A",1.81,20.56,5.32,0.00,0.33,0.52,0.68,25.3,1.27,2.36
Personal Time,77.14,18.55,204.39,0.02,6.56,6.33,2.87,100.0,74.97,79.30
Socializing,6.11,20.35,17.75,0.01,4.48,3.01,0.56,52.5,5.03,7.18
Passive Leisure,22.39,17.40,55.65,0.12,13.28,21.58,8.90,89.7,20.53,24.26
Active Leisure,2.48,17.40,6.16,0.00,1.21,0.86,0.87,24.2,1.58,3.38
Attendance Leisure,0.74,17.40,1.85,0.00,0.56,0.08,0.13,4.7,0.41,1.08
Religious Activities,1.35,23.41,4.50,0.00,0.69,0.39,0.49,11.4,0.95,1.74
Volunteering,1.10,23.41,3.67,0.00,0.29,0.51,0.49,7.3,0.40,1.80
Travel Related to Leisure,3.30,24.75,11.66,0.00,2.15,0.02,1.00,52.8,2.46,4.14
Leisure,37.46,18.92,101.24,0.14,22.67,26.44,12.45,98.5,34.89,40.03
Working at Job,22.78,21.38,69.57,0.00,0.82,3.98,3.87,56.3,19.73,25.83
Educational Activities,0.18,23.41,0.59,0.00,0.01,0.13,0.17,1.1,,0.43
Commuting to Work or School,1.84,24.75,6.50,0.00,0.09,0.01,1.68,42.3,1.34,2.34
Work and Education,24.79,21.64,76.66,0.00,0.91,4.11,5.72,57.4,21.53,28.06
Total,168.00,19.29,462.94,0.25,41.12,55.21,37.55,,,
