time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,7.55,18.31,19.75,0.02,1.53,7.34,5.89,52.5,6.21,8.89
Food Cooking & Clean-up,7.15,18.40,18.78,0.03,2.15,7.08,4.95,71.3,6.33,7.96
"Pets, Home & Vehicles",2.68,20.06,7.67,0.00,0.77,2.40,1.86,29.3,1.99,3.36
Household Management,1.25,24.72,4.42,0.00,0.41,1.07,0.82,24.5,0.94,1.57
Shopping,2.50,18.13,6.48,0.01,1.32,0.23,0.84,29.8,2.01,2.99
Obtaining Services,0.12,21.87,0.36,0.00,0.05,0.08,0.04,2.7,0.02,0.21
Travel for Household Activity,1.72,24.75,6.08,0.00,1.01,0.03,0.56,32.3,1.40,2.03
Household Production,22.96,19.37,63.55,0.06,7.24,18.23,14.96,87.9,20.68,25.25
Household Children,0.14,18.05,0.37,,0.14,0.09,0.00,0.8,,0.31
Household Adults,0.39,17.91,1.01,0.00,0.33,0.33,0.05,6.6,0.03,0.76
Non-Household Members,2.01,18.09,5.19,0.02,1.60,0.56,0.21,15.6,1.29,2.73
Travel for Household Members,0.11,24.75,0.38,0.00,0.10,0.00,0.01,2.3,0.03,0.19
Travel for Non-Household Members,0.50,24.75,1.77,0.02,0.34,0.01,0.12,11.9,0.34,0.67
Caring and Helping,3.15,19.35,8.72,0.04,2.51,0.99,0.39,22.0,2.26,4.05
Eating & Drinking,7.40,18.25,19.29,0.04,5.48,6.27,1.70,95.8,6.76,8.04
Personal Health Care,5.12,17.95,13.12,0.00,1.83,3.85,2.83,39.7,3.70,6.54
Grooming,4.39,18.17,11.40,0.05,,,,72.8,3.83,4.95
Sleeping,67.52,18.58,179.20,,,,,99.4,65.45,69.58
"Private, Personal, or N/A",2.10,20.56,6.17,0.01,0.60,0.70,0.61,26.0,1.55,2.66
Personal Time,86.53,18.54,229.19,0.09,7.91,10.81,5.14,100.0,84.21,88.84
Socializing,6.36,20.35,18.50,0.00,4.86,4.33,1.10,46.6,5.41,7.31
Passive Leisure,42.95,17.40,106.74,0.08,21.12,41.51,21.04,96.6,40.60,45.29
Active Leisure,0.95,17.40,2.35,0.00,0.45,0.47,0.42,9.9,0.59,1.31
Attendance Leisure,0.32,17.40,0.79,0.00,0.19,0.07,0.09,1.8,0.08,0.56
Religious Activities,1.47,23.41,4.92,0.00,0.68,0.73,0.63,12.7,1.10,1.85
Volunteering,0.67,23.41,2.25,0.00,0.23,0.28,0.21,4.3,0.32,1.02
Travel Related to Leisure,1.62,24.75,5.74,0.00,1.07,0.04,0.38,31.5,1.29,1.95
Leisure,54.35,18.20,141.31,0.08,28.60,47.43,23.86,98.5,51.75,56.94
Working at Job,0.63,0.00,0.00,0.01,0.07,0.14,0.18,2.3,0.19,1.08
Educational Activities,0.30,23.41,0.99,0.00,0.09,0.24,0.21,0.5,,0.73
Commuting to Work or School,0.08,24.75,0.28,0.00,0.02,0.00,0.04,2.2,0.01,0.15
Work and Education,1.01,8.84,1.27,0.01,0.18,0.38,0.43,3.2,0.34,1.67
Total,168.00,18.50,444.04,0.28,46.45,77.85,44.77,,,
