time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,2.51,18.31,6.56,0.00,0.15,2.41,1.99,24.9,1.78,3.24
Food Cooking & Clean-up,2.86,18.40,7.51,0.00,0.30,2.75,2.32,51.0,2.62,3.09
"Pets, Home & Vehicles",2.90,20.06,8.31,0.00,0.31,2.49,2.31,23.5,2.20,3.60
Household Management,0.76,24.72,2.69,0.00,0.07,0.59,0.59,15.8,0.56,0.96
Shopping,1.44,18.13,3.74,0.00,0.29,0.10,0.82,30.2,1.28,1.60
Obtaining Services,0.12,21.87,0.37,0.00,0.03,0.07,0.05,2.4,0.06,0.17
Travel for Household Activity,1.46,24.75,5.16,0.00,0.29,0.02,0.91,32.9,1.28,1.63
Household Production,12.05,19.95,34.33,0.01,1.44,8.43,8.99,76.5,10.39,13.70
Household Children,0.02,18.05,0.05,,0.00,0.02,0.00,0.1,,0.06
Household Adults,0.26,17.91,0.66,0.00,0.19,0.22,0.05,3.2,0.05,0.47
Non-Household Members,0.90,18.09,2.32,0.00,0.53,0.30,0.12,9.0,0.65,1.15
Travel for Household Members,0.04,24.75,0.14,0.00,0.02,0.00,0.01,1.0,0.01,0.06
Travel for Non-Household Members,0.33,24.75,1.17,0.00,0.07,0.00,0.19,6.7,0.25,0.41
Caring and Helping,1.54,19.65,4.33,0.00,0.81,0.53,0.36,12.2,1.22,1.87
Eating & Drinking,5.97,18.25,15.56,0.00,1.25,4.87,3.67,93.2,5.53,6.41
Personal Health Care,3.17,17.95,8.13,0.00,0.14,1.63,2.37,27.9,2.56,3.78
Grooming,3.14,18.17,8.15,0.00,,,,59.0,2.93,3.35
Sleeping,69.30,18.58,183.94,,,,,99.5,68.13,70.47
"Private, Personal, or N/A",2.11,20.56,6.21,0.00,0.28,0.64,0.98,21.4,1.69,2.54
Personal Time,83.69,18.57,221.99,0.00,1.67,7.14,7.02,100.0,82.30,85.09
Socializing,5.54,20.35,16.11,0.01,2.23,2.35,0.77,33.5,4.66,6.43
Passive Leisure,56.36,17.40,140.07,0.01,5.63,53.89,45.57,97.0,54.77,57.94
Active Leisure,2.02,17.40,5.02,0.01,0.26,0.53,1.20,16.0,1.55,2.48
Attendance Leisure,0.47,17.40,1.16,0.01,0.08,0.03,0.20,2.1,0.24,0.70
Religious Activities,0.74,23.41,2.49,0.00,0.09,0.33,0.44,6.5,0.49,1.00
Volunteering,0.44,23.41,1.45,0.00,0.01,0.10,0.15,2.0,0.20,0.67
Travel Related to Leisure,2.03,24.75,7.18,0.00,0.44,0.03,1.17,35.4,1.63,2.43
Leisure,67.59,17.97,173.48,0.04,8.75,57.26,49.49,98.7,65.98,69.21
Working at Job,2.24,15.65,5.02,0.00,0.09,0.39,0.27,4.2,1.44,3.04
Educational Activities,0.50,23.41,1.66,0.00,0.01,0.37,0.35,1.6,0.24,0.75
Commuting to Work or School,0.38,24.75,1.36,0.00,0.02,0.00,0.28,5.3,0.28,0.49
Work and Education,3.13,18.00,8.04,0.00,0.12,0.76,0.90,7.3,2.27,3.98
Total,168.00,18.42,442.17,0.05,12.79,74.13,66.76,,,
