time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,1.61,18.31,4.22,0.03,0.74,1.57,0.86,18.4,1.49,1.73
Food Cooking & Clean-up,2.28,18.40,6.00,0.05,1.28,2.21,0.98,44.9,2.15,2.42
"Pets, Home & Vehicles",5.18,20.06,14.83,0.06,1.39,4.56,3.68,41.0,4.89,5.46
Household Management,1.03,24.72,3.64,0.02,0.52,0.80,0.48,20.2,0.91,1.15
Shopping,1.99,18.13,5.16,0.02,1.16,0.07,0.75,36.7,1.87,2.11
Obtaining Services,0.14,21.87,0.42,0.00,0.05,0.05,0.05,2.7,0.10,0.17
Travel for Household Activity,2.05,24.75,7.25,0.03,1.04,0.02,0.97,40.7,1.93,2.17
Household Production,14.28,20.35,41.52,0.20,6.17,9.28,7.77,80.4,13.92,14.64
Household Children,0.32,18.05,0.82,,0.31,0.29,0.00,1.9,0.22,0.42
Household Adults,0.13,17.91,0.32,0.00,0.09,0.05,0.04,5.3,0.10,0.16
Non-Household Members,0.86,18.09,2.23,0.01,0.63,0.24,0.09,8.5,0.72,1.00
Travel for Household Members,0.16,24.75,0.56,0.00,0.10,0.00,0.06,3.9,0.12,0.19
Travel for Non-Household Members,0.32,24.75,1.14,0.00,0.14,0.00,0.13,6.7,0.27,0.38
Caring and Helping,1.79,19.86,5.08,0.01,1.28,0.58,0.32,15.0,1.59,1.99
Eating & Drinking,8.36,18.25,21.80,0.12,5.01,4.68,2.18,96.2,8.13,8.60
Personal Health Care,0.56,17.95,1.44,0.00,0.17,0.31,0.32,5.6,0.43,0.69
Grooming,4.12,18.17,10.71,0.04,,,,80.7,4.03,4.21
Sleeping,57.46,18.58,152.51,,,,,99.9,56.85,58.07
"Private, Personal, or N/A",1.43,20.56,4.19,0.03,0.37,0.54,0.59,18.9,1.30,1.56
Personal Time,71.94,18.55,190.65,0.19,5.54,5.52,3.08,100.0,71.35,72.52
Socializing,4.08,20.35,11.85,0.08,3.30,1.74,0.15,34.5,3.85,4.30
Passive Leisure,23.42,17.40,58.22,0.29,13.95,22.02,9.01,91.8,22.75,24.10
Active Leisure,2.57,17.40,6.38,0.03,0.84,0.42,1.09,21.4,2.36,2.77
Attendance Leisure,0.76,17.40,1.89,0.01,0.57,0.03,0.06,4.0,0.61,0.92
Religious Activities,0.55,23.41,1.83,0.01,0.37,0.10,0.12,5.1,0.46,0.63
Volunteering,0.71,23.41,2.38,0.00,0.24,0.16,0.17,5.1,0.61,0.81
Travel Related to Leisure,2.76,24.75,9.77,0.02,1.56,0.03,1.02,49.5,2.45,3.08
Leisure,34.85,18.54,92.31,0.44,20.83,24.50,11.63,97.2,34.26,35.44
Working at Job,41.40,35.65,210.86,0.07,1.35,5.71,9.51,72.2,40.57,42.24
Educational Activities,0.29,23.41,0.98,0.00,0.07,0.19,0.17,1.3,0.22,0.37
Commuting to Work or School,3.45,24.75,12.20,0.00,0.23,0.04,3.07,58.6,3.28,3.62
Work and Education,45.15,34.74,224.04,0.07,1.65,5.94,12.76,73.0,44.24,46.06
Total,168.00,23.07,553.60,0.92,35.48,45.82,35.56,,,
