time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,1.89,18.31,4.95,0.01,1.03,1.88,0.86,17.9,1.23,2.55
Food Cooking & Clean-up,2.33,18.40,6.11,0.05,1.34,2.28,0.98,41.8,1.92,2.73
"Pets, Home & Vehicles",7.44,20.06,21.33,0.02,1.79,6.84,5.55,43.0,6.38,8.50
Household Management,1.62,24.72,5.73,0.00,0.56,1.40,1.04,27.2,1.22,2.02
Shopping,2.20,18.13,5.69,0.00,1.08,0.15,0.99,36.6,1.84,2.56
Obtaining Services,0.22,21.87,0.69,0.00,0.05,0.13,0.07,4.0,0.10,0.34
Travel for Household Activity,2.07,24.75,7.33,0.00,1.05,0.01,0.95,42.7,1.74,2.40
Household Production,17.77,20.41,51.83,0.08,6.90,12.70,10.44,82.9,16.36,19.19
Household Children,0.15,18.05,0.39,,0.15,0.15,0.00,0.6,,0.44
Household Adults,0.32,17.91,0.81,0.00,0.22,0.16,0.10,5.9,0.14,0.50
Non-Household Members,1.74,18.09,4.49,0.00,1.29,0.66,0.23,14.2,1.15,2.32
Travel for Household Members,0.16,24.75,0.56,0.00,0.13,0.01,0.03,3.7,0.07,0.25
Travel for Non-Household Members,0.53,24.75,1.87,0.00,0.27,0.01,0.21,11.3,0.29,0.77
Caring and Helping,2.89,19.65,8.12,0.00,2.05,0.97,0.57,20.1,2.15,3.63
Eating & Drinking,10.10,18.25,26.34,0.02,7.61,7.41,1.84,97.6,9.64,10.57
Personal Health Care,0.93,17.95,2.39,0.00,0.44,0.46,0.41,10.4,0.54,1.33
Grooming,3.79,18.17,9.84,0.01,,,,70.9,3.49,4.09
Sleeping,61.13,18.58,162.26,,,,,100.0,59.78,62.48
"Private, Personal, or N/A",1.79,20.56,5.27,0.00,0.36,0.70,0.70,23.3,1.39,2.20
Personal Time,77.75,18.55,206.10,0.03,8.41,8.57,2.96,100.0,76.14,79.37
Socializing,4.03,20.35,11.72,0.00,3.05,1.71,0.23,33.1,3.33,4.74
Passive Leisure,35.98,17.40,89.42,0.15,22.35,34.97,13.34,96.2,34.14,37.81
Active Leisure,2.55,17.40,6.33,0.00,0.68,0.62,1.00,21.2,1.97,3.12
Attendance Leisure,0.59,17.40,1.47,0.00,0.46,0.01,0.10,3.3,0.34,0.84
Religious Activities,1.38,23.41,4.61,0.00,0.84,0.32,0.36,11.5,1.08,1.67
Volunteering,1.89,23.41,6.30,0.00,0.45,0.55,0.61,11.1,1.33,2.44
Travel Related to Leisure,3.15,24.75,11.14,0.00,1.97,0.04,1.07,50.6,2.51,3.79
Leisure,49.56,18.50,130.99,0.15,29.81,38.23,16.71,98.8,47.67,51.45
Working at Job,17.63,21.98,55.35,0.00,0.61,4.03,6.04,49.0,15.62,19.64
Educational Activities,0.63,23.41,2.12,0.00,0.20,0.54,0.43,1.7,,1.30
Commuting to Work or School,1.76,24.75,6.21,0.00,0.12,0.01,1.59,34.7,1.42,2.10
Work and Education,20.02,22.27,63.68,0.00,0.92,4.58,8.05,50.4,17.88,22.16
Total,168.00,19.20,460.72,0.27,48.11,65.05,38.72,,,
