time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,6.25,18.31,16.36,0.01,0.10,6.02,6.01,55.6,5.15,7.36
Food Cooking & Clean-up,4.72,18.40,12.39,0.03,0.58,4.33,3.93,70.1,4.11,5.32
"Pets, Home & Vehicles",5.08,20.06,14.56,0.00,0.15,4.43,4.84,43.6,4.17,5.99
Household Management,2.40,24.72,8.49,0.00,0.13,2.00,2.12,37.5,1.85,2.96
Shopping,3.08,18.13,7.98,0.03,0.53,0.09,1.96,42.8,2.58,3.58
Obtaining Services,0.44,21.87,1.38,0.00,0.01,0.31,0.31,6.6,0.05,0.83
Travel for Household Activity,2.57,24.75,9.09,0.01,0.40,0.04,1.78,48.8,2.12,3.02
Household Production,24.55,20.03,70.25,0.08,1.90,17.23,20.94,93.9,22.43,26.67
Household Children,0.06,18.05,0.16,,0.06,0.06,0.00,0.3,,0.16
Household Adults,0.02,17.91,0.06,0.00,0.02,0.02,0.00,0.7,,0.07
Non-Household Members,2.95,18.09,7.61,0.00,2.27,1.32,0.16,21.9,1.59,4.30
Travel for Household Members,0.02,24.75,0.08,0.00,0.02,0.00,0.01,0.6,,0.05
Travel for Non-Household Members,0.76,24.75,2.70,0.00,0.27,0.01,0.32,16.2,0.45,1.08
Caring and Helping,3.82,19.46,10.61,0.00,2.64,1.40,0.49,22.4,2.36,5.28
Eating & Drinking,7.35,18.25,19.15,0.01,1.47,5.17,4.43,95.4,6.76,7.94
Personal Health Care,2.38,17.95,6.09,0.00,0.31,1.19,1.85,24.6,1.38,3.37
Grooming,5.13,18.17,13.31,0.00,,,,77.9,4.60,5.66
Sleeping,61.91,18.58,164.31,,,,,99.9,60.09,63.72
"Private, Personal, or N/A",3.36,20.56,9.86,0.00,0.30,1.43,2.04,35.3,2.36,4.35
Personal Time,80.11,18.59,212.73,0.02,2.08,7.79,8.32,100.0,78.00,82.23
Socializing,7.83,20.35,22.77,0.01,3.48,3.61,1.98,54.7,6.56,9.11
Passive Leisure,40.76,17.40,101.30,0.06,2.59,38.77,36.55,95.2,37.78,43.74
Active Leisure,1.86,17.40,4.62,0.00,0.31,0.62,1.02,18.7,1.31,2.41
Attendance Leisure,0.70,17.40,1.75,0.00,0.07,0.00,0.13,4.6,0.38,1.03
Religious Activities,1.82,23.41,6.10,0.01,0.21,0.65,1.01,15.8,1.30,2.34
Volunteering,1.75,23.41,5.86,0.00,0.07,0.53,0.72,7.0,0.96,2.54
Travel Related to Leisure,2.91,24.75,10.30,0.00,0.47,0.02,1.65,48.8,2.15,3.67
Leisure,57.64,18.54,152.69,0.09,7.20,44.19,43.07,99.7,54.03,61.25
Working at Job,1.62,16.82,3.89,0.00,0.00,0.18,0.44,4.1,0.74,2.50
Educational Activities,0.13,23.41,0.45,0.00,0.00,0.05,0.06,0.7,,0.27
Commuting to Work or School,0.13,24.75,0.45,0.00,0.00,0.00,0.11,3.9,0.06,0.19
Work and Education,1.88,17.83,4.79,0.00,0.00,0.23,0.61,5.5,0.96,2.81
Total,168.00,18.79,451.08,0.18,13.83,70.84,73.43,,,
