time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,6.40,18.31,16.73,0.01,0.18,6.21,6.15,54.5,5.73,7.06
Food Cooking & Clean-up,4.30,18.40,11.30,0.01,0.37,4.03,3.73,70.5,3.85,4.75
"Pets, Home & Vehicles",4.38,20.06,12.56,0.00,0.17,3.84,3.89,43.1,3.77,5.00
Household Management,2.41,24.72,8.50,0.01,0.09,2.01,2.08,38.5,2.07,2.74
Shopping,3.29,18.13,8.53,0.00,0.50,0.14,2.36,45.7,2.92,3.67
Obtaining Services,0.19,21.87,0.59,0.00,0.02,0.12,0.09,4.7,0.13,0.25
Travel for Household Activity,2.44,24.75,8.61,0.00,0.27,0.04,1.94,51.4,2.20,2.67
Household Production,23.41,19.99,66.84,0.03,1.59,16.39,20.23,94.2,22.38,24.43
Household Children,0.01,18.05,0.02,,0.01,0.01,0.00,0.2,,0.02
Household Adults,0.02,17.91,0.06,0.00,0.02,0.02,0.00,0.1,,0.06
Non-Household Members,2.35,18.09,6.06,0.01,1.66,0.76,0.21,20.2,1.84,2.85
Travel for Household Members,0.01,24.75,0.03,0.00,0.00,0.00,0.01,0.2,,0.02
Travel for Non-Household Members,0.71,24.75,2.51,0.00,0.20,0.01,0.37,16.5,0.55,0.87
Caring and Helping,3.10,19.63,8.68,0.01,1.90,0.79,0.59,20.5,2.57,3.63
Eating & Drinking,7.66,18.25,19.97,0.00,1.19,5.14,4.91,95.6,7.23,8.09
Personal Health Care,0.98,17.95,2.52,0.00,0.04,0.41,0.73,18.8,0.77,1.19
Grooming,5.76,18.17,14.95,0.00,,,,85.1,5.43,6.09
Sleeping,60.54,18.58,160.69,,,,,99.9,59.13,61.95
"Private, Personal, or N/A",2.54,20.56,7.46,0.00,0.16,1.05,1.35,32.1,2.26,2.82
Personal Time,77.48,18.57,205.59,0.01,1.38,6.59,6.99,100.0,76.48,78.48
Socializing,5.77,20.35,16.78,0.02,2.25,2.61,1.46,48.9,5.12,6.42
Passive Leisure,30.88,17.40,76.75,0.03,1.38,29.22,28.01,95.3,29.44,32.32
Active Leisure,1.75,17.40,4.36,0.00,0.16,0.51,1.09,19.5,1.49,2.02
Attendance Leisure,0.69,17.40,1.71,0.00,0.20,0.02,0.12,4.1,0.49,0.89
Religious Activities,1.48,23.41,4.94,0.00,0.12,0.56,0.87,14.4,1.09,1.86
Volunteering,1.62,23.41,5.41,0.00,0.04,0.65,0.77,9.7,1.26,1.97
Travel Related to Leisure,2.57,24.75,9.10,0.00,0.41,0.04,1.63,51.0,2.25,2.90
Leisure,44.76,18.62,119.06,0.05,4.56,33.62,33.96,98.9,43.26,46.27
Working at Job,17.69,17.67,44.66,0.00,0.29,2.92,4.51,48.4,15.61,19.78
Educational Activities,0.10,23.41,0.32,0.00,0.00,0.05,0.07,0.4,,0.19
Commuting to Work or School,1.46,24.75,5.16,0.00,0.03,0.03,1.36,36.0,1.19,1.73
Work and Education,19.25,18.23,50.13,0.00,0.32,3.00,5.94,49.7,16.90,21.60
Total,168.00,18.76,450.30,0.09,9.75,60.40,67.71,,,
