time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,5.71,18.31,14.94,0.00,1.35,5.62,4.34,49.7,5.25,6.17
Food Cooking & Clean-up,5.22,18.40,13.73,0.01,2.08,5.05,3.11,71.9,4.91,5.54
"Pets, Home & Vehicles",2.93,20.06,8.40,0.00,1.21,2.50,1.69,36.0,2.59,3.28
Household Management,1.35,24.72,4.76,0.00,0.54,1.05,0.78,29.8,1.15,1.55
Shopping,2.93,18.13,7.59,0.00,1.28,0.10,1.47,42.3,2.58,3.28
Obtaining Services,0.15,21.87,0.48,0.00,0.05,0.04,0.06,3.8,0.10,0.21
Travel for Household Activity,2.29,24.75,8.11,0.00,1.09,0.02,1.14,47.2,2.08,2.51
Household Production,20.59,19.72,58.01,0.02,7.60,14.38,12.60,92.4,19.78,21.41
Household Children,0.07,18.05,0.19,,0.07,0.07,0.00,0.4,,0.15
Household Adults,0.19,17.91,0.48,0.00,0.15,0.09,0.04,4.9,0.10,0.28
Non-Household Members,1.79,18.09,4.63,0.00,1.50,0.78,0.18,15.3,1.50,2.09
Travel for Household Members,0.08,24.75,0.27,0.00,0.05,0.00,0.03,2.1,0.04,0.11
Travel for Non-Household Members,0.56,24.75,1.98,0.00,0.36,0.00,0.16,11.2,0.45,0.67
Caring and Helping,2.69,19.65,7.55,0.00,2.13,0.94,0.41,19.6,2.33,3.05
Eating & Drinking,8.09,18.25,21.09,0.01,5.11,4.75,1.98,97.5,7.84,8.35
Personal Health Care,0.91,17.95,2.33,0.00,0.20,0.27,0.51,11.2,0.69,1.13
Grooming,5.84,18.17,15.17,0.01,,,,86.2,5.60,6.09
Sleeping,57.18,18.58,151.77,,,,,99.9,56.61,57.75
"Private, Personal, or N/A",1.81,20.56,5.32,0.00,0.39,0.66,0.78,24.6,1.55,2.08
Personal Time,73.84,18.55,195.69,0.02,5.69,5.68,3.27,100.0,73.10,74.57
Socializing,4.89,20.35,14.22,0.01,3.87,2.28,0.43,42.3,4.36,5.42
Passive Leisure,20.64,17.40,51.30,0.03,11.65,19.60,8.75,91.5,19.88,21.40
Active Leisure,1.55,17.40,3.85,0.00,0.48,0.31,0.66,18.4,1.22,1.88
Attendance Leisure,0.68,17.40,1.69,0.00,0.52,0.06,0.08,3.6,0.53,0.83
Religious Activities,1.17,23.41,3.93,0.01,0.63,0.32,0.36,10.8,0.92,1.42
Volunteering,0.85,23.41,2.83,0.00,0.20,0.27,0.30,6.7,0.62,1.07
Travel Related to Leisure,2.75,24.75,9.71,0.00,1.67,0.02,0.97,47.2,2.32,3.17
Leisure,32.53,18.84,87.53,0.05,19.00,22.84,11.56,97.6,31.58,33.48
Working at Job,35.60,29.53,150.20,0.03,1.11,6.11,8.08,67.8,34.25,36.95
Educational Activities,0.16,23.41,0.55,0.00,0.03,0.14,0.11,0.7,0.03,0.30
Commuting to Work or School,2.59,24.75,9.15,0.00,0.32,0.01,2.18,51.8,2.32,2.86
Work and Education,38.35,29.18,159.90,0.03,1.47,6.27,10.38,68.4,36.92,39.79
Total,168.00,21.19,508.68,0.13,35.90,50.11,38.22,,,
