time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,1.06,18.31,2.77,0.00,0.57,0.98,0.49,12.7,0.79,1.33
Food Cooking & Clean-up,1.81,18.40,4.76,0.00,1.17,1.68,0.61,34.3,1.53,2.09
"Pets, Home & Vehicles",5.58,20.06,15.98,0.00,1.67,5.24,3.61,34.7,4.53,6.63
Household Management,0.85,24.72,3.00,0.00,0.40,0.59,0.40,19.1,0.61,1.08
Shopping,1.71,18.13,4.42,0.00,1.23,0.08,0.44,33.2,1.39,2.02
Obtaining Services,0.10,21.87,0.31,0.00,0.01,0.05,0.04,2.0,0.03,0.17
Travel for Household Activity,1.98,24.75,6.99,0.00,1.14,0.01,0.78,37.7,1.63,2.32
Household Production,13.08,20.46,38.23,0.00,6.19,8.63,6.35,71.5,11.66,14.49
Household Children,1.47,18.05,3.78,,1.28,0.78,0.10,22.9,1.13,1.80
Household Adults,0.23,17.91,0.59,0.00,0.21,0.08,0.02,5.4,0.07,0.39
Non-Household Members,0.43,18.09,1.10,0.00,0.29,0.14,0.04,5.5,0.23,0.63
Travel for Household Members,0.68,24.75,2.40,0.00,0.45,0.02,0.22,16.6,0.52,0.84
Travel for Non-Household Members,0.25,24.75,0.88,0.00,0.14,0.00,0.10,4.8,0.14,0.36
Caring and Helping,3.05,20.09,8.76,0.00,2.37,1.02,0.48,29.8,2.49,3.62
Eating & Drinking,8.12,18.25,21.17,0.00,5.21,4.87,1.66,96.9,7.69,8.55
Personal Health Care,0.53,17.95,1.36,0.00,0.20,0.37,0.28,5.7,0.18,0.88
Grooming,4.21,18.17,10.93,0.00,,,,81.5,3.89,4.53
Sleeping,57.35,18.58,152.22,,,,,99.8,56.23,58.47
"Private, Personal, or N/A",1.64,20.56,4.82,0.00,0.63,0.40,0.55,19.4,1.15,2.13
Personal Time,71.85,18.56,190.50,0.00,6.04,5.64,2.49,99.9,70.65,73.06
Socializing,4.42,20.35,12.86,0.00,3.64,2.32,0.19,39.7,3.80,5.05
Passive Leisure,21.15,17.40,52.56,0.00,13.86,19.97,6.95,89.5,19.71,22.59
Active Leisure,1.98,17.40,4.91,0.00,0.96,0.41,0.74,18.8,1.63,2.32
Attendance Leisure,0.61,17.40,1.51,0.00,0.51,0.01,0.03,3.2,0.39,0.82
Religious Activities,1.09,23.41,3.63,0.00,0.84,0.29,0.15,9.6,0.64,1.53
Volunteering,1.22,23.41,4.07,0.00,0.65,0.18,0.21,6.8,0.80,1.64
Travel Related to Leisure,2.56,24.75,9.05,0.00,1.50,0.02,0.91,44.9,2.11,3.01
Leisure,33.02,18.78,88.59,0.00,21.95,23.21,9.17,96.4,31.42,34.61
Working at Job,42.93,40.29,247.12,0.00,1.12,5.27,9.71,72.8,40.49,45.38
Educational Activities,0.08,23.41,0.25,0.00,0.01,0.03,0.07,0.4,,0.18
Commuting to Work or School,3.99,24.75,14.11,0.00,0.17,0.06,3.44,59.3,3.49,4.49
Work and Education,47.00,38.94,261.49,0.00,1.29,5.36,13.21,73.7,44.38,49.62
Total,168.00,24.48,587.56,0.00,37.83,43.85,31.70,,,
