time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,1.28,18.31,3.34,0.76,0.80,1.21,0.48,13.2,1.05,1.50
Food Cooking & Clean-up,1.89,18.40,4.96,1.18,1.31,1.83,0.57,36.3,1.70,2.07
"Pets, Home & Vehicles",3.80,20.06,10.90,2.02,1.60,3.50,2.12,26.8,3.30,4.30
Household Management,0.83,24.72,2.94,0.47,0.46,0.63,0.33,17.3,0.68,0.99
Shopping,2.09,18.13,5.40,0.92,1.49,0.05,0.55,32.8,1.84,2.33
Obtaining Services,0.10,21.87,0.31,0.02,0.03,0.02,0.04,1.8,0.05,0.14
Travel for Household Activity,1.83,24.75,6.46,0.70,1.03,0.02,0.74,36.6,1.64,2.01
Household Production,11.81,20.33,34.32,6.08,6.73,7.27,4.83,70.6,11.11,12.52
Household Children,3.74,18.05,9.66,,3.48,2.64,0.17,43.9,3.43,4.05
Household Adults,0.21,17.91,0.52,0.06,0.14,0.09,0.03,4.8,0.10,0.31
Non-Household Members,0.42,18.09,1.10,0.17,0.32,0.07,0.03,5.6,0.26,0.59
Travel for Household Members,0.80,24.75,2.82,0.02,0.58,0.02,0.21,21.1,0.68,0.91
Travel for Non-Household Members,0.21,24.75,0.75,0.06,0.11,0.00,0.06,4.7,0.14,0.28
Caring and Helping,5.38,19.31,14.85,0.30,4.63,2.82,0.51,48.5,4.90,5.87
Eating & Drinking,8.01,18.25,20.89,3.75,5.28,4.78,1.45,96.7,7.76,8.26
Personal Health Care,0.24,17.95,0.63,0.03,0.11,0.05,0.07,3.6,0.14,0.34
Grooming,4.23,18.17,10.98,1.25,,,,80.3,4.05,4.41
Sleeping,58.57,18.58,155.46,,,,,99.9,57.77,59.37
"Private, Personal, or N/A",1.49,20.56,4.37,0.50,0.44,0.51,0.50,18.8,1.25,1.73
Personal Time,72.55,18.56,192.33,5.53,5.84,5.33,2.02,100.0,71.75,73.35
Socializing,4.20,20.35,12.22,2.49,3.52,2.06,0.08,34.7,3.74,4.67
Passive Leisure,19.07,17.40,47.39,10.18,12.98,17.95,5.68,87.4,18.19,19.94
Active Leisure,1.98,17.40,4.92,0.84,0.94,0.42,0.67,17.6,1.71,2.25
Attendance Leisure,0.81,17.40,2.01,0.54,0.70,0.05,0.06,4.3,0.58,1.04
Religious Activities,0.97,23.41,3.25,0.55,0.73,0.24,0.16,8.6,0.76,1.18
Volunteering,0.97,23.41,3.25,0.40,0.49,0.16,0.15,6.5,0.71,1.23
Travel Related to Leisure,2.65,24.75,9.36,1.25,1.72,0.03,0.75,43.5,2.35,2.94
Leisure,30.65,18.82,82.40,16.26,21.08,20.91,7.55,95.6,29.56,31.74
Working at Job,42.98,36.01,221.08,1.49,0.98,4.05,9.15,72.9,41.49,44.47
Educational Activities,0.21,23.41,0.70,0.11,0.06,0.16,0.11,0.8,0.08,0.34
Commuting to Work or School,4.42,24.75,15.62,0.06,0.16,0.04,3.70,62.7,4.09,4.74
Work and Education,47.61,34.91,237.40,1.65,1.21,4.25,12.96,73.6,45.98,49.23
Total,168.00,23.39,561.30,29.82,39.49,40.57,27.87,,,
