time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,7.90,18.31,20.68,4.45,4.09,7.72,3.67,60.5,6.42,9.39
Food Cooking & Clean-up,7.72,18.40,20.29,5.55,4.50,7.55,3.14,77.0,6.54,8.90
"Pets, Home & Vehicles",2.21,20.06,6.32,1.49,1.41,1.90,0.79,22.4,1.41,3.00
Household Management,1.19,24.72,4.21,0.72,0.79,0.95,0.31,25.4,0.66,1.72
Shopping,4.11,18.13,10.66,2.08,3.19,0.14,0.78,44.2,3.04,5.19
Obtaining Services,0.08,21.87,0.25,0.07,0.07,0.06,0.00,2.5,0.01,0.15
Travel for Household Activity,2.15,24.75,7.61,1.18,1.64,0.00,0.43,47.3,1.62,2.68
Household Production,25.37,19.32,70.02,15.55,15.71,18.33,9.13,95.7,22.26,28.48
Household Children,13.09,18.05,33.76,,12.56,10.79,0.23,78.0,10.57,15.62
Household Adults,0.05,17.91,0.13,0.02,0.05,0.03,0.00,5.3,0.01,0.09
Non-Household Members,0.76,18.09,1.95,0.40,0.72,0.32,0.01,9.8,0.18,1.34
Travel for Household Members,1.89,24.75,6.67,0.09,1.43,0.01,0.41,42.2,1.36,2.41
Travel for Non-Household Members,0.21,24.75,0.73,0.10,0.12,0.00,0.04,8.5,0.11,0.31
Caring and Helping,16.00,18.93,43.26,0.61,14.88,11.15,0.69,80.7,13.06,18.93
Eating & Drinking,7.39,18.25,19.26,4.67,5.76,5.27,1.16,96.9,6.78,7.99
Personal Health Care,0.38,17.95,0.98,0.07,0.12,0.22,0.19,6.4,0.12,0.64
Grooming,5.27,18.17,13.69,1.87,,,,82.6,3.63,6.92
Sleeping,60.87,18.58,161.57,,,,,100.0,58.87,62.87
"Private, Personal, or N/A",3.46,20.56,10.15,1.92,1.35,1.81,0.85,27.6,2.11,4.80
Personal Time,77.37,18.61,205.64,8.53,7.24,7.31,2.19,100.0,74.57,80.18
Socializing,5.20,20.35,15.12,3.64,4.35,2.74,0.29,40.4,3.72,6.69
Passive Leisure,16.12,17.40,40.07,8.51,11.45,15.48,4.36,81.2,14.15,18.10
Active Leisure,1.08,17.40,2.68,0.68,0.75,0.25,0.19,11.8,0.66,1.50
Attendance Leisure,1.01,17.40,2.50,0.54,0.67,0.07,0.07,4.6,0.38,1.63
Religious Activities,0.94,23.41,3.13,0.58,0.76,0.18,0.09,6.8,0.48,1.39
Volunteering,0.66,23.41,2.19,0.19,0.15,0.22,0.33,5.8,0.19,1.12
Travel Related to Leisure,1.85,24.75,6.54,1.12,1.32,0.02,0.40,36.2,1.29,2.41
Leisure,26.85,18.83,72.23,15.27,19.45,18.97,5.73,92.7,23.91,29.79
Working at Job,5.04,21.40,15.42,0.23,0.08,0.39,0.42,10.4,2.20,7.88
Educational Activities,16.05,23.41,53.66,3.26,3.89,8.57,6.78,44.4,10.55,21.54
Commuting to Work or School,1.32,24.75,4.68,0.03,0.09,0.00,1.20,29.9,0.94,1.71
Work and Education,22.42,23.03,73.76,3.52,4.06,8.96,8.39,54.9,17.12,27.72
Total,168.00,19.37,464.91,43.48,61.34,64.71,26.15,,,
