time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,3.32,18.31,8.70,0.00,0.79,3.18,2.53,29.0,2.36,4.29
Food Cooking & Clean-up,3.24,18.40,8.50,0.01,0.72,3.15,2.37,49.3,2.60,3.87
"Pets, Home & Vehicles",5.90,20.06,16.91,0.00,0.73,5.69,5.12,42.1,4.06,7.75
Household Management,0.83,24.72,2.93,0.00,0.31,0.64,0.48,17.4,0.46,1.20
Shopping,1.98,18.13,5.13,0.00,1.04,0.09,0.82,31.8,1.61,2.36
Obtaining Services,0.29,21.87,0.90,0.00,0.01,0.14,0.21,3.7,,0.63
Travel for Household Activity,1.78,24.75,6.29,0.00,0.83,0.01,0.91,37.0,1.44,2.12
Household Production,17.34,19.93,49.36,0.01,4.43,12.90,12.45,77.1,15.01,19.67
Household Children,0.01,18.05,0.01,,0.01,0.01,0.00,0.2,,0.02
Household Adults,0.35,17.91,0.90,0.00,0.16,0.13,0.19,8.7,0.15,0.55
Non-Household Members,1.38,18.09,3.57,0.00,1.17,0.81,0.12,12.4,0.83,1.93
Travel for Household Members,0.37,24.75,1.30,0.00,0.21,0.01,0.16,5.5,0.14,0.60
Travel for Non-Household Members,0.41,24.75,1.45,0.00,0.29,0.00,0.12,8.5,0.16,0.66
Caring and Helping,2.51,20.13,7.23,0.00,1.83,0.95,0.59,20.1,1.69,3.34
Eating & Drinking,7.70,18.25,20.08,0.07,4.86,6.72,2.72,95.7,6.91,8.49
Personal Health Care,4.60,17.95,11.79,0.03,0.83,3.42,3.35,31.2,1.83,7.37
Grooming,3.26,18.17,8.45,0.00,,,,61.5,2.76,3.75
Sleeping,65.51,18.58,173.89,,,,,100.0,62.89,68.14
"Private, Personal, or N/A",1.44,20.56,4.22,0.00,0.38,0.49,0.63,19.2,1.01,1.86
Personal Time,82.51,18.53,218.43,0.10,6.08,10.63,6.71,100.0,79.51,85.51
Socializing,6.50,20.35,18.89,0.00,4.42,3.61,0.53,45.8,5.33,7.66
Passive Leisure,51.24,17.40,127.36,0.50,20.70,50.43,29.61,97.7,47.79,54.69
Active Leisure,2.03,17.40,5.05,0.00,0.67,0.48,1.20,16.6,1.18,2.88
Attendance Leisure,0.63,17.40,1.58,0.00,0.30,0.13,0.25,3.7,0.31,0.96
Religious Activities,1.04,23.41,3.49,0.00,0.72,0.33,0.28,8.1,0.66,1.43
Volunteering,0.41,23.41,1.37,0.00,0.13,0.07,0.05,2.8,0.11,0.71
Travel Related to Leisure,1.94,24.75,6.85,0.00,1.30,0.01,0.54,38.4,1.51,2.37
Leisure,63.80,18.06,164.59,0.50,28.24,55.06,32.46,98.8,60.46,67.14
Working at Job,1.70,35.19,8.54,0.00,0.00,0.32,0.44,3.8,0.35,3.05
Educational Activities,0.00,23.41,0.02,0.00,0.00,0.00,0.00,0.1,,0.02
Commuting to Work or School,0.14,24.75,0.49,0.00,0.01,0.00,0.12,3.5,0.02,0.25
Work and Education,1.84,34.37,9.04,0.00,0.02,0.32,0.57,4.9,0.39,3.29
Total,168.00,18.69,448.65,0.61,40.61,79.86,52.77,,,
