time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,1.16,18.31,3.03,0.11,0.63,1.11,0.51,13.7,0.68,1.63
Food Cooking & Clean-up,1.69,18.40,4.44,0.09,1.10,1.58,0.57,34.5,1.37,2.00
"Pets, Home & Vehicles",2.65,20.06,7.61,0.07,0.95,2.25,1.47,22.7,2.04,3.27
Household Management,0.60,24.72,2.13,0.03,0.34,0.45,0.26,14.5,0.37,0.84
Shopping,2.18,18.13,5.65,0.17,1.61,0.06,0.48,35.6,1.76,2.61
Obtaining Services,0.17,21.87,0.53,0.00,0.06,0.09,0.10,2.1,0.04,0.30
Travel for Household Activity,1.72,24.75,6.08,0.12,0.93,0.01,0.73,38.9,1.41,2.03
Household Production,10.17,20.27,29.46,0.59,5.63,5.55,4.11,69.3,9.05,11.30
Household Children,1.14,18.05,2.93,,1.08,0.98,0.04,7.1,0.54,1.73
Household Adults,0.15,17.91,0.39,0.00,0.14,0.11,0.02,5.9,0.02,0.29
Non-Household Members,0.71,18.09,1.83,0.01,0.43,0.13,0.07,7.8,0.36,1.06
Travel for Household Members,0.15,24.75,0.54,0.00,0.13,0.00,0.03,3.9,0.08,0.23
Travel for Non-Household Members,0.30,24.75,1.07,0.00,0.22,0.00,0.05,5.6,0.12,0.48
Caring and Helping,2.45,19.30,6.77,0.02,1.99,1.22,0.21,18.4,1.63,3.28
Eating & Drinking,8.24,18.25,21.49,0.63,5.39,4.93,1.61,97.6,7.68,8.81
Personal Health Care,0.19,17.95,0.48,0.00,0.02,0.10,0.16,4.2,0.02,0.35
Grooming,4.12,18.17,10.71,0.20,,,,79.5,3.67,4.58
Sleeping,59.25,18.58,157.26,,,,,100.0,57.72,60.78
"Private, Personal, or N/A",1.92,20.56,5.64,0.17,0.60,0.56,0.69,16.8,1.14,2.70
Personal Time,73.73,18.57,195.59,1.01,6.00,5.58,2.46,100.0,71.85,75.61
Socializing,4.82,20.35,14.01,0.48,4.07,2.31,0.22,38.9,4.00,5.64
Passive Leisure,23.10,17.40,57.40,1.49,16.50,21.72,6.07,88.2,21.09,25.10
Active Leisure,2.44,17.40,6.07,0.11,1.09,0.30,0.77,20.4,1.72,3.16
Attendance Leisure,0.90,17.40,2.24,0.08,0.73,0.23,0.16,4.7,0.52,1.29
Religious Activities,0.65,23.41,2.17,0.04,0.49,0.21,0.11,5.7,0.24,1.06
Volunteering,0.32,23.41,1.07,0.00,0.14,0.13,0.08,2.8,0.11,0.53
Travel Related to Leisure,2.53,24.75,8.94,0.08,1.30,0.06,1.01,46.3,2.01,3.04
Leisure,34.76,18.51,91.90,2.28,24.32,24.97,8.42,96.5,32.40,37.11
Working at Job,42.97,29.63,181.86,0.11,0.73,4.48,8.98,72.1,40.11,45.83
Educational Activities,0.37,23.41,1.23,0.00,0.07,0.25,0.23,1.9,0.08,0.66
Commuting to Work or School,3.55,24.75,12.56,0.01,0.19,0.05,2.95,60.9,3.05,4.06
Work and Education,46.89,29.21,195.65,0.13,1.00,4.78,12.15,73.8,43.87,49.90
Total,168.00,21.64,519.37,4.03,38.95,42.10,27.34,,,
