time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,5.38,18.31,14.08,0.00,1.41,5.27,3.94,46.5,5.05,5.71
Food Cooking & Clean-up,5.30,18.40,13.92,0.00,2.17,5.11,3.09,72.0,5.08,5.52
"Pets, Home & Vehicles",3.01,20.06,8.62,0.00,1.28,2.55,1.70,33.7,2.73,3.28
Household Management,1.29,24.72,4.55,0.00,0.50,1.01,0.75,27.9,1.15,1.43
Shopping,3.03,18.13,7.85,0.00,1.38,0.09,1.41,42.4,2.74,3.32
Obtaining Services,0.15,21.87,0.47,0.00,0.08,0.04,0.05,3.4,0.10,0.20
Travel for Household Activity,2.29,24.75,8.11,0.00,1.11,0.02,1.12,47.0,2.13,2.46
Household Production,20.45,19.72,57.60,0.00,7.93,14.08,12.06,91.7,19.76,21.14
Household Children,0.00,18.05,0.00,,0.00,0.00,0.00,0.0,,
Household Adults,0.39,17.91,0.99,0.00,0.32,0.25,0.05,6.8,0.28,0.49
Non-Household Members,1.53,18.09,3.95,0.00,1.29,0.61,0.14,14.2,1.30,1.75
Travel for Household Members,0.14,24.75,0.50,0.00,0.11,0.00,0.03,2.7,0.09,0.20
Travel for Non-Household Members,0.53,24.75,1.86,0.00,0.31,0.00,0.18,10.4,0.44,0.62
Caring and Helping,2.58,19.79,7.30,0.00,2.03,0.87,0.40,19.6,2.30,2.86
Eating & Drinking,8.15,18.25,21.26,0.00,5.23,4.89,1.89,97.3,7.92,8.39
Personal Health Care,0.97,17.95,2.50,0.00,0.24,0.39,0.54,10.8,0.80,1.15
Grooming,5.79,18.17,15.03,0.00,,,,86.0,5.63,5.96
Sleeping,57.86,18.58,153.59,,,,,99.9,57.22,58.51
"Private, Personal, or N/A",1.72,20.56,5.06,0.00,0.46,0.59,0.67,23.6,1.54,1.91
Personal Time,74.51,18.55,197.44,0.00,5.94,5.88,3.10,100.0,73.94,75.07
Socializing,4.62,20.35,13.43,0.00,3.75,2.29,0.38,40.1,4.26,4.98
Passive Leisure,21.39,17.40,53.16,0.00,12.35,20.34,8.78,92.0,20.78,22.00
Active Leisure,1.37,17.40,3.40,0.00,0.46,0.32,0.61,17.3,1.19,1.54
Attendance Leisure,0.66,17.40,1.63,0.00,0.48,0.04,0.07,3.8,0.55,0.77
Religious Activities,1.16,23.41,3.89,0.00,0.63,0.36,0.35,11.1,0.98,1.34
Volunteering,0.78,23.41,2.62,0.00,0.18,0.27,0.25,5.9,0.63,0.94
Travel Related to Leisure,2.58,24.75,9.11,0.00,1.63,0.02,0.83,45.7,2.25,2.90
Leisure,32.56,18.76,87.25,0.00,19.48,23.63,11.27,97.7,31.86,33.26
Working at Job,35.24,29.89,150.50,0.00,1.05,5.68,8.11,66.7,34.25,36.24
Educational Activities,0.12,23.41,0.40,0.00,0.03,0.11,0.09,0.6,0.04,0.20
Commuting to Work or School,2.54,24.75,8.99,0.00,0.29,0.02,2.18,51.9,2.37,2.71
Work and Education,37.90,29.53,159.88,0.00,1.36,5.81,10.38,67.3,36.90,38.91
Total,168.00,21.23,509.47,0.00,36.73,50.25,37.22,,,
