time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,2.93,18.31,7.67,0.00,0.08,2.70,2.82,31.2,2.06,3.80
Food Cooking & Clean-up,2.75,18.40,7.23,0.02,0.35,2.59,2.29,55.6,2.24,3.27
"Pets, Home & Vehicles",5.23,20.06,15.00,0.00,0.45,4.06,4.58,30.7,3.08,7.39
Household Management,1.37,24.72,4.83,0.00,0.35,0.84,1.00,22.0,0.38,2.36
Shopping,2.15,18.13,5.58,0.00,0.39,0.14,1.63,40.4,1.53,2.78
Obtaining Services,0.06,21.87,0.20,0.00,0.02,0.03,0.04,2.0,,0.14
Travel for Household Activity,1.98,24.75,6.99,0.01,0.25,0.01,1.61,46.0,1.49,2.47
Household Production,16.48,20.18,47.50,0.03,1.87,10.37,13.96,86.2,13.47,19.50
Household Children,0.00,18.05,0.00,,0.00,0.00,0.00,0.0,,
Household Adults,0.01,17.91,0.02,0.00,0.01,0.01,0.00,1.5,,0.02
Non-Household Members,1.25,18.09,3.23,0.00,0.26,0.24,0.12,13.9,0.38,2.12
Travel for Household Members,0.02,24.75,0.05,0.00,0.00,0.00,0.01,0.2,,0.05
Travel for Non-Household Members,0.55,24.75,1.95,0.00,0.05,0.00,0.42,13.2,0.15,0.95
Caring and Helping,1.82,20.15,5.25,0.00,0.32,0.24,0.55,14.5,0.69,2.96
Eating & Drinking,6.87,18.25,17.91,0.01,1.31,4.54,3.82,96.2,5.90,7.83
Personal Health Care,0.74,17.95,1.90,0.00,0.03,0.59,0.71,5.7,0.11,1.37
Grooming,3.07,18.17,7.96,0.01,,,,62.1,2.52,3.62
Sleeping,62.00,18.58,164.57,,,,,99.9,59.48,64.53
"Private, Personal, or N/A",6.26,20.56,18.39,0.00,0.66,3.29,4.78,39.2,4.42,8.10
Personal Time,78.94,18.69,210.74,0.02,2.00,8.41,9.31,100.0,75.87,82.02
Socializing,6.04,20.35,17.55,0.00,1.71,2.65,0.82,40.8,4.10,7.98
Passive Leisure,41.91,17.40,104.16,0.09,3.48,39.14,34.47,95.5,37.40,46.42
Active Leisure,3.23,17.40,8.02,0.00,0.31,0.82,2.12,23.5,1.89,4.57
Attendance Leisure,0.71,17.40,1.76,0.00,0.06,0.05,0.14,5.2,0.24,1.17
Religious Activities,0.65,23.41,2.18,0.02,0.01,0.29,0.39,5.0,0.20,1.11
Volunteering,0.17,23.41,0.57,0.00,0.00,0.01,0.02,1.2,,0.39
Travel Related to Leisure,2.63,24.75,9.28,0.00,0.31,0.04,1.83,48.2,1.97,3.28
Leisure,55.33,18.16,143.53,0.11,5.89,42.99,39.79,98.1,50.36,60.30
Working at Job,12.73,21.94,39.89,0.00,0.75,1.69,2.39,25.2,8.89,16.57
Educational Activities,0.68,23.41,2.28,0.00,0.00,0.11,0.11,1.1,,1.71
Commuting to Work or School,2.01,24.75,7.10,0.00,0.02,0.02,1.87,29.1,1.35,2.66
Work and Education,15.42,22.37,49.27,0.00,0.77,1.82,4.37,34.2,11.18,19.66
Total,168.00,19.01,456.29,0.16,10.86,63.83,67.98,,,
