time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,9.32,18.31,24.38,7.96,5.96,9.05,3.26,70.1,8.80,9.85
Food Cooking & Clean-up,11.10,18.40,29.18,9.63,6.62,10.87,4.36,89.2,10.57,11.64
"Pets, Home & Vehicles",1.23,20.06,3.51,1.05,0.93,0.98,0.26,15.1,0.89,1.56
Household Management,1.12,24.72,3.95,0.93,0.82,0.81,0.29,23.2,0.92,1.32
Shopping,3.55,18.13,9.20,2.96,3.03,0.13,0.48,43.7,3.22,3.88
Obtaining Services,0.14,21.87,0.43,0.12,0.09,0.09,0.02,3.2,0.06,0.21
Travel for Household Activity,2.11,24.75,7.45,1.74,1.84,0.03,0.24,47.3,1.88,2.34
Household Production,28.57,19.14,78.12,24.39,19.29,21.97,8.91,97.2,27.68,29.45
Household Children,26.46,18.05,68.24,,26.02,23.52,0.32,94.7,25.51,27.41
Household Adults,0.25,17.91,0.63,0.18,0.23,0.13,0.01,7.2,0.12,0.37
Non-Household Members,0.39,18.09,1.01,0.33,0.31,0.09,0.04,7.0,0.24,0.54
Travel for Household Members,1.81,24.75,6.41,0.17,1.65,0.05,0.16,36.3,1.65,1.98
Travel for Non-Household Members,0.19,24.75,0.67,0.15,0.16,0.00,0.02,5.4,0.10,0.28
Caring and Helping,29.10,18.51,76.96,0.83,28.38,23.80,0.55,95.1,28.10,30.10
Eating & Drinking,7.82,18.25,20.38,6.93,7.33,6.19,0.35,97.1,7.59,8.05
Personal Health Care,0.59,17.95,1.52,0.24,0.34,0.22,0.19,5.2,0.36,0.82
Grooming,3.66,18.17,9.51,2.44,,,,70.3,3.45,3.88
Sleeping,62.35,18.58,165.50,,,,,99.9,61.59,63.12
"Private, Personal, or N/A",2.64,20.56,7.77,1.98,1.47,1.45,0.38,31.2,2.32,2.97
Personal Time,77.07,18.59,204.68,11.59,9.14,7.87,0.92,100.0,76.22,77.93
Socializing,6.01,20.35,17.49,4.89,5.46,2.73,0.15,47.7,5.50,6.53
Passive Leisure,17.96,17.40,44.63,12.64,14.78,16.99,3.07,88.0,17.11,18.80
Active Leisure,1.37,17.40,3.39,1.05,0.95,0.47,0.31,15.9,1.15,1.58
Attendance Leisure,0.67,17.40,1.65,0.47,0.55,0.02,0.06,3.9,0.49,0.84
Religious Activities,1.01,23.41,3.37,0.82,0.91,0.17,0.07,9.5,0.80,1.22
Volunteering,0.51,23.41,1.69,0.33,0.35,0.14,0.06,4.4,0.37,0.65
Travel Related to Leisure,2.14,24.75,7.57,1.64,1.93,0.05,0.15,41.6,1.87,2.42
Leisure,29.66,18.83,79.80,21.84,24.93,20.57,3.87,96.5,28.70,30.62
Working at Job,2.71,17.67,6.85,0.49,0.25,0.51,0.32,6.9,2.08,3.35
Educational Activities,0.57,23.41,1.92,0.19,0.09,0.29,0.33,2.2,0.26,0.89
Commuting to Work or School,0.31,24.75,1.10,0.08,0.09,0.01,0.20,7.0,0.20,0.42
Work and Education,3.60,19.19,9.87,0.76,0.42,0.80,0.85,10.3,2.83,4.37
Total,168.00,18.73,449.43,59.41,82.16,75.01,15.10,,,
