time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,0.70,18.31,1.84,0.00,0.14,0.68,0.49,8.5,0.47,0.94
Food Cooking & Clean-up,0.80,18.40,2.11,0.00,0.31,0.73,0.32,25.1,0.63,0.97
"Pets, Home & Vehicles",2.12,20.06,6.09,0.00,0.82,1.51,0.96,16.9,1.37,2.88
Household Management,0.72,24.72,2.56,0.00,0.22,0.35,0.20,16.0,0.32,1.13
Shopping,1.34,18.13,3.47,0.00,0.41,0.03,0.35,29.6,1.06,1.62
Obtaining Services,0.04,21.87,0.11,0.00,0.00,0.00,0.03,1.0,,0.07
Travel for Household Activity,1.29,24.75,4.55,0.00,0.42,0.01,0.45,35.4,1.03,1.55
Household Production,7.02,20.68,20.74,0.00,2.34,3.33,2.79,61.5,6.07,7.97
Household Children,0.28,18.05,0.73,,0.18,0.15,0.02,6.7,0.13,0.44
Household Adults,0.03,17.91,0.08,0.00,0.02,0.02,0.00,2.2,,0.06
Non-Household Members,0.65,18.09,1.67,0.00,0.21,0.11,0.03,18.3,0.43,0.86
Travel for Household Members,0.26,24.75,0.92,0.00,0.12,0.00,0.07,6.0,0.14,0.39
Travel for Non-Household Members,0.56,24.75,1.99,0.00,0.07,0.00,0.23,17.2,0.42,0.71
Caring and Helping,1.79,21.15,5.40,0.00,0.59,0.28,0.37,24.5,1.41,2.16
Eating & Drinking,6.72,18.25,17.51,0.00,2.68,3.56,1.64,96.1,6.30,7.13
Personal Health Care,0.31,17.95,0.79,0.00,0.10,0.07,0.15,4.7,0.15,0.46
Grooming,4.05,18.17,10.51,0.01,,,,83.3,3.76,4.34
Sleeping,66.26,18.58,175.87,,,,,100.0,64.58,67.94
"Private, Personal, or N/A",1.87,20.56,5.48,0.00,0.23,0.50,0.77,21.2,1.39,2.34
Personal Time,79.20,18.57,210.15,0.01,3.01,4.13,2.56,100.0,77.56,80.84
Socializing,6.17,20.35,17.94,0.00,2.18,2.05,0.57,46.4,5.25,7.10
Passive Leisure,26.54,17.40,65.97,0.00,5.26,22.78,15.29,89.9,24.27,28.82
Active Leisure,4.38,17.40,10.90,0.00,0.59,0.29,0.81,27.6,3.52,5.25
Attendance Leisure,1.19,17.40,2.96,0.00,0.39,0.12,0.13,7.1,0.82,1.57
Religious Activities,0.47,23.41,1.58,0.00,0.23,0.05,0.07,4.1,0.30,0.64
Volunteering,0.95,23.41,3.17,0.00,0.11,0.05,0.09,5.8,0.59,1.30
Travel Related to Leisure,3.69,24.75,13.06,0.00,1.01,0.05,1.30,65.7,3.17,4.22
Leisure,43.40,18.64,115.57,0.00,9.77,25.40,18.27,98.2,41.13,45.67
Working at Job,17.16,12.19,29.87,0.00,0.28,1.52,1.84,42.3,15.34,18.97
Educational Activities,16.94,23.41,56.64,0.00,0.48,3.63,4.58,43.3,14.28,19.60
Commuting to Work or School,2.50,24.75,8.83,0.00,0.30,0.04,1.60,59.5,2.07,2.93
Work and Education,36.59,18.24,95.35,0.00,1.06,5.19,8.02,72.9,33.73,39.46
Total,168.00,18.63,447.20,0.01,16.77,38.32,32.01,,,
