time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,7.86,18.31,20.57,0.00,1.97,7.64,5.77,61.8,6.52,9.21
Food Cooking & Clean-up,6.06,18.40,15.91,0.00,2.38,5.94,3.55,74.0,5.38,6.73
"Pets, Home & Vehicles",3.53,20.06,10.12,0.00,1.10,3.10,2.42,40.2,2.86,4.20
Household Management,2.42,24.72,8.55,0.00,1.11,2.02,1.29,36.2,1.63,3.21
Shopping,3.66,18.13,9.49,0.00,1.50,0.10,1.90,49.8,3.13,4.20
Obtaining Services,0.36,21.87,1.11,0.00,0.11,0.14,0.09,6.2,0.17,0.55
Travel for Household Activity,2.50,24.75,8.84,0.00,1.12,0.01,1.30,54.3,1.95,3.05
Household Production,26.39,19.79,74.61,0.00,9.29,18.95,16.31,95.7,23.66,29.13
Household Children,0.00,18.05,0.00,,0.00,0.00,0.00,0.0,,
Household Adults,0.53,17.91,1.37,0.00,0.49,0.45,0.03,9.7,0.10,0.96
Non-Household Members,2.15,18.09,5.56,0.00,1.82,0.65,0.10,20.0,1.38,2.92
Travel for Household Members,0.20,24.75,0.69,0.00,0.12,0.01,0.07,4.2,0.08,0.31
Travel for Non-Household Members,0.68,24.75,2.42,0.00,0.32,0.02,0.28,16.4,0.44,0.93
Caring and Helping,3.56,19.71,10.03,0.00,2.74,1.14,0.48,27.0,2.43,4.69
Eating & Drinking,7.88,18.25,20.54,0.00,5.59,4.81,1.44,98.1,7.39,8.36
Personal Health Care,1.43,17.95,3.67,0.00,0.61,0.98,0.63,11.9,0.58,2.29
Grooming,5.70,18.17,14.79,0.00,,,,86.0,5.30,6.09
Sleeping,60.11,18.58,159.55,,,,,100.0,58.55,61.67
"Private, Personal, or N/A",1.97,20.56,5.78,0.00,0.46,0.72,0.62,28.3,1.54,2.39
Personal Time,77.09,18.55,204.33,0.00,6.66,6.51,2.70,100.0,75.29,78.88
Socializing,6.29,20.35,18.28,0.00,4.79,3.12,0.53,53.3,5.46,7.11
Passive Leisure,22.44,17.40,55.77,0.00,13.27,21.46,9.01,90.4,20.91,23.97
Active Leisure,2.15,17.40,5.33,0.00,0.97,0.69,0.76,21.9,1.58,2.71
Attendance Leisure,0.95,17.40,2.35,0.00,0.84,0.09,0.07,6.0,0.62,1.27
Religious Activities,1.08,23.41,3.63,0.00,0.58,0.27,0.34,9.6,0.83,1.34
Volunteering,1.10,23.41,3.67,0.00,0.34,0.44,0.31,8.3,0.63,1.56
Travel Related to Leisure,3.22,24.75,11.37,0.00,2.21,0.03,0.80,52.3,2.65,3.78
Leisure,37.22,18.88,100.40,0.00,23.01,26.11,11.82,98.0,35.42,39.01
Working at Job,21.75,20.12,62.52,0.00,0.66,3.48,2.91,52.6,19.42,24.08
Educational Activities,0.39,23.41,1.29,0.00,0.00,0.18,0.33,1.3,,0.80
Commuting to Work or School,1.60,24.75,5.65,0.00,0.10,0.01,1.45,40.7,1.27,1.93
Work and Education,23.74,20.49,69.47,0.00,0.77,3.67,4.70,53.8,21.23,26.24
Total,168.00,19.12,458.84,0.00,42.47,56.38,36.01,,,
