time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,1.11,18.31,2.90,0.00,0.57,1.06,0.52,12.7,0.91,1.30
Food Cooking & Clean-up,1.62,18.40,4.26,0.00,0.88,1.56,0.73,35.3,1.49,1.75
"Pets, Home & Vehicles",5.39,20.06,15.45,0.00,1.47,4.92,3.71,35.4,4.79,5.99
Household Management,0.96,24.72,3.40,0.00,0.46,0.73,0.47,18.3,0.83,1.09
Shopping,1.91,18.13,4.94,0.00,1.16,0.06,0.68,33.4,1.72,2.09
Obtaining Services,0.14,21.87,0.42,0.00,0.04,0.06,0.05,2.4,0.08,0.19
Travel for Household Activity,1.91,24.75,6.76,0.00,1.01,0.01,0.86,37.0,1.68,2.14
Household Production,13.04,20.47,38.13,0.01,5.59,8.40,7.01,72.6,12.40,13.67
Household Children,0.00,18.05,0.00,,0.00,0.00,0.00,0.0,,
Household Adults,0.32,17.91,0.83,0.00,0.25,0.20,0.05,6.2,0.20,0.45
Non-Household Members,0.82,18.09,2.12,0.00,0.65,0.28,0.07,8.7,0.65,0.99
Travel for Household Members,0.11,24.75,0.39,0.00,0.08,0.00,0.03,2.4,0.07,0.15
Travel for Non-Household Members,0.33,24.75,1.17,0.00,0.21,0.00,0.07,6.5,0.25,0.41
Caring and Helping,1.58,19.90,4.50,0.00,1.19,0.48,0.23,14.0,1.27,1.90
Eating & Drinking,8.71,18.25,22.71,0.00,5.39,5.26,2.23,96.8,8.49,8.93
Personal Health Care,0.63,17.95,1.61,0.00,0.31,0.33,0.26,6.5,0.45,0.80
Grooming,4.13,18.17,10.71,0.00,,,,78.6,3.99,4.26
Sleeping,57.57,18.58,152.81,,,,,99.9,56.79,58.36
"Private, Personal, or N/A",1.69,20.56,4.95,0.00,0.56,0.65,0.64,19.3,1.46,1.92
Personal Time,72.72,18.56,192.79,0.00,6.26,6.23,3.13,100.0,71.95,73.50
Socializing,3.64,20.35,10.57,0.00,2.97,1.74,0.14,32.5,3.33,3.94
Passive Leisure,25.72,17.40,63.93,0.01,16.64,24.39,8.70,93.0,24.92,26.52
Active Leisure,2.10,17.40,5.22,0.00,0.74,0.38,0.86,18.5,1.87,2.33
Attendance Leisure,0.74,17.40,1.83,0.00,0.53,0.06,0.12,3.8,0.54,0.93
Religious Activities,1.02,23.41,3.41,0.00,0.72,0.29,0.19,8.2,0.85,1.19
Volunteering,0.65,23.41,2.19,0.00,0.20,0.17,0.16,4.7,0.51,0.80
Travel Related to Leisure,2.70,24.75,9.56,0.00,1.45,0.05,1.12,45.5,2.48,2.93
Leisure,36.57,18.51,96.71,0.01,23.25,27.08,11.28,97.7,35.62,37.52
Working at Job,40.31,35.68,205.44,0.00,0.90,4.49,10.31,69.4,39.05,41.56
Educational Activities,0.16,23.41,0.53,0.00,0.02,0.11,0.11,0.7,0.06,0.25
Commuting to Work or School,3.62,24.75,12.80,0.00,0.16,0.03,3.22,57.1,3.33,3.91
Work and Education,44.08,34.74,218.77,0.00,1.09,4.62,13.64,70.4,42.67,45.50
Total,168.00,22.95,550.90,0.03,37.37,46.81,35.29,,,
