time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,5.68,18.31,14.87,3.07,2.59,5.51,2.96,47.2,5.49,5.88
Food Cooking & Clean-up,5.72,18.40,15.04,3.43,2.95,5.50,2.58,69.3,5.49,5.95
"Pets, Home & Vehicles",1.54,20.06,4.42,0.54,0.77,1.18,0.67,21.4,1.41,1.67
Household Management,0.99,24.72,3.49,0.37,0.50,0.72,0.41,21.8,0.91,1.06
Shopping,2.91,18.13,7.55,1.18,1.80,0.10,0.85,44.4,2.68,3.15
Obtaining Services,0.12,21.87,0.38,0.05,0.06,0.05,0.04,2.6,0.10,0.14
Travel for Household Activity,2.20,24.75,7.76,0.81,1.25,0.02,0.76,48.0,2.11,2.28
Household Production,19.17,19.54,53.51,9.44,9.91,13.08,8.28,90.1,18.85,19.48
Household Children,9.32,18.05,24.03,,9.02,7.90,0.18,50.4,9.07,9.56
Household Adults,0.15,17.91,0.39,0.05,0.12,0.09,0.01,4.7,0.12,0.19
Non-Household Members,0.57,18.09,1.48,0.18,0.42,0.11,0.04,9.3,0.51,0.63
Travel for Household Members,1.18,24.75,4.18,0.04,0.85,0.02,0.29,26.8,1.07,1.30
Travel for Non-Household Members,0.33,24.75,1.18,0.09,0.17,0.00,0.10,7.8,0.31,0.36
Caring and Helping,11.56,18.93,31.27,0.36,10.58,8.12,0.63,56.9,11.30,11.83
Eating & Drinking,7.35,18.25,19.15,3.00,4.75,4.35,1.31,94.9,7.22,7.47
Personal Health Care,0.87,17.95,2.22,0.16,0.32,0.36,0.41,7.4,0.72,1.02
Grooming,5.29,18.17,13.74,1.37,,,,82.1,5.20,5.39
Sleeping,62.12,18.58,164.89,,,,,100.0,61.85,62.40
"Private, Personal, or N/A",2.12,20.56,6.21,0.78,0.76,0.93,0.73,26.3,2.01,2.22
Personal Time,77.75,18.57,206.22,5.31,5.84,5.64,2.45,100.0,77.44,78.05
Socializing,5.58,20.35,16.23,2.15,3.95,2.27,0.43,41.5,5.40,5.77
Passive Leisure,18.77,17.40,46.65,6.22,10.76,17.30,6.78,86.5,18.30,19.23
Active Leisure,1.72,17.40,4.27,0.49,0.76,0.38,0.62,18.1,1.56,1.88
Attendance Leisure,0.87,17.40,2.16,0.28,0.56,0.05,0.07,4.7,0.72,1.01
Religious Activities,0.73,23.41,2.43,0.38,0.53,0.12,0.10,6.7,0.66,0.79
Volunteering,0.56,23.41,1.89,0.19,0.25,0.10,0.10,4.2,0.47,0.66
Travel Related to Leisure,2.57,24.75,9.07,0.78,1.49,0.03,0.77,48.0,2.44,2.69
Leisure,30.79,18.80,82.69,10.48,18.30,20.24,8.88,95.8,30.38,31.20
Working at Job,24.85,25.02,88.80,0.88,0.73,3.12,4.15,48.5,24.31,25.38
Educational Activities,1.89,23.41,6.33,0.19,0.24,1.06,1.14,6.2,1.61,2.18
Commuting to Work or School,1.99,24.75,7.05,0.06,0.14,0.02,1.73,41.5,1.87,2.12
Work and Education,28.73,24.89,102.18,1.13,1.12,4.20,7.03,53.4,28.15,29.31
Total,168.00,19.83,475.86,26.71,45.76,51.27,27.26,,,
