time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,3.26,18.31,8.53,0.02,0.96,3.13,2.30,29.3,2.24,4.28
Food Cooking & Clean-up,3.75,18.40,9.85,0.03,1.85,3.68,1.84,57.7,3.00,4.50
"Pets, Home & Vehicles",8.58,20.06,24.60,0.05,1.92,7.89,6.43,46.5,6.65,10.52
Household Management,1.52,24.72,5.38,0.00,0.37,1.26,1.02,23.4,1.06,1.99
Shopping,2.93,18.13,7.59,0.02,1.32,0.15,1.49,43.7,2.13,3.72
Obtaining Services,0.28,21.87,0.87,0.00,0.06,0.22,0.15,6.0,0.11,0.45
Travel for Household Activity,2.26,24.75,7.99,0.01,0.85,0.02,1.33,46.2,1.77,2.75
Household Production,22.59,20.09,64.81,0.12,7.33,16.34,14.57,89.6,20.29,24.88
Household Children,0.34,18.05,0.87,,0.34,0.29,0.00,1.0,,0.72
Household Adults,0.31,17.91,0.79,0.00,0.27,0.08,0.03,7.9,0.12,0.50
Non-Household Members,1.24,18.09,3.21,0.02,0.78,0.39,0.16,12.8,0.66,1.83
Travel for Household Members,0.24,24.75,0.84,0.00,0.17,0.00,0.07,5.7,0.11,0.37
Travel for Non-Household Members,0.57,24.75,2.02,0.00,0.36,0.01,0.18,11.4,0.31,0.83
Caring and Helping,2.70,20.06,7.73,0.02,1.92,0.78,0.44,19.6,1.90,3.50
Eating & Drinking,7.93,18.25,20.68,0.07,5.61,5.77,1.83,97.2,7.26,8.60
Personal Health Care,0.70,17.95,1.78,0.00,0.26,0.22,0.33,8.7,0.29,1.10
Grooming,3.61,18.17,9.37,0.07,,,,70.7,3.19,4.03
Sleeping,59.15,18.58,156.99,,,,,100.0,57.75,60.55
"Private, Personal, or N/A",5.73,20.56,16.82,0.01,1.05,3.88,3.61,36.8,3.90,7.56
Personal Time,77.12,18.67,205.65,0.14,6.92,9.87,5.77,100.0,74.89,79.34
Socializing,4.77,20.35,13.87,0.07,3.73,2.87,0.30,40.0,3.81,5.73
Passive Leisure,35.44,17.40,88.08,0.24,18.23,34.01,16.70,93.5,32.88,37.99
Active Leisure,2.42,17.40,6.00,0.01,0.67,0.52,1.18,19.7,1.70,3.13
Attendance Leisure,1.01,17.40,2.51,0.03,0.63,0.14,0.13,4.6,0.40,1.62
Religious Activities,0.98,23.41,3.26,0.01,0.64,0.15,0.28,6.8,0.52,1.43
Volunteering,0.34,23.41,1.15,0.03,0.16,0.09,0.09,3.1,0.14,0.55
Travel Related to Leisure,2.62,24.75,9.28,0.01,1.57,0.03,0.95,38.2,1.88,3.37
Leisure,47.58,18.27,124.15,0.40,25.63,37.81,19.65,97.8,44.97,50.19
Working at Job,14.95,27.20,58.10,0.00,0.56,2.42,3.54,27.6,12.03,17.87
Educational Activities,1.26,23.41,4.22,0.00,0.04,0.83,0.82,4.1,,2.97
Commuting to Work or School,1.81,24.75,6.40,0.00,0.18,0.01,1.52,25.1,1.21,2.40
Work and Education,18.02,26.69,68.72,0.00,0.77,3.26,5.88,34.6,14.91,21.13
Total,168.00,19.63,471.07,0.69,42.58,68.05,46.31,,,
