time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,5.15,18.31,13.47,0.05,0.28,5.05,4.54,44.5,4.31,5.98
Food Cooking & Clean-up,4.23,18.40,11.11,0.06,0.64,3.93,3.47,61.2,3.36,5.09
"Pets, Home & Vehicles",1.95,20.06,5.59,0.00,0.11,1.65,1.70,28.4,1.45,2.46
Household Management,1.43,24.72,5.05,0.00,0.20,1.12,1.02,21.1,0.97,1.89
Shopping,2.17,18.13,5.63,0.00,0.69,0.15,1.08,29.7,1.60,2.74
Obtaining Services,0.22,21.87,0.69,0.00,0.03,0.13,0.17,5.4,0.09,0.35
Travel for Household Activity,1.47,24.75,5.18,0.00,0.36,0.00,0.78,31.4,1.20,1.73
Household Production,16.61,19.68,46.72,0.12,2.31,12.03,12.75,85.5,15.11,18.12
Household Children,0.16,18.05,0.41,,0.15,0.16,0.01,1.2,,0.35
Household Adults,0.08,17.91,0.21,0.00,0.08,0.08,0.00,0.4,,0.23
Non-Household Members,2.32,18.09,6.00,0.01,1.93,1.05,0.13,16.1,1.29,3.36
Travel for Household Members,0.01,24.75,0.05,0.00,0.01,0.00,0.01,0.3,,0.03
Travel for Non-Household Members,0.43,24.75,1.51,0.00,0.21,0.01,0.17,10.7,0.24,0.62
Caring and Helping,3.01,19.06,8.18,0.01,2.37,1.30,0.31,17.4,1.92,4.09
Eating & Drinking,6.27,18.25,16.35,0.03,1.10,5.19,4.23,92.3,5.74,6.80
Personal Health Care,5.21,17.95,13.35,0.02,0.40,3.85,4.07,43.3,3.81,6.60
Grooming,4.84,18.17,12.57,0.01,,,,71.1,4.43,5.26
Sleeping,70.39,18.58,186.84,,,,,99.6,67.98,72.81
"Private, Personal, or N/A",2.51,20.56,7.39,0.00,0.31,0.98,1.39,28.1,1.93,3.10
Personal Time,89.23,18.55,236.49,0.05,1.82,10.02,9.69,99.8,86.96,91.50
Socializing,6.89,20.35,20.03,0.09,3.08,3.42,1.65,45.7,5.75,8.03
Passive Leisure,45.41,17.40,112.87,0.07,2.92,43.30,39.79,95.5,42.76,48.07
Active Leisure,0.61,17.40,1.51,0.02,0.08,0.20,0.35,7.2,0.32,0.90
Attendance Leisure,0.36,17.40,0.89,0.00,0.11,0.11,0.07,3.4,0.15,0.57
Religious Activities,1.78,23.41,5.94,0.00,0.27,0.79,1.01,13.0,1.19,2.37
Volunteering,0.63,23.41,2.11,0.00,0.03,0.10,0.08,3.6,0.26,1.00
Travel Related to Leisure,2.02,24.75,7.14,0.00,0.68,0.04,0.85,34.5,1.28,2.76
Leisure,57.69,18.26,150.49,0.18,7.17,47.96,43.79,98.2,55.26,60.13
Working at Job,0.95,0.00,0.00,0.00,0.20,0.35,0.33,2.2,0.30,1.60
Educational Activities,0.31,23.41,1.05,0.00,0.00,0.16,0.24,1.3,0.02,0.61
Commuting to Work or School,0.20,24.75,0.69,0.00,0.00,0.00,0.19,3.0,0.03,0.36
Work and Education,1.46,8.35,1.74,0.00,0.20,0.52,0.77,4.4,0.71,2.20
Total,168.00,18.48,443.62,0.36,13.87,71.82,67.31,,,
