time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,1.84,18.31,4.82,0.00,1.00,1.75,0.83,20.3,1.61,2.07
Food Cooking & Clean-up,2.75,18.40,7.22,0.00,1.54,2.67,1.20,44.8,2.54,2.95
"Pets, Home & Vehicles",9.78,20.06,28.02,0.00,2.08,8.96,7.50,51.6,9.21,10.34
Household Management,1.87,24.72,6.59,0.00,0.71,1.57,1.13,28.9,1.57,2.17
Shopping,2.87,18.13,7.43,0.00,1.82,0.11,0.95,41.5,2.68,3.05
Obtaining Services,0.33,21.87,1.04,0.00,0.12,0.20,0.11,5.1,0.24,0.43
Travel for Household Activity,2.50,24.75,8.85,0.00,1.37,0.03,1.04,46.5,2.30,2.71
Household Production,21.94,20.41,63.98,0.00,8.64,15.29,12.75,85.7,21.23,22.65
Household Children,0.00,18.05,0.00,,0.00,0.00,0.00,0.0,,
Household Adults,0.54,17.91,1.37,0.00,0.47,0.29,0.07,7.0,0.39,0.68
Non-Household Members,1.92,18.09,4.96,0.00,1.48,0.79,0.17,14.2,1.60,2.23
Travel for Household Members,0.14,24.75,0.49,0.00,0.11,0.00,0.03,3.3,0.10,0.18
Travel for Non-Household Members,0.49,24.75,1.75,0.00,0.29,0.00,0.17,10.2,0.42,0.57
Caring and Helping,3.09,19.43,8.57,0.00,2.35,1.09,0.44,20.2,2.73,3.45
Eating & Drinking,9.89,18.25,25.77,0.00,7.83,7.67,1.70,98.0,9.53,10.24
Personal Health Care,1.25,17.95,3.20,0.00,0.51,0.63,0.65,15.3,1.01,1.49
Grooming,3.28,18.17,8.51,0.00,,,,65.1,3.16,3.39
Sleeping,62.26,18.58,165.24,,,,,99.9,61.77,62.75
"Private, Personal, or N/A",2.27,20.56,6.67,0.00,0.69,0.81,0.76,24.1,1.99,2.56
Personal Time,78.94,18.57,209.40,0.00,9.03,9.11,3.10,100.0,78.28,79.60
Socializing,5.19,20.35,15.09,0.00,4.23,2.42,0.20,38.8,4.62,5.77
Passive Leisure,46.64,17.40,115.92,0.00,27.16,45.29,19.20,98.0,45.28,48.00
Active Leisure,3.68,17.40,9.13,0.00,1.12,0.71,1.44,26.6,3.36,3.99
Attendance Leisure,0.76,17.40,1.89,0.00,0.59,0.05,0.09,4.0,0.56,0.96
Religious Activities,1.26,23.41,4.20,0.00,0.87,0.38,0.27,10.6,1.11,1.40
Volunteering,1.69,23.41,5.66,0.00,0.42,0.59,0.70,9.2,1.32,2.07
Travel Related to Leisure,3.33,24.75,11.77,0.00,2.17,0.07,1.00,50.4,2.94,3.72
Leisure,62.55,18.32,163.67,0.00,36.56,49.50,22.90,99.6,61.68,63.41
Working at Job,1.32,23.79,4.49,0.00,0.06,0.37,0.43,3.6,0.95,1.70
Educational Activities,0.02,23.41,0.07,0.00,0.00,0.02,0.02,0.1,,0.05
Commuting to Work or School,0.14,24.75,0.50,0.00,0.01,0.00,0.12,2.9,0.10,0.18
Work and Education,1.48,23.88,5.06,0.00,0.08,0.39,0.57,4.5,1.10,1.87
Total,168.00,18.78,450.68,0.00,56.66,75.39,39.77,,,
