time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,2.97,18.31,7.77,0.02,0.03,2.90,2.84,31.5,2.28,3.65
Food Cooking & Clean-up,2.96,18.40,7.77,0.05,0.17,2.89,2.64,56.1,2.49,3.43
"Pets, Home & Vehicles",4.63,20.06,13.27,0.02,0.08,4.07,4.23,34.7,3.71,5.55
Household Management,1.57,24.72,5.54,0.00,0.13,1.18,1.30,28.0,1.17,1.97
Shopping,2.00,18.13,5.19,0.00,0.10,0.06,1.66,42.6,1.72,2.29
Obtaining Services,0.36,21.87,1.12,0.00,0.05,0.18,0.22,4.7,0.17,0.54
Travel for Household Activity,2.39,24.75,8.46,0.00,0.15,0.02,2.06,48.6,1.98,2.81
Household Production,16.88,20.37,49.12,0.09,0.70,11.30,14.96,85.4,15.31,18.45
Household Children,0.01,18.05,0.04,,0.01,0.00,0.00,0.1,,0.04
Household Adults,0.00,17.91,0.00,0.00,0.00,0.00,0.00,0.0,,
Non-Household Members,0.95,18.09,2.44,0.00,0.47,0.06,0.22,12.7,0.62,1.27
Travel for Household Members,0.00,24.75,0.00,0.00,0.00,0.00,0.00,0.1,,
Travel for Non-Household Members,0.69,24.75,2.43,0.00,0.21,0.01,0.38,11.7,0.37,1.00
Caring and Helping,1.65,20.86,4.91,0.00,0.69,0.07,0.60,12.8,1.13,2.16
Eating & Drinking,7.90,18.25,20.59,0.01,0.62,4.76,5.13,96.2,7.29,8.51
Personal Health Care,1.22,17.95,3.12,0.00,0.01,0.69,1.08,13.8,0.67,1.76
Grooming,3.76,18.17,9.77,0.00,,,,70.6,3.45,4.07
Sleeping,62.18,18.58,165.05,,,,,100.0,60.45,63.92
"Private, Personal, or N/A",2.07,20.56,6.08,0.00,0.07,0.63,1.25,25.4,1.65,2.48
Personal Time,77.13,18.57,204.61,0.01,0.70,6.08,7.46,100.0,75.15,79.11
Socializing,4.96,20.35,14.43,0.01,1.46,1.59,0.69,38.0,4.27,5.66
Passive Leisure,37.08,17.40,92.16,0.10,0.84,34.94,34.42,95.5,34.56,39.61
Active Leisure,3.07,17.40,7.64,0.02,0.16,1.20,2.20,20.1,1.82,4.33
Attendance Leisure,0.99,17.40,2.45,0.00,0.12,0.09,0.47,4.3,0.60,1.37
Religious Activities,0.69,23.41,2.32,0.00,0.01,0.27,0.43,8.4,0.49,0.90
Volunteering,1.08,23.41,3.63,0.00,0.02,0.20,0.29,6.2,0.62,1.55
Travel Related to Leisure,3.14,24.75,11.11,0.00,0.32,0.02,2.24,55.0,2.65,3.64
Leisure,51.03,18.35,133.75,0.13,2.93,38.31,40.74,99.1,48.48,53.57
Working at Job,19.64,17.04,47.80,0.00,0.06,4.40,7.17,52.0,17.58,21.70
Educational Activities,0.02,23.41,0.07,0.00,0.00,0.02,0.02,0.2,,0.05
Commuting to Work or School,1.65,24.75,5.85,0.00,0.01,0.05,1.54,39.0,1.37,1.94
Work and Education,21.31,17.64,53.71,0.00,0.07,4.46,8.73,53.3,19.08,23.55
Total,168.00,18.59,446.09,0.24,5.09,60.23,72.49,,,
