time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,2.08,18.31,5.44,0.00,0.56,2.01,1.51,23.1,1.50,2.66
Food Cooking & Clean-up,2.87,18.40,7.55,0.00,1.40,2.77,1.39,46.0,1.75,4.00
"Pets, Home & Vehicles",6.49,20.06,18.60,0.00,1.65,5.95,4.74,41.9,5.33,7.65
Household Management,1.54,24.72,5.44,0.00,0.53,1.35,0.97,24.3,1.07,2.01
Shopping,2.36,18.13,6.13,0.00,1.22,0.12,1.02,42.0,2.05,2.68
Obtaining Services,0.20,21.87,0.62,0.00,0.07,0.08,0.05,4.6,0.10,0.30
Travel for Household Activity,2.25,24.75,7.94,0.00,1.01,0.02,1.16,46.4,1.88,2.61
Household Production,17.79,20.35,51.71,0.00,6.44,12.30,10.84,83.8,15.79,19.80
Household Children,0.00,18.05,0.00,,0.00,0.00,0.00,0.0,,
Household Adults,0.45,17.91,1.14,0.00,0.28,0.18,0.16,10.7,0.20,0.69
Non-Household Members,1.10,18.09,2.83,0.00,0.82,0.24,0.10,10.0,0.71,1.48
Travel for Household Members,0.37,24.75,1.31,0.00,0.20,0.00,0.15,7.4,0.21,0.52
Travel for Non-Household Members,0.41,24.75,1.44,0.00,0.22,0.00,0.16,8.9,0.25,0.56
Caring and Helping,2.32,20.29,6.72,0.00,1.52,0.43,0.58,20.0,1.62,3.01
Eating & Drinking,8.72,18.25,22.73,0.00,5.73,5.78,2.29,96.3,8.30,9.14
Personal Health Care,0.78,17.95,2.01,0.00,0.15,0.54,0.55,7.7,0.34,1.22
Grooming,3.62,18.17,9.39,0.00,,,,72.5,3.35,3.89
Sleeping,60.19,18.58,159.75,,,,,99.9,59.27,61.10
"Private, Personal, or N/A",1.96,20.56,5.74,0.00,0.48,0.64,0.69,23.2,1.61,2.31
Personal Time,75.26,18.57,199.63,0.00,6.36,6.96,3.52,100.0,74.20,76.33
Socializing,4.57,20.35,13.30,0.00,3.41,2.01,0.20,37.3,3.83,5.32
Passive Leisure,31.50,17.40,78.29,0.00,16.18,30.08,14.93,93.2,29.48,33.51
Active Leisure,2.45,17.40,6.09,0.00,0.77,0.52,1.13,18.7,2.01,2.89
Attendance Leisure,0.79,17.40,1.98,0.00,0.68,0.01,0.08,4.5,0.48,1.11
Religious Activities,0.86,23.41,2.86,0.00,0.54,0.26,0.20,7.6,0.60,1.11
Volunteering,1.22,23.41,4.09,0.00,0.25,0.36,0.50,7.7,0.75,1.69
Travel Related to Leisure,3.00,24.75,10.62,0.00,1.76,0.02,1.14,51.1,2.53,3.48
Leisure,44.40,18.48,117.23,0.00,23.58,33.26,18.17,98.0,42.39,46.41
Working at Job,23.63,19.73,66.61,0.00,1.25,4.22,6.51,56.4,21.47,25.80
Educational Activities,2.21,23.41,7.41,0.00,0.38,1.23,1.22,5.9,1.42,3.01
Commuting to Work or School,2.38,24.75,8.40,0.00,0.17,0.04,2.14,43.2,2.00,2.75
Work and Education,28.22,20.44,82.42,0.00,1.80,5.48,9.87,59.8,25.76,30.68
Total,168.00,19.07,457.71,0.00,39.70,58.43,42.98,,,
