time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,5.70,18.31,14.91,0.00,0.81,5.64,4.42,44.0,4.77,6.63
Food Cooking & Clean-up,4.60,18.40,12.08,0.00,1.09,4.35,3.12,59.6,3.88,5.32
"Pets, Home & Vehicles",1.74,20.06,4.99,0.00,0.16,1.47,1.47,26.7,1.40,2.08
Household Management,1.51,24.72,5.34,0.00,0.16,1.18,0.95,18.9,1.07,1.95
Shopping,1.89,18.13,4.90,0.00,0.70,0.08,0.83,28.1,1.52,2.26
Obtaining Services,0.30,21.87,0.93,0.00,0.08,0.21,0.20,4.6,0.14,0.46
Travel for Household Activity,1.42,24.75,5.04,0.00,0.43,0.00,0.71,30.4,1.20,1.65
Household Production,17.16,19.65,48.19,0.00,3.43,12.93,11.71,83.5,15.57,18.76
Household Children,0.00,18.05,0.00,,0.00,0.00,0.00,0.0,,
Household Adults,0.27,17.91,0.69,0.00,0.20,0.23,0.04,4.8,0.10,0.44
Non-Household Members,2.28,18.09,5.90,0.00,1.81,1.30,0.28,14.9,1.51,3.06
Travel for Household Members,0.04,24.75,0.16,0.00,0.03,0.00,0.02,1.0,0.01,0.08
Travel for Non-Household Members,0.36,24.75,1.26,0.00,0.18,0.01,0.13,9.0,0.23,0.49
Caring and Helping,2.96,18.98,8.02,0.00,2.22,1.55,0.47,19.1,2.07,3.84
Eating & Drinking,6.04,18.25,15.74,0.00,1.76,5.11,3.29,92.8,5.60,6.47
Personal Health Care,5.51,17.95,14.13,0.00,0.61,3.93,3.97,41.0,4.40,6.62
Grooming,4.76,18.17,12.36,0.00,,,,69.3,4.37,5.15
Sleeping,71.85,18.58,190.71,,,,,99.8,69.68,74.03
"Private, Personal, or N/A",2.31,20.56,6.80,0.00,0.41,0.91,1.20,26.0,1.78,2.85
Personal Time,90.48,18.55,239.74,0.01,2.77,9.95,8.47,99.9,88.33,92.63
Socializing,6.67,20.35,19.38,0.01,3.31,3.61,1.43,44.1,5.61,7.72
Passive Leisure,44.48,17.40,110.55,0.00,6.42,42.88,34.34,94.7,41.99,46.97
Active Leisure,0.67,17.40,1.66,0.00,0.09,0.26,0.45,7.0,0.41,0.93
Attendance Leisure,0.19,17.40,0.48,0.00,0.07,0.06,0.05,2.1,0.09,0.30
Religious Activities,1.59,23.41,5.33,0.00,0.31,0.74,0.90,10.3,0.99,2.20
Volunteering,0.50,23.41,1.68,0.00,0.06,0.11,0.09,3.6,0.26,0.74
Travel Related to Leisure,1.72,24.75,6.09,0.00,0.67,0.04,0.69,29.4,1.26,2.18
Leisure,55.82,18.20,145.16,0.01,10.92,47.69,37.94,97.9,53.53,58.12
Working at Job,1.12,15.03,2.41,0.00,0.11,0.21,0.32,2.6,0.48,1.76
Educational Activities,0.29,23.41,0.97,0.00,0.11,0.20,0.14,1.0,,0.61
Commuting to Work or School,0.17,24.75,0.60,0.00,0.00,0.00,0.15,3.0,0.05,0.29
Work and Education,1.58,17.61,3.97,0.00,0.23,0.42,0.60,4.2,0.78,2.38
Total,168.00,18.55,445.08,0.02,19.57,72.53,59.19,,,
