time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,2.62,18.31,6.84,0.00,0.09,2.47,2.41,26.9,2.35,2.89
Food Cooking & Clean-up,2.65,18.40,6.97,0.00,0.21,2.52,2.29,53.3,2.25,3.05
"Pets, Home & Vehicles",3.97,20.06,11.38,0.00,0.12,3.41,3.68,31.1,3.36,4.58
Household Management,1.00,24.72,3.53,0.00,0.04,0.81,0.88,21.3,0.79,1.21
Shopping,1.76,18.13,4.55,0.00,0.16,0.11,1.37,36.9,1.59,1.92
Obtaining Services,0.10,21.87,0.30,0.00,0.00,0.02,0.07,2.7,0.04,0.15
Travel for Household Activity,2.03,24.75,7.18,0.00,0.16,0.03,1.69,42.0,1.81,2.25
Household Production,14.12,20.20,40.73,0.01,0.78,9.38,12.38,81.9,13.20,15.03
Household Children,0.00,18.05,0.00,,0.00,0.00,0.00,0.0,,
Household Adults,0.09,17.91,0.22,0.00,0.07,0.05,0.00,1.3,0.02,0.15
Non-Household Members,0.91,18.09,2.36,0.00,0.41,0.13,0.21,9.8,0.72,1.10
Travel for Household Members,0.02,24.75,0.06,0.00,0.01,0.00,0.00,0.4,,0.03
Travel for Non-Household Members,0.38,24.75,1.34,0.00,0.09,0.00,0.21,8.4,0.31,0.45
Caring and Helping,1.39,19.96,3.97,0.00,0.59,0.18,0.42,11.2,1.20,1.58
Eating & Drinking,7.64,18.25,19.92,0.00,0.85,4.14,4.81,94.9,7.39,7.89
Personal Health Care,0.71,17.95,1.82,0.00,0.09,0.43,0.55,8.0,0.46,0.96
Grooming,4.11,18.17,10.66,0.00,,,,77.5,3.94,4.27
Sleeping,58.39,18.58,154.98,,,,,99.8,57.71,59.07
"Private, Personal, or N/A",1.65,20.56,4.84,0.01,0.08,0.60,0.96,21.3,1.44,1.86
Personal Time,72.49,18.56,192.22,0.01,1.02,5.18,6.33,100.0,71.70,73.29
Socializing,3.41,20.35,9.91,0.00,1.32,0.98,0.46,29.5,3.15,3.67
Passive Leisure,27.44,17.40,68.21,0.06,1.62,25.25,23.61,92.0,25.98,28.91
Active Leisure,2.17,17.40,5.40,0.00,0.14,0.43,1.34,17.2,1.88,2.47
Attendance Leisure,0.61,17.40,1.51,0.00,0.09,0.05,0.21,2.9,0.44,0.77
Religious Activities,0.63,23.41,2.11,0.00,0.09,0.16,0.33,6.3,0.48,0.78
Volunteering,0.73,23.41,2.45,0.00,0.09,0.10,0.22,4.3,0.52,0.95
Travel Related to Leisure,2.80,24.75,9.91,0.00,0.28,0.08,2.00,48.6,2.53,3.07
Leisure,37.80,18.43,99.49,0.07,3.63,27.06,28.16,97.0,36.57,39.03
Working at Job,39.20,31.14,174.39,0.01,0.33,6.07,12.98,68.9,37.65,40.74
Educational Activities,0.09,23.41,0.31,0.00,0.00,0.08,0.08,0.5,0.04,0.15
Commuting to Work or School,2.90,24.75,10.27,0.00,0.03,0.05,2.71,53.5,2.61,3.20
Work and Education,42.20,30.68,184.97,0.01,0.35,6.20,15.77,69.5,40.44,43.95
Total,168.00,21.72,521.39,0.10,6.37,48.00,63.07,,,
