time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,7.25,18.31,18.96,0.00,1.52,6.91,5.65,59.6,6.67,7.82
Food Cooking & Clean-up,6.45,18.40,16.95,0.00,2.43,6.27,3.96,78.7,5.90,6.99
"Pets, Home & Vehicles",4.30,20.06,12.33,0.00,1.50,3.80,2.77,39.3,3.72,4.88
Household Management,1.89,24.72,6.68,0.00,0.63,1.59,1.23,33.4,1.54,2.25
Shopping,3.38,18.13,8.74,0.00,1.38,0.10,1.77,44.6,3.01,3.74
Obtaining Services,0.25,21.87,0.78,0.00,0.13,0.18,0.08,4.5,0.13,0.37
Travel for Household Activity,2.48,24.75,8.76,0.00,1.21,0.02,1.21,49.0,2.18,2.78
Household Production,25.99,19.71,73.20,0.00,8.79,18.86,16.67,94.7,24.69,27.29
Household Children,0.00,18.05,0.00,,0.00,0.00,0.00,0.0,,
Household Adults,0.72,17.91,1.84,0.00,0.53,0.30,0.11,8.4,0.39,1.05
Non-Household Members,2.56,18.09,6.62,0.00,2.16,1.20,0.18,19.7,2.05,3.07
Travel for Household Members,0.24,24.75,0.86,0.00,0.18,0.00,0.04,4.1,0.13,0.36
Travel for Non-Household Members,0.72,24.75,2.55,0.00,0.40,0.00,0.27,14.4,0.56,0.88
Caring and Helping,4.24,19.57,11.87,0.00,3.27,1.51,0.61,26.7,3.66,4.82
Eating & Drinking,8.56,18.25,22.33,0.00,6.17,5.78,1.74,97.0,8.24,8.88
Personal Health Care,1.45,17.95,3.73,0.00,0.27,0.60,0.86,15.4,1.08,1.83
Grooming,5.57,18.17,14.46,0.00,,,,84.0,5.15,5.99
Sleeping,59.67,18.58,158.38,,,,,100.0,59.12,60.22
"Private, Personal, or N/A",2.12,20.56,6.22,0.00,0.52,0.68,0.88,29.6,1.86,2.38
Personal Time,77.38,18.56,205.11,0.00,6.96,7.07,3.48,100.0,76.47,78.28
Socializing,5.77,20.35,16.78,0.00,4.47,2.90,0.52,49.1,5.20,6.34
Passive Leisure,26.49,17.40,65.83,0.00,15.27,25.24,10.93,94.3,25.42,27.56
Active Leisure,1.78,17.40,4.41,0.00,0.63,0.45,0.87,20.6,1.55,2.00
Attendance Leisure,0.78,17.40,1.94,0.00,0.53,0.04,0.07,4.7,0.55,1.01
Religious Activities,1.41,23.41,4.72,0.00,0.77,0.34,0.39,15.4,1.21,1.61
Volunteering,1.74,23.41,5.83,0.00,0.43,0.78,0.78,12.0,1.38,2.11
Travel Related to Leisure,3.17,24.75,11.20,0.00,2.06,0.03,0.97,52.0,2.74,3.60
Leisure,41.14,18.84,110.71,0.00,24.15,29.78,14.53,99.0,39.94,42.33
Working at Job,17.69,19.37,48.95,0.00,1.19,3.43,4.14,48.8,16.37,19.02
Educational Activities,0.16,23.41,0.54,0.00,0.00,0.12,0.15,0.5,,0.33
Commuting to Work or School,1.40,24.75,4.94,0.00,0.09,0.03,1.27,36.2,1.19,1.60
Work and Education,19.25,19.79,54.43,0.00,1.28,3.58,5.56,49.6,17.88,20.62
Total,168.00,18.97,455.32,0.00,44.46,60.79,40.85,,,
