time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,2.57,18.31,6.71,0.00,0.60,2.45,1.96,27.1,2.18,2.95
Food Cooking & Clean-up,3.59,18.40,9.44,0.00,1.42,3.49,2.14,53.2,3.27,3.91
"Pets, Home & Vehicles",11.51,20.06,32.99,0.00,1.48,10.55,9.78,57.2,10.38,12.65
Household Management,1.76,24.72,6.22,0.00,0.42,1.47,1.29,27.4,1.33,2.19
Shopping,2.66,18.13,6.88,0.00,1.24,0.10,1.32,38.9,2.35,2.97
Obtaining Services,0.53,21.87,1.66,0.00,0.12,0.40,0.17,5.5,0.26,0.80
Travel for Household Activity,2.35,24.75,8.30,0.00,0.98,0.02,1.34,45.2,2.07,2.63
Household Production,24.97,20.24,72.21,0.00,6.25,18.48,18.00,88.5,23.32,26.62
Household Children,0.00,18.05,0.00,,0.00,0.00,0.00,0.0,,
Household Adults,0.31,17.91,0.80,0.00,0.20,0.14,0.10,8.5,0.21,0.41
Non-Household Members,1.91,18.09,4.92,0.00,1.42,0.79,0.29,14.1,1.52,2.29
Travel for Household Members,0.32,24.75,1.12,0.00,0.20,0.00,0.12,5.7,0.22,0.42
Travel for Non-Household Members,0.48,24.75,1.70,0.00,0.24,0.01,0.19,10.6,0.35,0.61
Caring and Helping,3.01,19.84,8.54,0.00,2.06,0.95,0.70,21.1,2.57,3.46
Eating & Drinking,9.54,18.25,24.87,0.00,6.33,7.23,2.68,97.0,9.16,9.92
Personal Health Care,1.34,17.95,3.43,0.00,0.34,0.77,0.87,14.3,0.93,1.75
Grooming,3.14,18.17,8.16,0.00,,,,63.7,2.89,3.40
Sleeping,61.52,18.58,163.28,,,,,99.9,60.70,62.34
"Private, Personal, or N/A",2.41,20.56,7.08,0.00,0.44,0.83,0.90,26.4,2.08,2.74
Personal Time,77.95,18.57,206.83,0.00,7.11,8.84,4.45,100.0,76.94,78.96
Socializing,5.42,20.35,15.76,0.00,4.17,2.58,0.33,43.5,4.86,5.98
Passive Leisure,43.45,17.40,107.99,0.00,19.13,42.56,24.03,96.8,41.90,44.99
Active Leisure,3.26,17.40,8.09,0.00,0.63,0.74,1.97,24.6,2.77,3.74
Attendance Leisure,0.86,17.40,2.13,0.00,0.62,0.06,0.10,5.3,0.62,1.09
Religious Activities,1.04,23.41,3.46,0.00,0.56,0.29,0.31,8.7,0.81,1.26
Volunteering,1.88,23.41,6.27,0.00,0.35,0.56,0.78,9.2,1.46,2.29
Travel Related to Leisure,3.46,24.75,12.23,0.00,1.95,0.04,1.38,51.4,2.92,4.00
Leisure,59.35,18.39,155.93,0.00,27.41,46.82,28.91,99.3,57.77,60.93
Working at Job,2.42,28.56,9.88,0.00,0.15,0.68,0.82,6.5,1.60,3.24
Educational Activities,0.08,23.41,0.27,0.00,0.00,0.05,0.08,0.4,,0.18
Commuting to Work or School,0.21,24.75,0.73,0.00,0.04,0.00,0.17,4.3,0.12,0.29
Work and Education,2.71,28.11,10.88,0.00,0.19,0.73,1.06,7.5,1.83,3.59
Total,168.00,18.93,454.40,0.00,43.01,75.81,53.11,,,
