time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,1.99,18.31,5.19,0.00,0.90,1.88,1.07,22.3,1.78,2.19
Food Cooking & Clean-up,2.95,18.40,7.76,0.00,1.52,2.87,1.42,46.8,2.77,3.14
"Pets, Home & Vehicles",10.38,20.06,29.74,0.00,1.93,9.49,8.21,53.4,9.83,10.92
Household Management,1.81,24.72,6.40,0.00,0.65,1.51,1.13,28.8,1.57,2.05
Shopping,2.83,18.13,7.33,0.00,1.69,0.11,1.05,41.1,2.65,3.01
Obtaining Services,0.35,21.87,1.10,0.00,0.10,0.22,0.11,5.3,0.26,0.45
Travel for Household Activity,2.48,24.75,8.77,0.00,1.25,0.03,1.15,46.6,2.31,2.65
Household Production,22.79,20.36,66.29,0.00,8.05,16.11,14.14,86.7,22.10,23.49
Household Children,0.00,18.05,0.00,,0.00,0.00,0.00,0.0,,
Household Adults,0.48,17.91,1.23,0.00,0.40,0.25,0.08,7.3,0.36,0.60
Non-Household Members,1.97,18.09,5.10,0.00,1.53,0.83,0.21,14.4,1.69,2.26
Travel for Household Members,0.17,24.75,0.61,0.00,0.12,0.00,0.05,3.8,0.14,0.21
Travel for Non-Household Members,0.49,24.75,1.74,0.00,0.28,0.00,0.18,10.4,0.43,0.56
Caring and Helping,3.12,19.48,8.68,0.00,2.33,1.09,0.51,20.6,2.80,3.44
Eating & Drinking,9.83,18.25,25.64,0.00,7.50,7.58,1.94,97.7,9.55,10.12
Personal Health Care,1.27,17.95,3.25,0.00,0.44,0.67,0.72,15.0,1.06,1.48
Grooming,3.23,18.17,8.38,0.00,,,,64.7,3.13,3.33
Sleeping,61.97,18.58,164.47,,,,,99.9,61.50,62.44
"Private, Personal, or N/A",2.31,20.56,6.80,0.00,0.63,0.79,0.79,24.7,2.07,2.55
Personal Time,78.61,18.57,208.53,0.00,8.57,9.04,3.44,100.0,78.06,79.16
Socializing,5.22,20.35,15.19,0.00,4.20,2.46,0.23,39.9,4.74,5.70
Passive Leisure,45.94,17.40,114.18,0.00,25.11,44.66,20.56,97.8,44.75,47.13
Active Leisure,3.52,17.40,8.75,0.00,0.99,0.69,1.53,26.1,3.25,3.80
Attendance Leisure,0.78,17.40,1.95,0.00,0.59,0.05,0.09,4.4,0.59,0.98
Religious Activities,1.20,23.41,4.00,0.00,0.80,0.35,0.28,10.2,1.08,1.31
Volunteering,1.75,23.41,5.84,0.00,0.39,0.61,0.75,9.1,1.39,2.10
Travel Related to Leisure,3.42,24.75,12.09,0.00,2.15,0.06,1.12,50.6,3.05,3.79
Leisure,61.83,18.34,161.99,0.00,34.22,48.89,24.56,99.6,60.97,62.69
Working at Job,1.47,23.74,4.99,0.00,0.09,0.42,0.57,4.1,1.19,1.75
Educational Activities,0.03,23.41,0.11,0.00,0.00,0.03,0.03,0.2,,0.07
Commuting to Work or School,0.15,24.75,0.52,0.00,0.02,0.00,0.12,3.0,0.11,0.19
Work and Education,1.65,23.82,5.62,0.00,0.10,0.45,0.72,5.0,1.35,1.95
Total,168.00,18.80,451.12,0.00,53.27,75.57,43.38,,,
