time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,7.33,18.31,19.18,0.08,1.62,7.13,5.63,50.4,6.24,8.43
Food Cooking & Clean-up,6.42,18.40,16.88,0.14,2.17,6.33,4.22,68.9,5.69,7.15
"Pets, Home & Vehicles",2.50,20.06,7.16,0.00,0.78,2.25,1.67,31.1,2.03,2.97
Household Management,1.00,24.72,3.54,0.00,0.35,0.79,0.62,20.9,0.79,1.21
Shopping,2.52,18.13,6.53,0.01,1.51,0.14,0.77,30.7,1.98,3.07
Obtaining Services,0.14,21.87,0.44,0.00,0.06,0.11,0.06,2.8,0.05,0.23
Travel for Household Activity,1.79,24.75,6.33,0.00,1.14,0.02,0.55,33.9,1.46,2.12
Household Production,21.71,19.37,60.06,0.23,7.62,16.75,13.52,87.1,19.61,23.81
Household Children,0.24,18.05,0.63,,0.23,0.20,0.01,1.6,0.07,0.42
Household Adults,0.42,17.91,1.08,0.00,0.35,0.21,0.06,7.4,0.15,0.69
Non-Household Members,2.23,18.09,5.77,0.01,1.87,0.93,0.18,15.0,1.49,2.98
Travel for Household Members,0.24,24.75,0.83,0.00,0.22,0.00,0.02,4.3,0.11,0.37
Travel for Non-Household Members,0.54,24.75,1.91,0.01,0.36,0.01,0.15,10.5,0.34,0.74
Caring and Helping,3.67,19.47,10.22,0.02,3.04,1.34,0.41,22.3,2.76,4.59
Eating & Drinking,7.18,18.25,18.73,0.09,5.25,6.06,1.74,96.0,6.43,7.94
Personal Health Care,5.02,17.95,12.88,0.00,1.59,3.86,3.04,36.9,3.83,6.22
Grooming,4.27,18.17,11.07,0.06,,,,68.7,3.64,4.89
Sleeping,68.38,18.58,181.48,,,,,99.5,66.05,70.71
"Private, Personal, or N/A",2.22,20.56,6.52,0.12,0.56,0.67,0.65,24.0,1.63,2.80
Personal Time,87.07,18.55,230.68,0.28,7.40,10.58,5.43,100.0,85.16,88.97
Socializing,6.35,20.35,18.46,0.15,4.98,3.96,0.89,46.1,5.47,7.23
Passive Leisure,42.74,17.40,106.22,0.33,22.93,41.44,19.09,95.6,39.75,45.72
Active Leisure,0.66,17.40,1.63,0.00,0.28,0.34,0.32,7.9,0.46,0.85
Attendance Leisure,0.35,17.40,0.88,0.00,0.24,0.14,0.08,2.0,0.15,0.56
Religious Activities,1.17,23.41,3.91,0.01,0.68,0.47,0.38,9.5,0.84,1.50
Volunteering,0.53,23.41,1.78,0.00,0.13,0.23,0.19,3.3,0.28,0.78
Travel Related to Leisure,1.88,24.75,6.66,0.01,1.28,0.04,0.33,31.9,1.39,2.38
Leisure,53.68,18.20,139.54,0.50,30.53,46.62,21.29,98.2,51.47,55.90
Working at Job,1.28,18.40,3.38,0.00,0.15,0.52,0.43,3.4,0.56,2.01
Educational Activities,0.46,23.41,1.55,0.00,0.05,0.43,0.42,1.0,,0.97
Commuting to Work or School,0.12,24.75,0.42,0.00,0.02,0.00,0.08,2.6,0.01,0.23
Work and Education,1.87,20.05,5.35,0.00,0.22,0.95,0.93,4.8,0.91,2.82
Total,168.00,18.58,445.85,1.03,48.80,76.26,41.58,,,
