time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,1.36,18.31,3.56,0.00,0.70,1.28,0.62,13.3,0.79,1.92
Food Cooking & Clean-up,1.76,18.40,4.62,0.01,1.15,1.70,0.58,34.4,1.34,2.17
"Pets, Home & Vehicles",2.95,20.06,8.47,0.00,1.12,2.56,1.55,24.6,2.23,3.68
Household Management,0.58,24.72,2.03,0.00,0.33,0.44,0.24,14.3,0.35,0.80
Shopping,2.20,18.13,5.70,0.00,1.60,0.03,0.49,36.7,1.74,2.66
Obtaining Services,0.16,21.87,0.50,0.00,0.06,0.09,0.09,2.1,0.03,0.29
Travel for Household Activity,1.70,24.75,6.02,0.00,0.96,0.01,0.68,38.6,1.39,2.01
Household Production,10.71,20.19,30.89,0.02,5.91,6.11,4.25,69.6,9.54,11.88
Household Children,0.00,18.05,0.00,,0.00,0.00,0.00,0.0,,
Household Adults,0.33,17.91,0.83,0.00,0.29,0.26,0.02,7.3,0.01,0.64
Non-Household Members,0.62,18.09,1.60,0.00,0.43,0.12,0.07,7.9,0.29,0.95
Travel for Household Members,0.13,24.75,0.45,0.00,0.09,0.00,0.03,2.9,0.05,0.20
Travel for Non-Household Members,0.36,24.75,1.27,0.00,0.27,0.00,0.05,5.9,0.14,0.58
Caring and Helping,1.43,20.31,4.15,0.00,1.08,0.38,0.18,13.9,0.80,2.06
Eating & Drinking,8.10,18.25,21.11,0.02,5.17,4.69,1.68,96.9,7.54,8.66
Personal Health Care,0.29,17.95,0.73,0.00,0.04,0.13,0.23,4.9,,0.59
Grooming,4.24,18.17,11.00,0.00,,,,79.1,3.80,4.67
Sleeping,59.30,18.58,157.40,,,,,100.0,57.20,61.41
"Private, Personal, or N/A",1.99,20.56,5.85,0.00,0.70,0.73,0.64,17.7,1.29,2.70
Personal Time,73.91,18.57,196.09,0.02,5.91,5.55,2.56,100.0,71.46,76.37
Socializing,4.61,20.35,13.40,0.00,3.79,2.07,0.18,38.6,3.83,5.39
Passive Leisure,23.72,17.40,58.97,0.04,17.08,22.34,5.92,89.9,21.77,25.68
Active Leisure,2.51,17.40,6.23,0.00,1.16,0.33,0.72,21.5,1.77,3.25
Attendance Leisure,0.80,17.40,2.00,0.01,0.64,0.21,0.15,4.4,0.43,1.17
Religious Activities,0.70,23.41,2.34,0.00,0.55,0.26,0.10,6.6,0.21,1.19
Volunteering,0.32,23.41,1.08,0.00,0.15,0.12,0.08,2.8,0.12,0.53
Travel Related to Leisure,2.78,24.75,9.85,0.01,1.56,0.05,1.02,46.8,2.19,3.38
Leisure,35.45,18.53,93.86,0.07,24.94,25.37,8.17,97.3,33.05,37.85
Working at Job,42.50,28.27,171.67,0.00,0.67,3.80,9.37,71.7,39.00,46.01
Educational Activities,0.40,23.41,1.35,0.00,0.05,0.24,0.24,1.5,0.08,0.72
Commuting to Work or School,3.59,24.75,12.69,0.00,0.24,0.01,3.00,60.4,3.08,4.09
Work and Education,46.50,27.96,185.71,0.00,0.95,4.05,12.61,73.3,42.79,50.20
Total,168.00,21.28,510.69,0.11,38.80,41.47,27.77,,,
