time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,2.76,18.31,7.22,0.00,0.92,2.68,1.83,27.2,2.14,3.38
Food Cooking & Clean-up,3.13,18.40,8.23,0.00,1.41,3.03,1.68,49.5,2.63,3.63
"Pets, Home & Vehicles",10.20,20.06,29.22,0.00,2.10,9.56,7.92,54.8,8.91,11.49
Household Management,2.13,24.72,7.52,0.00,0.49,1.75,1.52,28.4,1.28,2.98
Shopping,3.16,18.13,8.18,0.00,1.76,0.22,1.26,42.3,2.61,3.71
Obtaining Services,0.47,21.87,1.46,0.00,0.04,0.32,0.26,3.8,0.07,0.87
Travel for Household Activity,2.74,24.75,9.71,0.00,1.53,0.02,1.13,48.1,2.26,3.23
Household Production,24.59,20.37,71.53,0.00,8.26,17.57,15.60,86.5,22.73,26.45
Household Children,0.00,18.05,0.00,,0.00,0.00,0.00,0.0,,
Household Adults,0.85,17.91,2.18,0.00,0.77,0.55,0.08,8.3,0.30,1.41
Non-Household Members,2.36,18.09,6.10,0.00,1.68,1.05,0.28,16.1,1.72,3.01
Travel for Household Members,0.25,24.75,0.89,0.00,0.19,0.00,0.07,3.9,0.10,0.41
Travel for Non-Household Members,0.57,24.75,2.02,0.00,0.28,0.00,0.19,11.9,0.40,0.75
Caring and Helping,4.04,19.41,11.20,0.00,2.91,1.60,0.62,23.3,3.14,4.93
Eating & Drinking,9.24,18.25,24.08,0.00,6.56,6.91,2.19,96.9,8.68,9.79
Personal Health Care,1.78,17.95,4.58,0.00,0.59,1.14,1.04,16.3,1.14,2.43
Grooming,3.38,18.17,8.78,0.00,,,,65.2,3.00,3.76
Sleeping,61.38,18.58,162.91,,,,,100.0,60.24,62.52
"Private, Personal, or N/A",2.26,20.56,6.63,0.00,0.50,0.89,0.90,24.4,1.74,2.77
Personal Time,78.04,18.57,206.98,0.00,7.65,8.94,4.14,100.0,76.47,79.61
Socializing,5.62,20.35,16.34,0.00,4.64,2.68,0.23,40.7,4.79,6.45
Passive Leisure,40.84,17.40,101.51,0.00,22.19,39.81,18.27,96.9,38.68,43.00
Active Leisure,4.35,17.40,10.82,0.00,0.94,0.80,2.27,27.8,3.52,5.19
Attendance Leisure,0.76,17.40,1.89,0.00,0.65,0.02,0.04,4.2,0.47,1.05
Religious Activities,0.95,23.41,3.18,0.00,0.46,0.28,0.25,8.1,0.61,1.29
Volunteering,1.68,23.41,5.62,0.00,0.45,0.26,0.51,9.6,1.21,2.15
Travel Related to Leisure,3.15,24.75,11.15,0.00,1.73,0.03,1.32,51.2,2.64,3.67
Leisure,57.36,18.37,150.51,0.00,31.07,43.87,22.88,99.2,55.44,59.29
Working at Job,3.56,33.91,17.24,0.00,0.10,0.77,0.27,8.8,2.32,4.79
Educational Activities,0.09,23.41,0.29,0.00,0.00,0.02,0.08,0.4,,0.23
Commuting to Work or School,0.33,24.75,1.15,0.00,0.03,0.00,0.29,6.9,0.22,0.43
Work and Education,3.97,32.93,18.69,0.00,0.13,0.78,0.64,10.1,2.66,5.29
Total,168.00,19.12,458.91,0.00,50.02,72.76,43.88,,,
