time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,1.80,18.31,4.70,1.22,1.15,1.72,0.64,19.9,1.63,1.96
Food Cooking & Clean-up,2.51,18.40,6.59,1.85,1.67,2.42,0.80,45.0,2.36,2.66
"Pets, Home & Vehicles",3.60,20.06,10.32,2.04,1.49,3.29,1.95,26.0,3.35,3.86
Household Management,0.80,24.72,2.82,0.43,0.44,0.58,0.33,17.5,0.72,0.88
Shopping,2.07,18.13,5.37,1.16,1.47,0.05,0.51,36.0,1.87,2.27
Obtaining Services,0.11,21.87,0.34,0.05,0.04,0.04,0.04,1.9,0.07,0.15
Travel for Household Activity,1.84,24.75,6.49,0.85,1.06,0.02,0.69,39.4,1.70,1.97
Household Production,12.72,20.16,36.63,7.61,7.32,8.11,4.95,75.6,12.31,13.13
Household Children,7.95,18.05,20.49,,7.73,6.59,0.15,66.3,7.61,8.29
Household Adults,0.15,17.91,0.38,0.09,0.13,0.07,0.02,5.0,0.11,0.19
Non-Household Members,0.43,18.09,1.11,0.12,0.24,0.03,0.05,6.2,0.25,0.61
Travel for Household Members,1.08,24.75,3.84,0.06,0.77,0.02,0.30,28.6,0.99,1.18
Travel for Non-Household Members,0.27,24.75,0.96,0.07,0.12,0.01,0.09,5.6,0.23,0.32
Caring and Helping,9.88,18.97,26.77,0.34,9.00,6.72,0.61,69.8,9.42,10.33
Eating & Drinking,7.95,18.25,20.73,4.31,5.49,4.81,1.34,96.4,7.80,8.10
Personal Health Care,0.30,17.95,0.78,0.07,0.11,0.14,0.15,3.4,0.22,0.38
Grooming,3.89,18.17,10.10,1.24,,,,80.0,3.79,3.99
Sleeping,57.43,18.58,152.42,,,,,99.9,56.95,57.90
"Private, Personal, or N/A",1.50,20.56,4.41,0.70,0.60,0.57,0.40,19.6,1.37,1.63
Personal Time,71.07,18.56,188.43,6.32,6.21,5.52,1.88,100.0,70.61,71.54
Socializing,4.63,20.35,13.47,2.87,3.99,2.22,0.11,37.2,4.32,4.94
Passive Leisure,18.05,17.40,44.86,9.26,12.85,16.83,4.74,87.8,17.56,18.53
Active Leisure,2.34,17.40,5.81,0.92,1.09,0.47,0.73,18.1,2.08,2.60
Attendance Leisure,0.77,17.40,1.91,0.48,0.66,0.03,0.04,4.1,0.64,0.90
Religious Activities,0.76,23.41,2.55,0.51,0.61,0.13,0.10,7.2,0.65,0.87
Volunteering,0.65,23.41,2.18,0.32,0.33,0.09,0.10,4.6,0.52,0.78
Travel Related to Leisure,2.39,24.75,8.45,1.13,1.48,0.02,0.74,47.1,2.15,2.63
Leisure,29.59,18.74,79.22,15.49,21.02,19.79,6.55,96.3,28.72,30.46
Working at Job,40.63,34.31,199.10,1.57,0.94,3.95,8.00,70.8,39.80,41.45
Educational Activities,0.33,23.41,1.11,0.11,0.08,0.23,0.21,1.6,0.23,0.43
Commuting to Work or School,3.78,24.75,13.37,0.08,0.21,0.03,3.24,59.4,3.59,3.98
Work and Education,44.74,33.42,213.58,1.75,1.23,4.21,11.45,72.1,43.85,45.62
Total,168.00,22.69,544.63,31.51,44.78,44.35,25.44,,,
