time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,1.80,18.31,4.71,1.01,1.05,1.80,0.72,18.1,1.15,2.45
Food Cooking & Clean-up,3.30,18.40,8.67,1.83,1.88,3.13,1.33,40.8,2.46,4.14
"Pets, Home & Vehicles",3.41,20.06,9.77,1.20,0.85,3.32,2.53,26.8,2.27,4.55
Household Management,1.05,24.72,3.71,0.23,0.87,0.55,0.13,14.7,0.37,1.73
Shopping,2.43,18.13,6.30,0.74,1.60,0.06,0.74,29.0,1.65,3.22
Obtaining Services,0.01,21.87,0.02,0.01,0.01,0.01,0.00,0.2,,0.02
Travel for Household Activity,1.54,24.75,5.46,0.34,0.95,0.00,0.49,32.0,1.10,1.99
Household Production,13.54,19.97,38.64,5.35,7.20,8.87,5.94,73.2,11.61,15.47
Household Children,4.86,18.05,12.54,,4.48,4.02,0.22,37.4,3.45,6.27
Household Adults,0.76,17.91,1.93,0.10,0.75,0.23,0.01,7.3,0.24,1.28
Non-Household Members,0.75,18.09,1.93,0.17,0.69,0.39,0.05,6.9,0.05,1.44
Travel for Household Members,0.93,24.75,3.28,0.08,0.73,0.01,0.18,23.3,0.62,1.23
Travel for Non-Household Members,0.20,24.75,0.71,0.04,0.12,0.00,0.08,5.7,0.08,0.32
Caring and Helping,7.49,19.05,20.39,0.40,6.76,4.65,0.53,44.0,5.78,9.21
Eating & Drinking,7.75,18.25,20.21,3.01,6.22,6.93,1.37,95.5,6.86,8.64
Personal Health Care,3.09,17.95,7.93,0.85,1.98,2.39,1.04,22.7,1.50,4.68
Grooming,3.36,18.17,8.71,0.82,,,,58.1,2.50,4.21
Sleeping,66.94,18.58,177.67,,,,,99.8,64.06,69.82
"Private, Personal, or N/A",2.54,20.56,7.47,0.61,0.87,1.41,1.00,22.2,0.95,4.14
Personal Time,83.68,18.57,221.99,5.29,9.07,10.73,3.42,100.0,80.29,87.08
Socializing,6.13,20.35,17.81,2.58,4.86,2.54,0.17,35.5,4.57,7.68
Passive Leisure,49.01,17.40,121.81,15.68,31.59,47.50,17.02,96.2,44.74,53.29
Active Leisure,2.05,17.40,5.10,0.59,1.10,0.73,0.63,16.1,0.69,3.41
Attendance Leisure,0.34,17.40,0.84,0.03,0.21,0.01,0.11,2.0,,0.76
Religious Activities,1.51,23.41,5.06,0.74,1.21,0.41,0.26,9.6,0.77,2.26
Volunteering,0.21,23.41,0.71,0.16,0.15,0.05,0.03,1.7,0.07,0.35
Travel Related to Leisure,1.88,24.75,6.65,0.53,1.30,0.02,0.52,32.5,1.37,2.39
Leisure,61.13,18.09,157.98,20.30,40.41,51.25,18.75,97.9,56.77,65.49
Working at Job,1.82,0.00,0.00,0.04,0.61,0.09,0.10,3.8,0.51,3.13
Educational Activities,0.06,23.41,0.21,0.00,0.01,0.06,0.05,0.4,,0.20
Commuting to Work or School,0.26,24.75,0.93,0.00,0.02,0.00,0.25,3.8,0.06,0.47
Work and Education,2.15,3.74,1.15,0.04,0.63,0.15,0.40,4.2,0.65,3.65
Total,168.00,18.34,440.16,31.38,64.07,75.65,29.04,,,
