time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,8.46,18.31,22.12,0.00,2.56,8.32,5.85,63.1,8.06,8.85
Food Cooking & Clean-up,8.27,18.40,21.73,0.00,3.21,8.09,5.01,81.2,7.96,8.58
"Pets, Home & Vehicles",3.65,20.06,10.45,0.00,1.59,3.32,2.00,33.1,3.41,3.89
Household Management,2.12,24.72,7.49,0.00,0.88,1.86,1.21,31.7,1.95,2.29
Shopping,3.42,18.13,8.86,0.00,1.87,0.14,1.35,42.3,3.23,3.61
Obtaining Services,0.20,21.87,0.62,0.00,0.11,0.13,0.06,4.0,0.16,0.24
Travel for Household Activity,2.34,24.75,8.29,0.00,1.51,0.02,0.77,44.9,2.21,2.48
Household Production,28.46,19.57,79.56,0.01,11.74,21.88,16.24,94.6,27.91,29.01
Household Children,0.00,18.05,0.00,,0.00,0.00,0.00,0.0,,
Household Adults,1.03,17.91,2.63,0.00,0.92,0.71,0.10,10.7,0.82,1.23
Non-Household Members,1.93,18.09,4.98,0.00,1.68,0.94,0.14,15.0,1.72,2.14
Travel for Household Members,0.17,24.75,0.59,0.00,0.15,0.00,0.02,3.8,0.14,0.20
Travel for Non-Household Members,0.51,24.75,1.80,0.00,0.32,0.00,0.14,10.6,0.42,0.60
Caring and Helping,3.63,19.28,10.00,0.00,3.06,1.66,0.40,24.2,3.27,4.00
Eating & Drinking,9.42,18.25,24.56,0.00,7.84,7.31,1.22,98.3,9.16,9.68
Personal Health Care,1.97,17.95,5.06,0.00,0.79,1.08,0.89,21.0,1.77,2.17
Grooming,4.97,18.17,12.89,0.00,,,,77.4,4.84,5.09
Sleeping,62.59,18.58,166.12,,,,,99.9,62.10,63.07
"Private, Personal, or N/A",2.66,20.56,7.81,0.00,0.87,0.89,0.67,31.5,2.49,2.83
Personal Time,81.61,18.57,216.44,0.00,9.49,9.28,2.78,100.0,81.17,82.05
Socializing,5.95,20.35,17.29,0.00,4.56,3.35,0.67,48.0,5.62,6.28
Passive Leisure,39.05,17.40,97.06,0.00,24.57,37.91,14.15,97.2,38.04,40.07
Active Leisure,1.86,17.40,4.62,0.00,0.82,0.48,0.66,20.7,1.50,2.22
Attendance Leisure,0.84,17.40,2.10,0.00,0.63,0.04,0.05,4.8,0.62,1.06
Religious Activities,1.69,23.41,5.66,0.00,0.97,0.56,0.48,17.0,1.55,1.84
Volunteering,1.58,23.41,5.27,0.01,0.44,0.61,0.59,9.6,1.38,1.77
Travel Related to Leisure,2.84,24.75,10.06,0.00,2.11,0.03,0.59,47.2,2.52,3.17
Leisure,53.82,18.48,142.06,0.01,34.10,42.98,17.19,99.3,53.16,54.47
Working at Job,0.41,19.53,1.16,0.00,0.04,0.16,0.13,1.2,0.29,0.54
Educational Activities,0.02,23.41,0.08,0.00,0.00,0.02,0.01,0.2,,0.05
Commuting to Work or School,0.05,24.75,0.17,0.00,0.02,0.00,0.03,1.7,0.04,0.06
Work and Education,0.49,20.24,1.41,0.00,0.06,0.17,0.18,2.4,0.36,0.62
Total,168.00,18.73,449.48,0.02,58.45,75.98,36.80,,,
